# altimeter jump log
# mode=BENCH sample_hz=40 osr=12 math_mode=1
# filter sigma_accel=0.050 sigma_meas=0.250 gate=2.00 inflate=500
# zones bounds=0.15,0.80,1.20,1.50,4.50 hyst_urgent=0.07 hyst_relax=0.07 dwell_urgent=300 dwell_relax=300
# qnh=1013.25 ground_p=969.617
# build=Aug  2 2026 23:22:03
t_ms,p_hpa,temp_c,alt_raw_m,alt_filt_m,vs_mps,zone,phase
3061,969.500,34.92,1.015,0.885,0.00,1,0
3086,969.550,34.96,0.581,0.783,-0.08,1,0
3111,969.540,34.99,0.669,0.751,-0.13,1,0
3136,969.540,35.03,0.669,0.729,-0.19,1,0
3161,969.550,35.06,0.581,0.694,-0.30,1,0
3186,969.530,35.09,0.756,0.701,-0.24,1,0
3211,969.550,35.11,0.581,0.671,-0.35,1,0
3236,969.560,35.13,0.497,0.628,-0.52,1,0
3261,969.570,35.16,0.410,0.571,-0.73,1,0
3286,969.530,35.18,0.756,0.596,-0.53,1,0
3311,969.560,35.19,0.497,0.565,-0.61,1,0
3336,969.540,35.21,0.669,0.574,-0.51,1,0
3361,969.560,35.22,0.497,0.548,-0.56,1,0
3386,969.590,35.24,0.238,0.476,-0.78,1,0
3411,969.580,35.25,0.322,0.430,-0.88,1,0
3436,969.650,35.26,-0.280,0.280,-1.32,1,0
3461,969.600,35.27,0.151,0.229,-1.38,1,0
3486,969.600,35.28,0.151,0.187,-1.40,1,0
3511,969.580,35.29,0.322,0.181,-1.32,1,0
3536,969.580,35.29,0.322,0.177,-1.23,1,0
3561,969.580,35.30,0.322,0.174,-1.16,1,0
3586,969.620,35.31,-0.021,0.119,-1.22,1,0
3611,969.600,35.31,0.151,0.098,-1.20,1,0
3636,969.620,35.32,-0.021,0.055,-1.23,1,0
3661,969.620,35.32,-0.021,0.018,-1.25,1,0
3686,969.560,35.32,0.497,0.056,-1.09,1,0
3711,969.590,35.33,0.238,0.056,-1.03,1,0
3736,969.590,35.33,0.238,0.057,-0.98,1,0
3761,969.610,35.33,0.066,0.036,-0.97,1,0
3786,969.530,35.34,0.756,0.101,-0.79,1,0
3811,969.610,35.34,0.066,0.080,-0.80,1,0
3836,969.590,35.34,0.238,0.080,-0.76,1,0
3861,969.590,35.34,0.238,0.081,-0.73,1,0
3886,969.620,35.35,-0.021,0.053,-0.74,1,0
3911,969.630,35.35,-0.108,0.020,-0.77,1,0
3936,969.600,35.35,0.151,0.016,-0.74,1,0
3961,969.600,35.35,0.151,0.013,-0.72,1,0
3986,969.570,35.36,0.410,0.035,-0.65,1,0
4011,969.600,35.36,0.151,0.031,-0.64,1,0
4036,969.600,35.36,0.151,0.028,-0.62,1,0
4061,969.590,35.36,0.238,0.034,-0.59,1,0
4086,969.620,35.36,-0.021,0.016,-0.59,1,0
4111,969.610,35.36,0.066,0.007,-0.58,1,0
4136,969.610,35.36,0.066,-0.001,-0.57,1,0
4161,969.600,35.36,0.151,-0.001,-0.55,1,0
4186,969.590,35.36,0.238,0.011,-0.52,0,0
4211,969.610,35.37,0.066,0.006,-0.51,0,0
4236,969.600,35.36,0.151,0.015,-0.48,0,0
4261,969.590,35.36,0.238,0.045,-0.43,0,0
4286,969.620,35.36,-0.021,0.024,-0.45,0,0
4311,969.600,35.37,0.151,0.043,-0.41,0,0
4336,969.620,35.37,-0.021,0.021,-0.42,0,0
4361,969.620,35.37,-0.021,0.005,-0.43,0,0
4386,969.590,35.37,0.238,0.040,-0.38,0,0
4411,969.570,35.37,0.410,0.125,-0.27,0,0
4436,969.610,35.37,0.066,0.104,-0.29,0,0
4461,969.630,35.37,-0.108,0.051,-0.34,0,0
4486,969.590,35.37,0.238,0.084,-0.29,0,0
4511,969.600,35.37,0.151,0.092,-0.27,0,0
4536,969.570,35.37,0.410,0.163,-0.18,0,0
4561,969.620,35.37,-0.021,0.120,-0.23,0,0
4586,969.600,35.37,0.151,0.121,-0.22,0,0
4611,969.580,35.37,0.322,0.155,-0.17,0,0
4636,969.610,35.37,0.066,0.137,-0.19,0,0
4661,969.610,35.37,0.066,0.122,-0.20,0,0
4686,969.560,35.37,0.497,0.179,-0.11,0,0
4711,969.610,35.37,0.066,0.159,-0.14,0,0
4736,969.580,35.37,0.322,0.180,-0.10,0,0
4761,969.640,35.37,-0.196,0.128,-0.18,0,0
4786,969.580,35.37,0.322,0.148,-0.14,0,0
4811,969.610,35.37,0.066,0.135,-0.15,0,0
4836,969.650,35.37,-0.280,0.084,-0.23,0,0
4861,969.620,35.37,-0.021,0.067,-0.25,0,0
4886,969.620,35.37,-0.021,0.052,-0.27,0,0
4911,969.600,35.37,0.151,0.056,-0.25,0,0
4936,969.600,35.37,0.151,0.061,-0.23,0,0
4961,969.600,35.37,0.151,0.065,-0.21,0,0
4986,969.600,35.37,0.151,0.068,-0.20,0,0
5011,969.600,35.37,0.151,0.072,-0.18,0,0
5036,969.590,35.37,0.238,0.084,-0.16,0,0
5061,969.580,35.37,0.322,0.103,-0.12,0,0
5086,969.580,35.37,0.322,0.120,-0.08,0,0
5111,969.590,35.37,0.238,0.129,-0.07,0,0
5136,969.600,35.37,0.151,0.130,-0.06,0,0
5161,969.600,35.37,0.151,0.130,-0.06,0,0
5186,969.610,35.37,0.066,0.123,-0.07,0,0
5211,969.600,35.37,0.151,0.124,-0.06,0,0
5236,969.620,35.37,-0.021,0.110,-0.08,0,0
5261,969.630,35.37,-0.108,0.090,-0.11,0,0
5286,969.590,35.36,0.238,0.100,-0.09,0,0
5311,969.590,35.36,0.238,0.109,-0.07,0,0
5336,969.610,35.36,0.066,0.104,-0.08,0,0
5361,969.610,35.36,0.066,0.099,-0.08,0,0
5386,969.630,35.36,-0.108,0.081,-0.11,0,0
5411,969.620,35.36,-0.021,0.070,-0.12,0,0
5436,969.550,35.36,0.581,0.107,-0.06,0,0
5461,969.590,35.36,0.238,0.115,-0.05,0,0
5486,969.600,35.36,0.151,0.117,-0.05,0,0
5511,969.600,35.36,0.151,0.118,-0.04,0,0
5536,969.610,35.36,0.066,0.113,-0.05,0,0
5561,969.560,35.36,0.497,0.140,-0.01,0,0
5586,969.620,35.36,-0.021,0.128,-0.03,0,0
5611,969.610,35.36,0.066,0.123,-0.03,0,0
5636,969.610,35.36,0.066,0.118,-0.04,0,0
5661,969.600,35.36,0.151,0.120,-0.03,0,0
5686,969.590,35.36,0.238,0.127,-0.03,0,0
5711,969.580,35.36,0.322,0.139,-0.01,0,0
5736,969.590,35.36,0.238,0.146,-0.00,0,0
5761,969.590,35.36,0.238,0.151,0.00,0,0
5786,969.600,35.36,0.151,0.151,0.00,0,0
5811,969.580,35.36,0.322,0.162,0.01,0,0
5836,969.580,35.36,0.322,0.173,0.02,0,0
5861,969.610,35.36,0.066,0.167,0.02,0,0
5886,969.630,35.36,-0.108,0.150,0.00,0,0
5911,969.620,35.36,-0.021,0.140,-0.01,0,0
5936,969.580,35.36,0.322,0.151,0.00,0,0
5961,969.590,35.36,0.238,0.156,0.01,0,0
5986,969.590,35.35,0.238,0.160,0.01,0,0
6011,969.600,35.35,0.151,0.160,0.01,0,0
6036,969.580,35.35,0.322,0.170,0.02,0,0
6061,969.580,35.35,0.322,0.178,0.03,0,0
6086,969.600,35.35,0.151,0.178,0.02,0,0
6111,969.590,35.35,0.238,0.181,0.03,0,0
6136,969.620,35.35,-0.021,0.171,0.02,0,0
6161,969.590,35.35,0.238,0.175,0.02,0,0
6186,969.590,35.35,0.238,0.179,0.02,0,0
6211,969.630,35.35,-0.108,0.164,0.01,0,0
6236,969.610,35.35,0.066,0.160,0.01,0,0
6261,969.620,35.35,-0.021,0.151,-0.00,0,0
6286,969.600,35.35,0.151,0.151,-0.00,0,0
6311,969.630,35.35,-0.108,0.138,-0.01,0,0
6336,969.620,35.35,-0.021,0.130,-0.02,0,0
6361,969.600,35.35,0.151,0.130,-0.02,0,0
6386,969.580,35.35,0.322,0.139,-0.01,0,0
6411,969.580,35.35,0.322,0.148,-0.00,0,0
6436,969.570,35.35,0.410,0.160,0.01,0,0
6461,969.590,35.35,0.238,0.164,0.01,0,0
6486,969.660,35.34,-0.367,0.139,-0.01,0,0
6511,969.610,35.34,0.066,0.136,-0.01,0,0
6536,969.630,35.34,-0.108,0.125,-0.02,0,0
6561,969.570,35.34,0.410,0.137,-0.01,0,0
6586,969.560,35.34,0.497,0.152,0.00,0,0
6611,969.600,35.34,0.151,0.152,0.00,0,0
6636,969.610,35.34,0.066,0.149,-0.00,0,0
6661,969.610,35.34,0.066,0.145,-0.00,0,0
6686,969.610,35.34,0.066,0.142,-0.01,0,0
6711,969.610,35.34,0.066,0.138,-0.01,0,0
6736,969.620,35.34,-0.021,0.132,-0.01,0,0
6761,969.610,35.34,0.066,0.129,-0.01,0,0
6786,969.610,35.34,0.066,0.126,-0.02,0,0
6811,969.560,35.34,0.497,0.140,-0.01,0,0
6836,969.630,35.34,-0.108,0.130,-0.01,0,0
6861,969.600,35.34,0.151,0.131,-0.01,0,0
6886,969.610,35.34,0.066,0.128,-0.01,0,0
6911,969.590,35.34,0.238,0.132,-0.01,0,0
6936,969.560,35.34,0.497,0.146,-0.00,0,0
6961,969.630,35.33,-0.108,0.136,-0.01,0,0
6986,969.620,35.34,-0.021,0.130,-0.01,0,0
7011,969.610,35.34,0.066,0.127,-0.01,0,0
7036,969.610,35.33,0.066,0.124,-0.01,0,0
7061,969.620,35.33,-0.021,0.119,-0.02,0,0
7086,969.630,35.33,-0.108,0.110,-0.02,0,0
7111,969.620,35.33,-0.021,0.105,-0.03,0,0
7136,969.600,35.33,0.151,0.106,-0.02,0,0
7161,969.600,35.33,0.151,0.107,-0.02,0,0
7186,969.610,35.33,0.066,0.105,-0.02,0,0
7211,969.560,35.33,0.497,0.118,-0.02,0,0
7236,969.600,35.33,0.151,0.119,-0.02,0,0
7261,969.580,35.33,0.322,0.125,-0.01,0,0
7286,969.580,35.33,0.322,0.132,-0.01,0,0
7311,969.560,35.33,0.497,0.144,-0.00,0,0
7336,969.610,35.32,0.066,0.141,-0.00,0,0
7361,969.600,35.33,0.151,0.141,-0.00,0,0
7386,969.620,35.33,-0.021,0.136,-0.01,0,0
7411,969.600,35.33,0.151,0.136,-0.01,0,0
7436,969.580,35.32,0.322,0.142,-0.00,0,0
7461,969.580,35.32,0.322,0.148,0.00,0,0
7486,969.620,35.32,-0.021,0.143,-0.00,0,0
7511,969.600,35.32,0.151,0.143,-0.00,0,0
7536,969.620,35.32,-0.021,0.138,-0.00,0,0
7561,969.580,35.32,0.322,0.143,-0.00,0,0
7586,969.610,35.32,0.066,0.141,-0.00,0,0
7611,969.600,35.32,0.151,0.141,-0.00,0,0
7636,969.620,35.32,-0.021,0.136,-0.01,0,0
7661,969.620,35.32,-0.021,0.131,-0.01,0,0
7686,969.600,35.32,0.151,0.131,-0.01,0,0
7711,969.600,35.32,0.151,0.132,-0.01,0,0
7736,969.610,35.32,0.066,0.130,-0.01,0,0
7761,969.600,35.32,0.151,0.130,-0.01,0,0
7786,969.610,35.32,0.066,0.128,-0.01,0,0
7811,969.600,35.32,0.151,0.129,-0.01,0,0
7836,969.610,35.31,0.066,0.126,-0.01,0,0
7861,969.610,35.32,0.066,0.125,-0.01,0,0
7886,969.640,35.32,-0.196,0.115,-0.01,0,0
7911,969.600,35.31,0.151,0.116,-0.01,0,0
7936,969.590,35.32,0.238,0.119,-0.01,0,0
7961,969.600,35.31,0.151,0.119,-0.01,0,0
7986,969.600,35.31,0.151,0.120,-0.01,0,0
8011,969.600,35.31,0.151,0.121,-0.01,0,0
8036,969.600,35.31,0.151,0.121,-0.01,0,0
8061,969.620,35.31,-0.021,0.117,-0.01,0,0
8086,969.620,35.31,-0.021,0.113,-0.01,0,0
8111,969.600,35.31,0.151,0.114,-0.01,0,0
8136,969.600,35.31,0.151,0.114,-0.01,0,0
8161,969.640,35.31,-0.196,0.106,-0.02,0,0
8186,969.580,35.31,0.322,0.111,-0.01,0,0
8211,969.610,35.31,0.066,0.110,-0.01,0,0
8236,969.610,35.31,0.066,0.108,-0.02,0,0
8261,969.620,35.31,-0.021,0.104,-0.02,0,0
8286,969.620,35.31,-0.021,0.101,-0.02,0,0
8311,969.640,35.30,-0.196,0.092,-0.02,0,0
8336,969.620,35.31,-0.021,0.089,-0.02,0,0
8361,969.600,35.30,0.151,0.090,-0.02,0,0
8386,969.580,35.30,0.322,0.095,-0.02,0,0
8411,969.590,35.30,0.238,0.099,-0.02,0,0
8436,969.610,35.30,0.066,0.097,-0.02,0,0
8461,969.630,35.30,-0.108,0.092,-0.02,0,0
8486,969.610,35.30,0.066,0.091,-0.02,0,0
8511,969.630,35.30,-0.108,0.085,-0.02,0,0
8536,969.610,35.30,0.066,0.084,-0.02,0,0
8561,969.620,35.30,-0.021,0.081,-0.02,0,0
8586,969.600,35.30,0.151,0.082,-0.02,0,0
8611,969.590,35.30,0.238,0.085,-0.02,0,0
8636,969.620,35.30,-0.021,0.082,-0.02,0,0
8661,969.590,35.30,0.238,0.086,-0.02,0,0
8686,969.630,35.30,-0.108,0.080,-0.02,0,0
8711,969.620,35.30,-0.021,0.077,-0.02,0,0
8736,969.590,35.30,0.238,0.081,-0.02,0,0
8761,969.610,35.30,0.066,0.080,-0.02,0,0
8786,969.580,35.29,0.322,0.085,-0.02,0,0
8811,969.640,35.30,-0.196,0.078,-0.02,0,0
8836,969.580,35.30,0.322,0.083,-0.02,0,0
8861,969.660,35.29,-0.367,0.072,-0.02,0,0
8886,969.610,35.29,0.066,0.071,-0.02,0,0
8911,969.630,35.29,-0.108,0.067,-0.03,0,0
8936,969.620,35.29,-0.021,0.064,-0.03,0,0
8961,969.610,35.29,0.066,0.063,-0.03,0,0
8986,969.600,35.29,0.151,0.065,-0.03,0,0
9011,969.590,35.29,0.238,0.068,-0.02,0,0
9036,969.590,35.29,0.238,0.071,-0.02,0,0
9061,969.610,35.29,0.066,0.071,-0.02,0,0
9086,969.590,35.29,0.238,0.074,-0.02,0,0
9111,969.610,35.29,0.066,0.073,-0.02,0,0
9136,969.590,35.29,0.238,0.076,-0.02,0,0
9161,969.580,35.29,0.322,0.081,-0.02,0,0
9186,969.610,35.29,0.066,0.080,-0.02,0,0
9211,969.630,35.29,-0.108,0.076,-0.02,0,0
9236,969.590,35.28,0.238,0.079,-0.02,0,0
9261,969.650,35.28,-0.280,0.071,-0.02,0,0
9286,969.610,35.28,0.066,0.070,-0.02,0,0
9311,969.600,35.28,0.151,0.071,-0.02,0,0
9336,969.620,35.28,-0.021,0.069,-0.02,0,0
9361,969.630,35.28,-0.108,0.064,-0.02,0,0
9386,969.630,35.28,-0.108,0.060,-0.02,0,0
9411,969.630,35.28,-0.108,0.056,-0.03,0,0
9436,969.580,35.28,0.322,0.061,-0.02,0,0
9461,969.640,35.28,-0.196,0.055,-0.03,0,0
9486,969.610,35.28,0.066,0.055,-0.03,0,0
9511,969.610,35.28,0.066,0.054,-0.03,0,0
9536,969.620,35.28,-0.021,0.052,-0.03,0,0
9561,969.610,35.28,0.066,0.052,-0.03,0,0
9586,969.590,35.28,0.238,0.055,-0.02,0,0
9611,969.570,35.28,0.410,0.062,-0.02,0,0
9636,969.610,35.28,0.066,0.061,-0.02,0,0
9661,969.640,35.28,-0.196,0.055,-0.02,0,0
9686,969.590,35.28,0.238,0.059,-0.02,0,0
9711,969.600,35.27,0.151,0.060,-0.02,0,0
9736,969.640,35.27,-0.196,0.054,-0.02,0,0
9761,969.600,35.28,0.151,0.056,-0.02,0,0
9786,969.610,35.27,0.066,0.055,-0.02,0,0
9811,969.610,35.27,0.066,0.055,-0.02,0,0
9836,969.630,35.27,-0.108,0.051,-0.02,0,0
9861,969.620,35.27,-0.021,0.049,-0.02,0,0
9886,969.590,35.27,0.238,0.052,-0.02,0,0
9911,969.620,35.27,-0.021,0.050,-0.02,0,0
9936,969.610,35.27,0.066,0.050,-0.02,0,0
9961,969.600,35.27,0.151,0.051,-0.02,0,0
9986,969.600,35.27,0.151,0.053,-0.02,0,0
10011,969.630,35.27,-0.108,0.049,-0.02,0,0
10036,969.590,35.27,0.238,0.052,-0.02,0,0
10061,969.630,35.27,-0.108,0.048,-0.02,0,0
10086,969.570,35.27,0.410,0.055,-0.02,0,0
10111,969.640,35.27,-0.196,0.050,-0.02,0,0
10136,969.640,35.27,-0.196,0.044,-0.02,0,0
10161,969.590,35.26,0.238,0.047,-0.02,0,0
10186,969.600,35.27,0.151,0.049,-0.02,0,0
10211,969.610,35.27,0.066,0.049,-0.02,0,0
10236,969.620,35.27,-0.021,0.047,-0.02,0,0
10261,969.590,35.26,0.238,0.050,-0.02,0,0
10286,969.630,35.26,-0.108,0.046,-0.02,0,0
10311,969.630,35.26,-0.108,0.043,-0.02,0,0
10336,969.600,35.26,0.151,0.044,-0.02,0,0
10361,969.600,35.26,0.151,0.046,-0.02,0,0
10386,969.620,35.26,-0.021,0.044,-0.02,0,0
10411,969.620,35.26,-0.021,0.042,-0.02,0,0
10436,969.610,35.26,0.066,0.042,-0.02,0,0
10461,969.610,35.26,0.066,0.042,-0.02,0,0
10486,969.590,35.26,0.238,0.045,-0.02,0,0
10511,969.600,35.26,0.151,0.047,-0.02,0,0
10536,969.580,35.26,0.322,0.051,-0.02,0,0
10561,969.610,35.26,0.066,0.051,-0.02,0,0
10586,969.640,35.25,-0.196,0.046,-0.02,0,0
10611,969.590,35.25,0.238,0.049,-0.02,0,0
10636,969.600,35.25,0.151,0.050,-0.02,0,0
10661,969.590,35.25,0.238,0.053,-0.02,0,0
10686,969.600,35.25,0.151,0.055,-0.02,0,0
10711,969.620,35.25,-0.021,0.053,-0.02,0,0
10736,969.600,35.25,0.151,0.054,-0.02,0,0
10761,969.640,35.25,-0.196,0.049,-0.02,0,0
10786,969.610,35.25,0.066,0.049,-0.02,0,0
10811,969.630,35.25,-0.108,0.046,-0.02,0,0
10836,969.630,35.25,-0.108,0.043,-0.02,0,0
10861,969.590,35.25,0.238,0.046,-0.02,0,0
10886,969.610,35.25,0.066,0.046,-0.02,0,0
10911,969.610,35.25,0.066,0.046,-0.02,0,0
10936,969.640,35.25,-0.196,0.041,-0.02,0,0
10961,969.630,35.25,-0.108,0.038,-0.02,0,0
10986,969.600,35.25,0.151,0.039,-0.02,0,0
11011,969.610,35.25,0.066,0.039,-0.02,0,0
11036,969.590,35.25,0.238,0.042,-0.02,0,0
11061,969.610,35.25,0.066,0.042,-0.02,0,0
11086,969.610,35.25,0.066,0.042,-0.02,0,0
