# altimeter jump log
# mode=BENCH sample_hz=40 osr=12 math_mode=1
# filter sigma_accel=0.050 sigma_meas=0.250 gate=2.00 inflate=500
# zones bounds=0.15,0.80,1.20,1.50,4.50 hyst_urgent=0.07 hyst_relax=0.07 dwell_urgent=300 dwell_relax=300
# qnh=1013.25 ground_p=970.257
# build=Aug  3 2026 00:43:08
t_ms,p_hpa,temp_c,alt_raw_m,alt_filt_m,vs_mps,zone,phase
3547,970.080,36.00,1.525,1.482,0.00,3,0
3572,970.100,36.05,1.353,1.439,-0.03,3,0
3597,970.040,36.09,1.871,1.552,0.18,3,0
3622,970.060,36.14,1.699,1.590,0.27,3,0
3647,970.100,36.18,1.353,1.544,0.07,3,0
3672,970.120,36.21,1.181,1.470,-0.27,3,0
3697,970.090,36.24,1.440,1.458,-0.29,3,0
3722,970.120,36.27,1.181,1.394,-0.57,3,0
3747,970.140,36.30,1.009,1.302,-0.94,3,0
3772,970.130,36.33,1.094,1.239,-1.12,3,0
3797,970.090,36.35,1.440,1.259,-0.91,3,0
3822,970.120,36.37,1.181,1.225,-0.96,3,0
3847,970.120,36.39,1.181,1.197,-0.97,3,0
3872,970.140,36.40,1.009,1.141,-1.10,3,0
3897,970.160,36.42,0.838,1.060,-1.29,3,0
3922,970.120,36.43,1.181,1.056,-1.19,3,0
3947,970.120,36.44,1.181,1.055,-1.10,3,0
3972,970.110,36.46,1.268,1.069,-0.97,3,0
3997,970.190,36.47,0.579,0.966,-1.20,3,0
4022,970.140,36.48,1.009,0.948,-1.17,3,0
4047,970.130,36.49,1.094,0.947,-1.09,3,0
4072,970.170,36.49,0.750,0.893,-1.16,3,0
4097,970.170,36.50,0.750,0.847,-1.20,3,0
4122,970.160,36.51,0.838,0.820,-1.20,3,0
4147,970.160,36.52,0.838,0.797,-1.18,3,0
4172,970.200,36.52,0.491,0.730,-1.26,3,0
4197,970.140,36.53,1.009,0.739,-1.18,2,0
4222,970.170,36.54,0.750,0.715,-1.17,2,0
4247,970.160,36.54,0.838,0.705,-1.13,2,0
4272,970.190,36.55,0.579,0.665,-1.15,2,0
4297,970.140,36.55,1.009,0.680,-1.07,2,0
4322,970.200,36.55,0.491,0.635,-1.10,2,0
4347,970.150,36.56,0.922,0.642,-1.04,2,0
4372,970.130,36.56,1.094,0.667,-0.95,2,0
4397,970.190,36.57,0.579,0.637,-0.96,2,0
4422,970.190,36.57,0.579,0.609,-0.97,2,0
4447,970.170,36.57,0.750,0.602,-0.94,2,0
4472,970.150,36.58,0.922,0.612,-0.89,2,0
4497,970.160,36.58,0.838,0.613,-0.85,2,0
4522,970.180,36.58,0.663,0.598,-0.84,1,0
4547,970.170,36.58,0.750,0.593,-0.82,1,0
4572,970.160,36.59,0.838,0.596,-0.79,1,0
4597,970.120,36.59,1.181,0.658,-0.68,1,0
4622,970.190,36.59,0.579,0.630,-0.69,1,0
4647,970.160,36.59,0.838,0.661,-0.63,1,0
4672,970.170,36.60,0.750,0.674,-0.59,1,0
4697,970.180,36.60,0.663,0.660,-0.59,1,0
4722,970.160,36.60,0.838,0.708,-0.51,1,0
4747,970.190,36.60,0.579,0.660,-0.55,1,0
4772,970.180,36.61,0.663,0.651,-0.55,1,0
4797,970.180,36.61,0.663,0.643,-0.54,1,0
4822,970.200,36.61,0.491,0.602,-0.58,1,0
4847,970.170,36.61,0.750,0.616,-0.54,1,0
4872,970.190,36.61,0.579,0.599,-0.54,1,0
4897,970.190,36.62,0.579,0.584,-0.54,1,0
4922,970.180,36.62,0.663,0.583,-0.53,1,0
4947,970.190,36.62,0.579,0.571,-0.52,1,0
4972,970.210,36.62,0.404,0.540,-0.55,1,0
4997,970.210,36.62,0.404,0.512,-0.57,1,0
5022,970.200,36.62,0.491,0.497,-0.57,1,0
5047,970.180,36.63,0.663,0.502,-0.54,1,0
5072,970.190,36.63,0.579,0.497,-0.53,1,0
5097,970.180,36.63,0.663,0.502,-0.50,1,0
5122,970.150,36.63,0.922,0.532,-0.44,1,0
5147,970.210,36.63,0.404,0.510,-0.45,1,0
5172,970.180,36.63,0.663,0.514,-0.43,1,0
5197,970.160,36.64,0.838,0.538,-0.38,1,0
5222,970.170,36.64,0.750,0.557,-0.33,1,0
5247,970.210,36.64,0.404,0.531,-0.36,1,0
5272,970.180,36.64,0.663,0.540,-0.33,1,0
5297,970.180,36.64,0.663,0.550,-0.30,1,0
5322,970.170,36.64,0.750,0.576,-0.25,1,0
5347,970.200,36.64,0.491,0.557,-0.27,1,0
5372,970.160,36.64,0.838,0.605,-0.19,1,0
5397,970.190,36.64,0.579,0.596,-0.20,1,0
5422,970.160,36.65,0.838,0.649,-0.11,1,0
5447,970.170,36.65,0.750,0.675,-0.07,1,0
5472,970.180,36.65,0.663,0.670,-0.07,1,0
5497,970.180,36.65,0.663,0.667,-0.07,1,0
5522,970.180,36.65,0.663,0.665,-0.07,1,0
5547,970.190,36.65,0.579,0.647,-0.10,1,0
5572,970.210,36.65,0.404,0.602,-0.17,1,0
5597,970.170,36.66,0.750,0.622,-0.13,1,0
5622,970.160,36.66,0.838,0.652,-0.07,1,0
5647,970.170,36.66,0.750,0.664,-0.05,1,0
5672,970.140,36.66,1.009,0.715,0.05,1,0
5697,970.190,36.66,0.579,0.697,0.01,1,0
5722,970.190,36.66,0.579,0.681,-0.02,1,0
5747,970.190,36.66,0.579,0.667,-0.04,1,0
5772,970.190,36.66,0.579,0.656,-0.06,1,0
5797,970.170,36.66,0.750,0.666,-0.04,1,0
5822,970.200,36.67,0.491,0.644,-0.08,1,0
5847,970.180,36.66,0.663,0.645,-0.07,1,0
5872,970.170,36.67,0.750,0.655,-0.05,1,0
5897,970.160,36.67,0.838,0.674,-0.01,1,0
5922,970.140,36.67,1.009,0.709,0.05,1,0
5947,970.180,36.67,0.663,0.706,0.04,1,0
5972,970.180,36.67,0.663,0.702,0.04,1,0
5997,970.190,36.67,0.579,0.691,0.01,1,0
6022,970.160,36.67,0.838,0.706,0.04,1,0
6047,970.180,36.67,0.663,0.702,0.03,1,0
6072,970.150,36.67,0.922,0.724,0.07,1,0
6097,970.170,36.67,0.750,0.728,0.07,1,0
6122,970.190,36.67,0.579,0.716,0.05,1,0
6147,970.200,36.68,0.491,0.696,0.02,1,0
6172,970.230,36.68,0.233,0.655,-0.05,1,0
6197,970.180,36.68,0.663,0.654,-0.05,1,0
6222,970.160,36.68,0.838,0.669,-0.03,1,0
6247,970.200,36.68,0.491,0.653,-0.05,1,0
6272,970.190,36.68,0.579,0.646,-0.06,1,0
6297,970.160,36.68,0.838,0.661,-0.03,1,0
6322,970.200,36.68,0.491,0.646,-0.05,1,0
6347,970.180,36.68,0.663,0.646,-0.05,1,0
6372,970.190,36.68,0.579,0.639,-0.06,1,0
6397,970.130,36.68,1.094,0.674,-0.01,1,0
6422,970.190,36.68,0.579,0.666,-0.02,1,0
6447,970.180,36.68,0.663,0.666,-0.02,1,0
6472,970.180,36.68,0.663,0.665,-0.02,1,0
6497,970.180,36.69,0.663,0.664,-0.02,1,0
6522,970.170,36.69,0.750,0.670,-0.01,1,0
6547,970.170,36.69,0.750,0.676,-0.01,1,0
6572,970.160,36.69,0.838,0.687,0.01,1,0
6597,970.160,36.69,0.838,0.698,0.02,1,0
6622,970.160,36.69,0.838,0.708,0.03,1,0
6647,970.200,36.69,0.491,0.694,0.01,1,0
6672,970.180,36.69,0.663,0.692,0.01,1,0
6697,970.170,36.69,0.750,0.696,0.02,1,0
6722,970.170,36.69,0.750,0.700,0.02,1,0
6747,970.170,36.70,0.750,0.704,0.02,1,0
6772,970.210,36.69,0.404,0.685,0.00,1,0
6797,970.170,36.69,0.750,0.690,0.01,1,0
6822,970.190,36.70,0.579,0.683,0.00,1,0
6847,970.200,36.70,0.491,0.671,-0.01,1,0
6872,970.170,36.70,0.750,0.676,-0.01,1,0
6897,970.170,36.70,0.750,0.680,-0.00,1,0
6922,970.150,36.70,0.922,0.694,0.01,1,0
6947,970.170,36.70,0.750,0.698,0.01,1,0
6972,970.180,36.70,0.663,0.696,0.01,1,0
6997,970.170,36.70,0.750,0.699,0.02,1,0
7022,970.190,36.70,0.579,0.693,0.01,1,0
7047,970.210,36.70,0.404,0.677,-0.00,1,0
7072,970.180,36.70,0.663,0.677,-0.01,1,0
7097,970.160,36.70,0.838,0.685,0.00,1,0
7122,970.170,36.70,0.750,0.689,0.00,1,0
7147,970.160,36.70,0.838,0.696,0.01,1,0
7172,970.160,36.71,0.838,0.704,0.02,1,0
7197,970.160,36.71,0.838,0.711,0.02,1,0
7222,970.210,36.71,0.404,0.696,0.01,1,0
7247,970.220,36.71,0.320,0.678,-0.00,1,0
7272,970.220,36.71,0.320,0.660,-0.02,1,0
7297,970.180,36.71,0.663,0.660,-0.02,1,0
7322,970.160,36.71,0.838,0.668,-0.01,1,0
