# altimeter jump log
# mode=BENCH sample_hz=40 osr=12 math_mode=1
# filter sigma_accel=0.050 sigma_meas=0.250 gate=2.00 inflate=500
# zones bounds=0.15,0.80,1.20,1.50,4.50 hyst_urgent=0.07 hyst_relax=0.07 dwell_urgent=300 dwell_relax=300
# qnh=1013.25 ground_p=969.617
# build=Aug  3 2026 00:03:27
t_ms,p_hpa,temp_c,alt_raw_m,alt_filt_m,vs_mps,zone,phase
3515,969.500,35.48,1.015,0.885,0.00,1,0
3540,969.500,35.53,1.015,0.929,0.03,1,0
3565,969.520,35.58,0.840,0.906,-0.01,1,0
3590,969.530,35.62,0.756,0.871,-0.11,1,0
3615,969.510,35.66,0.927,0.881,-0.06,1,0
3640,969.540,35.70,0.669,0.835,-0.26,1,0
3665,969.540,35.73,0.669,0.796,-0.42,1,0
3690,969.520,35.76,0.840,0.797,-0.36,1,0
3715,969.540,35.78,0.669,0.762,-0.48,1,0
3740,969.560,35.81,0.497,0.697,-0.73,1,0
3765,969.550,35.83,0.581,0.658,-0.82,1,0
3790,969.530,35.85,0.756,0.662,-0.72,1,0
3815,969.540,35.87,0.669,0.649,-0.70,1,0
3840,969.610,35.89,0.066,0.520,-1.13,1,0
3865,969.560,35.90,0.497,0.493,-1.12,1,0
3890,969.580,35.92,0.322,0.438,-1.21,1,0
3915,969.610,35.93,0.066,0.346,-1.42,1,0
3940,969.580,35.94,0.322,0.313,-1.41,1,0
3965,969.580,35.95,0.322,0.285,-1.39,1,0
3990,969.590,35.96,0.238,0.248,-1.39,1,0
4015,969.590,35.97,0.238,0.217,-1.38,1,0
4040,969.560,35.98,0.497,0.231,-1.26,1,0
4065,969.580,35.99,0.322,0.218,-1.21,1,0
4090,969.620,36.00,-0.021,0.157,-1.28,1,0
4115,969.630,36.00,-0.108,0.093,-1.36,1,0
4140,969.580,36.01,0.322,0.094,-1.28,1,0
4165,969.590,36.01,0.238,0.085,-1.23,1,0
4190,969.620,36.02,-0.021,0.045,-1.25,1,0
4215,969.630,36.03,-0.108,-0.001,-1.28,1,0
4240,969.610,36.03,0.066,-0.021,-1.26,1,0
4265,969.600,36.03,0.151,-0.029,-1.21,1,0
4290,969.620,36.04,-0.021,-0.055,-1.20,1,0
4315,969.610,36.04,0.066,-0.068,-1.17,1,0
4340,969.650,36.05,-0.280,-0.117,-1.21,1,0
4365,969.580,36.05,0.322,-0.098,-1.12,1,0
4390,969.580,36.05,0.322,-0.080,-1.05,1,0
4415,969.630,36.06,-0.108,-0.107,-1.05,1,0
4440,969.580,36.06,0.322,-0.089,-0.98,1,0
4465,969.630,36.06,-0.108,-0.113,-0.98,1,0
4490,969.620,36.07,-0.021,-0.126,-0.96,0,0
4515,969.650,36.07,-0.280,-0.162,-0.98,0,0
4540,969.630,36.07,-0.108,-0.180,-0.97,0,0
4565,969.640,36.07,-0.196,-0.203,-0.97,0,0
4590,969.600,36.08,0.151,-0.195,-0.93,0,0
4615,969.620,36.08,-0.021,-0.202,-0.90,0,0
4640,969.610,36.08,0.066,-0.200,-0.87,0,0
4665,969.610,36.08,0.066,-0.190,-0.83,0,0
4690,969.610,36.08,0.066,-0.167,-0.78,0,0
4715,969.630,36.09,-0.108,-0.170,-0.76,0,0
4740,969.600,36.09,0.151,-0.086,-0.64,0,0
4765,969.620,36.09,-0.021,-0.071,-0.60,0,0
4790,969.610,36.09,0.066,-0.018,-0.52,0,0
4815,969.620,36.09,-0.021,-0.026,-0.51,0,0
4840,969.610,36.09,0.066,0.010,-0.45,0,0
4865,969.610,36.09,0.066,0.030,-0.41,0,0
4890,969.630,36.09,-0.108,-0.032,-0.49,0,0
4915,969.580,36.09,0.322,0.118,-0.21,0,0
4940,969.610,36.10,0.066,0.093,-0.25,0,0
4965,969.650,36.10,-0.280,-0.034,-0.57,0,0
4990,969.600,36.10,0.151,0.009,-0.39,0,0
5015,969.610,36.10,0.066,0.017,-0.32,0,0
5040,969.610,36.10,0.066,0.023,-0.27,0,0
5065,969.660,36.10,-0.367,-0.072,-0.64,0,0
5090,969.600,36.10,0.151,-0.035,-0.41,0,0
5115,969.620,36.10,-0.021,-0.040,-0.39,0,0
5140,969.610,36.10,0.066,-0.025,-0.28,0,0
5165,969.620,36.10,-0.021,-0.030,-0.27,0,0
5190,969.610,36.10,0.066,-0.016,-0.19,0,0
5215,969.630,36.11,-0.108,-0.038,-0.26,0,0
5240,969.590,36.11,0.238,0.010,-0.06,0,0
5265,969.620,36.11,-0.021,0.003,-0.08,0,0
5290,969.640,36.11,-0.196,-0.035,-0.20,0,0
5315,969.640,36.11,-0.196,-0.067,-0.29,0,0
5340,969.590,36.11,0.238,-0.021,-0.12,0,0
5365,969.630,36.11,-0.108,-0.038,-0.16,0,0
5390,969.640,36.11,-0.196,-0.067,-0.23,0,0
5415,969.620,36.11,-0.021,-0.065,-0.21,0,0
5440,969.630,36.11,-0.108,-0.076,-0.23,0,0
5465,969.620,36.12,-0.021,-0.073,-0.20,0,0
5490,969.640,36.12,-0.196,-0.094,-0.24,0,0
5515,969.630,36.12,-0.108,-0.102,-0.25,0,0
5540,969.630,36.12,-0.108,-0.108,-0.25,0,0
5565,969.590,36.12,0.238,-0.068,-0.15,0,0
5590,969.610,36.12,0.066,-0.055,-0.11,0,0
5615,969.640,36.12,-0.196,-0.074,-0.15,0,0
5640,969.630,36.12,-0.108,-0.082,-0.15,0,0
5665,969.600,36.12,0.151,-0.058,-0.10,0,0
5690,969.650,36.12,-0.280,-0.085,-0.15,0,0
5715,969.660,36.13,-0.367,-0.120,-0.20,0,0
5740,969.630,36.13,-0.108,-0.123,-0.20,0,0
5765,969.630,36.13,-0.108,-0.126,-0.20,0,0
5790,969.650,36.13,-0.280,-0.146,-0.22,0,0
5815,969.650,36.13,-0.280,-0.164,-0.24,0,0
5840,969.640,36.13,-0.196,-0.173,-0.24,0,0
5865,969.610,36.13,0.066,-0.156,-0.21,0,0
5890,969.650,36.13,-0.280,-0.172,-0.23,0,0
5915,969.640,36.13,-0.196,-0.179,-0.23,0,0
5940,969.600,36.13,0.151,-0.155,-0.19,0,0
5965,969.620,36.13,-0.021,-0.148,-0.17,0,0
5990,969.640,36.14,-0.196,-0.156,-0.17,0,0
6015,969.620,36.14,-0.021,-0.148,-0.16,0,0
6040,969.660,36.14,-0.367,-0.170,-0.18,0,0
6065,969.630,36.14,-0.108,-0.169,-0.17,0,0
6090,969.630,36.14,-0.108,-0.168,-0.17,0,0
6115,969.620,36.14,-0.021,-0.161,-0.15,0,0
6140,969.630,36.14,-0.108,-0.160,-0.15,0,0
6165,969.610,36.14,0.066,-0.147,-0.13,0,0
6190,969.660,36.14,-0.367,-0.166,-0.15,0,0
6215,969.630,36.14,-0.108,-0.165,-0.14,0,0
6240,969.610,36.14,0.066,-0.152,-0.12,0,0
6265,969.670,36.14,-0.452,-0.176,-0.15,0,0
6290,969.630,36.14,-0.108,-0.175,-0.14,0,0
6315,969.650,36.14,-0.280,-0.185,-0.15,0,0
6340,969.650,36.15,-0.280,-0.195,-0.15,0,0
6365,969.650,36.15,-0.280,-0.204,-0.16,0,0
6390,969.640,36.15,-0.196,-0.207,-0.16,0,0
6415,969.660,36.15,-0.367,-0.221,-0.17,0,0
6440,969.650,36.15,-0.280,-0.229,-0.17,0,0
6465,969.620,36.15,-0.021,-0.220,-0.16,0,0
6490,969.640,36.15,-0.196,-0.222,-0.16,0,0
6515,969.650,36.15,-0.280,-0.229,-0.16,0,0
6540,969.630,36.16,-0.108,-0.226,-0.15,0,0
6565,969.640,36.15,-0.196,-0.228,-0.15,0,0
6590,969.630,36.15,-0.108,-0.225,-0.15,0,0
6615,969.640,36.15,-0.196,-0.227,-0.14,0,0
6640,969.610,36.16,0.066,-0.214,-0.13,0,0
6665,969.640,36.15,-0.196,-0.216,-0.13,0,0
6690,969.650,36.16,-0.280,-0.222,-0.13,0,0
6715,969.620,36.16,-0.021,-0.215,-0.12,0,0
6740,969.620,36.16,-0.021,-0.208,-0.11,0,0
