# altimeter jump log
# mode=BENCH sample_hz=40 osr=12 math_mode=1
# filter sigma_accel=0.050 sigma_meas=0.250 gate=2.00 inflate=500
# zones bounds=0.15,0.80,1.20,1.50,4.50 hyst_urgent=0.07 hyst_relax=0.07 dwell_urgent=300 dwell_relax=300
# qnh=1013.25 ground_p=975.565
# build=Aug  3 2026 01:30:25
t_ms,p_hpa,temp_c,alt_raw_m,alt_filt_m,vs_mps,zone,phase
5751,977.190,27.91,-13.938,-14.109,0.00,0,0
5776,977.200,27.97,-14.023,-14.080,0.02,0,0
5801,977.180,28.02,-13.851,-14.019,0.13,0,0
5826,977.190,28.06,-13.938,-13.998,0.18,0,0
5851,977.230,28.11,-14.279,-14.054,-0.05,0,0
5876,977.210,28.14,-14.110,-14.067,-0.10,0,0
5901,977.220,28.18,-14.195,-14.096,-0.23,0,0
5926,977.210,28.21,-14.110,-14.103,-0.23,0,0
5951,977.210,28.24,-14.110,-14.109,-0.24,0,0
5976,977.230,28.27,-14.279,-14.150,-0.40,0,0
6001,977.230,28.29,-14.279,-14.185,-0.51,0,0
6026,977.270,28.32,-14.623,-14.285,-0.88,0,0
6051,977.220,28.34,-14.195,-14.284,-0.79,0,0
6076,977.260,28.35,-14.538,-14.350,-0.96,0,0
6101,977.240,28.37,-14.366,-14.373,-0.96,0,0
6126,977.270,28.39,-14.623,-14.439,-1.10,0,0
6151,977.260,28.40,-14.538,-14.479,-1.15,0,0
6176,977.260,28.41,-14.538,-14.513,-1.16,0,0
6201,977.270,28.43,-14.623,-14.556,-1.20,0,0
6226,977.240,28.44,-14.366,-14.550,-1.10,0,0
6251,977.220,28.45,-14.195,-14.517,-0.93,0,0
6276,977.300,28.46,-14.879,-14.592,-1.07,0,0
6301,977.280,28.47,-14.710,-14.632,-1.10,0,0
6326,977.310,28.48,-14.966,-14.704,-1.21,0,0
6351,977.280,28.49,-14.710,-14.731,-1.20,0,0
6376,977.260,28.49,-14.538,-14.731,-1.14,0,0
6401,977.260,28.50,-14.538,-14.730,-1.07,0,0
6426,977.270,28.51,-14.623,-14.740,-1.04,0,0
6451,977.260,28.51,-14.538,-14.738,-0.98,0,0
6476,977.300,28.52,-14.879,-14.776,-1.01,0,0
6501,977.270,28.52,-14.623,-14.781,-0.97,0,0
6526,977.260,28.53,-14.538,-14.774,-0.91,0,0
6551,977.290,28.53,-14.794,-14.797,-0.91,0,0
6576,977.260,28.54,-14.538,-14.789,-0.86,0,0
6601,977.290,28.54,-14.794,-14.809,-0.86,0,0
6626,977.300,28.55,-14.879,-14.836,-0.86,0,0
6651,977.310,28.55,-14.966,-14.868,-0.88,0,0
6676,977.300,28.56,-14.879,-14.889,-0.88,0,0
6701,977.290,28.56,-14.794,-14.900,-0.86,0,0
6726,977.310,28.56,-14.966,-14.926,-0.87,0,0
6751,977.240,28.57,-14.366,-14.894,-0.79,0,0
6776,977.300,28.57,-14.879,-14.911,-0.79,0,0
6801,977.260,28.57,-14.538,-14.897,-0.74,0,0
6826,977.310,28.58,-14.966,-14.919,-0.75,0,0
6851,977.300,28.58,-14.879,-14.933,-0.74,0,0
6876,977.310,28.58,-14.966,-14.953,-0.74,0,0
6901,977.320,28.58,-15.051,-14.978,-0.75,0,0
6926,977.310,28.59,-14.966,-14.994,-0.75,0,0
6951,977.290,28.59,-14.794,-14.996,-0.73,0,0
6976,977.300,28.59,-14.879,-15.004,-0.71,0,0
7001,977.320,28.60,-15.051,-15.024,-0.72,0,0
7026,977.270,28.60,-14.623,-15.011,-0.68,0,0
7051,977.300,28.60,-14.879,-15.017,-0.67,0,0
7076,977.300,28.60,-14.879,-15.023,-0.66,0,0
7101,977.280,28.60,-14.710,-15.006,-0.62,0,0
7126,977.290,28.61,-14.794,-14.989,-0.59,0,0
7151,977.290,28.61,-14.794,-14.959,-0.54,0,0
7176,977.270,28.61,-14.623,-14.856,-0.42,0,0
7201,977.290,28.61,-14.794,-14.836,-0.39,0,0
7226,977.390,28.62,-15.653,-15.096,-0.64,0,0
7251,977.250,28.62,-14.451,-14.889,-0.42,0,0
7276,977.300,28.62,-14.879,-14.892,-0.41,0,0
7301,977.290,28.62,-14.794,-14.866,-0.37,0,0
7326,977.290,28.62,-14.794,-14.847,-0.34,0,0
7351,977.320,28.63,-15.051,-14.909,-0.40,0,0
7376,977.290,28.63,-14.794,-14.889,-0.36,0,0
7401,977.300,28.63,-14.879,-14.894,-0.36,0,0
7426,977.300,28.63,-14.879,-14.899,-0.35,0,0
7451,977.270,28.63,-14.623,-14.853,-0.26,0,0
7476,977.270,28.64,-14.623,-14.806,-0.16,0,0
7501,977.310,28.64,-14.966,-14.843,-0.23,0,0
7526,977.280,28.64,-14.710,-14.819,-0.17,0,0
7551,977.310,28.64,-14.966,-14.850,-0.22,0,0
7576,977.270,28.64,-14.623,-14.814,-0.13,0,0
7601,977.280,28.65,-14.710,-14.798,-0.08,0,0
7626,977.300,28.64,-14.879,-14.813,-0.12,0,0
7651,977.310,28.65,-14.966,-14.840,-0.18,0,0
7676,977.290,28.65,-14.794,-14.837,-0.16,0,0
7701,977.280,28.65,-14.710,-14.821,-0.11,0,0
7726,977.250,28.66,-14.451,-14.768,0.03,0,0
7751,977.300,28.66,-14.879,-14.784,-0.01,0,0
7776,977.290,28.66,-14.794,-14.785,-0.01,0,0
7801,977.280,28.66,-14.710,-14.775,0.01,0,0
7826,977.270,28.66,-14.623,-14.754,0.06,0,0
7851,977.310,28.66,-14.966,-14.781,-0.00,0,0
7876,977.320,28.67,-15.051,-14.816,-0.08,0,0
7901,977.310,28.67,-14.966,-14.836,-0.13,0,0
7926,977.320,28.67,-15.051,-14.866,-0.18,0,0
7951,977.280,28.67,-14.710,-14.851,-0.14,0,0
7976,977.270,28.67,-14.623,-14.827,-0.08,0,0
8001,977.290,28.67,-14.794,-14.825,-0.08,0,0
8026,977.290,28.68,-14.794,-14.823,-0.07,0,0
8051,977.330,28.68,-15.138,-14.860,-0.14,0,0
8076,977.260,28.68,-14.538,-14.828,-0.07,0,0
8101,977.290,28.68,-14.794,-14.826,-0.06,0,0
8126,977.280,28.68,-14.710,-14.815,-0.04,0,0
8151,977.280,28.68,-14.710,-14.805,-0.02,0,0
8176,977.280,28.68,-14.710,-14.796,-0.00,0,0
8201,977.300,28.69,-14.879,-14.804,-0.02,0,0
8226,977.270,28.69,-14.623,-14.787,0.01,0,0
8251,977.300,28.69,-14.879,-14.795,-0.00,0,0
8276,977.250,28.69,-14.451,-14.763,0.05,0,0
8301,977.250,28.69,-14.451,-14.733,0.09,0,0
8326,977.280,28.69,-14.710,-14.729,0.10,0,0
8351,977.270,28.70,-14.623,-14.717,0.11,0,0
8376,977.280,28.70,-14.710,-14.714,0.11,0,0
8401,977.310,28.70,-14.966,-14.733,0.08,0,0
8426,977.310,28.70,-14.966,-14.751,0.05,0,0
8451,977.280,28.70,-14.710,-14.746,0.06,0,0
8476,977.300,28.71,-14.879,-14.756,0.04,0,0
8501,977.300,28.71,-14.879,-14.765,0.03,0,0
8526,977.290,28.71,-14.794,-14.766,0.03,0,0
8551,977.310,28.71,-14.966,-14.781,0.01,0,0
8576,977.280,28.71,-14.710,-14.775,0.01,0,0
8601,977.290,28.71,-14.794,-14.777,0.01,0,0
8626,977.260,28.72,-14.538,-14.759,0.03,0,0
8651,977.270,28.72,-14.623,-14.748,0.04,0,0
8676,977.250,28.72,-14.451,-14.726,0.07,0,0
8701,977.260,28.72,-14.538,-14.712,0.08,0,0
8726,977.280,28.72,-14.710,-14.710,0.08,0,0
8751,977.300,28.73,-14.879,-14.719,0.07,0,0
8776,977.290,28.73,-14.794,-14.722,0.06,0,0
8801,977.260,28.73,-14.538,-14.709,0.08,0,0
8826,977.310,28.73,-14.966,-14.724,0.06,0,0
8851,977.260,28.73,-14.538,-14.711,0.07,0,0
8876,977.270,28.73,-14.623,-14.703,0.08,0,0
8901,977.260,28.73,-14.538,-14.691,0.09,0,0
8926,977.290,28.74,-14.794,-14.696,0.08,0,0
8951,977.300,28.74,-14.879,-14.705,0.07,0,0
8976,977.280,28.74,-14.710,-14.703,0.07,0,0
9001,977.290,28.74,-14.794,-14.707,0.06,0,0
9026,977.290,28.74,-14.794,-14.711,0.06,0,0
9051,977.260,28.74,-14.538,-14.699,0.07,0,0
9076,977.260,28.74,-14.538,-14.689,0.08,0,0
9101,977.290,28.74,-14.794,-14.693,0.07,0,0
9126,977.290,28.75,-14.794,-14.697,0.07,0,0
9151,977.290,28.75,-14.794,-14.700,0.06,0,0
9176,977.260,28.75,-14.538,-14.690,0.07,0,0
9201,977.250,28.75,-14.451,-14.676,0.08,0,0
9226,977.290,28.75,-14.794,-14.680,0.07,0,0
9251,977.280,28.75,-14.710,-14.680,0.07,0,0
9276,977.270,28.75,-14.623,-14.675,0.07,0,0
9301,977.230,28.75,-14.279,-14.654,0.09,0,0
9326,977.250,28.75,-14.451,-14.642,0.10,0,0
9351,977.300,28.76,-14.879,-14.651,0.09,0,0
9376,977.260,28.75,-14.538,-14.643,0.09,0,0
9401,977.270,28.76,-14.623,-14.640,0.09,0,0
9426,977.280,28.76,-14.710,-14.641,0.09,0,0
9451,977.260,28.76,-14.538,-14.634,0.09,0,0
9476,977.270,28.76,-14.623,-14.631,0.09,0,0
9501,977.240,28.76,-14.366,-14.617,0.10,0,0
9526,977.250,28.76,-14.451,-14.607,0.11,0,0
9551,977.280,28.76,-14.710,-14.609,0.11,0,0
9576,977.270,28.76,-14.623,-14.607,0.10,0,0
9601,977.230,28.76,-14.279,-14.590,0.11,0,0
9626,977.280,28.77,-14.710,-14.593,0.11,0,0
9651,977.250,28.76,-14.451,-14.584,0.11,0,0
9676,977.240,28.76,-14.366,-14.572,0.12,0,0
9701,977.270,28.77,-14.623,-14.571,0.12,0,0
9726,977.250,28.77,-14.451,-14.563,0.12,0,0
9751,977.270,28.77,-14.623,-14.563,0.12,0,0
9776,977.270,28.77,-14.623,-14.562,0.12,0,0
9801,977.260,28.77,-14.538,-14.559,0.12,0,0
9826,977.250,28.77,-14.451,-14.551,0.12,0,0
9851,977.290,28.77,-14.794,-14.558,0.12,0,0
9876,977.270,28.77,-14.623,-14.558,0.11,0,0
9901,977.250,28.77,-14.451,-14.551,0.12,0,0
9926,977.280,28.77,-14.710,-14.554,0.11,0,0
9951,977.270,28.77,-14.623,-14.554,0.11,0,0
9976,977.310,28.78,-14.966,-14.567,0.10,0,0
10001,977.270,28.78,-14.623,-14.567,0.10,0,0
10026,977.270,28.78,-14.623,-14.566,0.10,0,0
10051,977.290,28.78,-14.794,-14.572,0.10,0,0
10076,977.260,28.78,-14.538,-14.569,0.10,0,0
10101,977.310,28.78,-14.966,-14.581,0.09,0,0
10126,977.270,28.78,-14.623,-14.580,0.09,0,0
10151,977.250,28.78,-14.451,-14.573,0.09,0,0
10176,977.260,28.78,-14.538,-14.570,0.09,0,0
10201,977.260,28.78,-14.538,-14.567,0.09,0,0
10226,977.300,28.78,-14.879,-14.575,0.08,0,0
10251,977.280,28.78,-14.710,-14.578,0.08,0,0
10276,977.340,28.78,-15.222,-14.598,0.07,0,0
10301,977.280,28.78,-14.710,-14.600,0.07,0,0
10326,977.290,28.78,-14.794,-14.605,0.07,0,0
10351,977.260,28.79,-14.538,-14.601,0.07,0,0
10376,977.280,28.79,-14.710,-14.603,0.06,0,0
10401,977.280,28.79,-14.710,-14.605,0.06,0,0
10426,977.300,28.79,-14.879,-14.615,0.06,0,0
10451,977.300,28.79,-14.879,-14.629,0.05,0,0
10476,977.260,28.79,-14.538,-14.622,0.05,0,0
10501,977.280,28.79,-14.710,-14.627,0.05,0,0
10526,977.280,28.79,-14.710,-14.633,0.05,0,0
10551,977.280,28.79,-14.710,-14.639,0.04,0,0
10576,977.250,28.79,-14.451,-14.622,0.05,0,0
10601,977.260,28.79,-14.538,-14.614,0.05,0,0
10626,977.280,28.79,-14.710,-14.620,0.05,0,0
10651,977.290,28.79,-14.794,-14.631,0.04,0,0
10676,977.290,28.79,-14.794,-14.642,0.04,0,0
10701,977.260,28.79,-14.538,-14.634,0.04,0,0
10726,977.270,28.79,-14.623,-14.632,0.04,0,0
10751,977.290,28.79,-14.794,-14.641,0.04,0,0
10776,977.280,28.79,-14.710,-14.644,0.03,0,0
10801,977.260,28.79,-14.538,-14.637,0.04,0,0
10826,977.270,28.79,-14.623,-14.636,0.04,0,0
10851,977.260,28.79,-14.538,-14.630,0.04,0,0
10876,977.250,28.80,-14.451,-14.619,0.04,0,0
10901,977.280,28.80,-14.710,-14.623,0.04,0,0
10926,977.260,28.80,-14.538,-14.618,0.04,0,0
10951,977.260,28.80,-14.538,-14.613,0.05,0,0
10976,977.280,28.80,-14.710,-14.616,0.04,0,0
11001,977.260,28.80,-14.538,-14.612,0.05,0,0
11026,977.250,28.80,-14.451,-14.604,0.05,0,0
11051,977.280,28.80,-14.710,-14.607,0.05,0,0
11076,977.240,28.80,-14.366,-14.596,0.05,0,0
11101,977.280,28.80,-14.710,-14.599,0.05,0,0
11126,977.270,28.80,-14.623,-14.599,0.05,0,0
11151,977.270,28.80,-14.623,-14.599,0.05,0,0
11176,977.260,28.80,-14.538,-14.595,0.05,0,0
11201,977.280,28.80,-14.710,-14.598,0.05,0,0
11226,977.270,28.80,-14.623,-14.598,0.05,0,0
11251,977.250,28.80,-14.451,-14.592,0.05,0,0
11276,977.260,28.80,-14.538,-14.588,0.05,0,0
11301,977.280,28.80,-14.710,-14.592,0.05,0,0
11326,977.230,28.80,-14.279,-14.579,0.05,0,0
11351,977.280,28.80,-14.710,-14.583,0.05,0,0
11376,977.260,28.80,-14.538,-14.580,0.05,0,0
