# altimeter jump log
# mode=BENCH sample_hz=40 osr=12 math_mode=1
# filter sigma_accel=0.050 sigma_meas=0.250 gate=2.00 inflate=500
# zones bounds=0.15,0.80,1.20,1.50,4.50 hyst_urgent=0.07 hyst_relax=0.07 dwell_urgent=300 dwell_relax=300
# qnh=1013.25 ground_p=969.735
# build=Aug  3 2026 00:15:55
t_ms,p_hpa,temp_c,alt_raw_m,alt_filt_m,vs_mps,zone,phase
3365,969.700,30.51,0.304,0.346,-0.00,1,0
3390,969.700,30.56,0.304,0.332,-0.01,1,0
3415,969.690,30.61,0.388,0.347,0.02,1,0
3440,969.690,30.66,0.388,0.357,0.04,1,0
3465,969.690,30.70,0.388,0.364,0.07,1,0
3490,969.730,30.73,0.045,0.299,-0.23,1,0
3515,969.720,30.76,0.132,0.260,-0.39,1,0
3540,969.750,30.80,-0.129,0.170,-0.78,1,0
3565,969.710,30.82,0.217,0.165,-0.71,1,0
3590,969.730,30.85,0.045,0.125,-0.81,1,0
3615,969.750,30.87,-0.129,0.056,-1.03,1,0
3640,969.740,30.89,-0.042,0.015,-1.09,1,0
3665,969.740,30.91,-0.042,-0.018,-1.12,1,0
3690,969.760,30.93,-0.214,-0.079,-1.24,1,0
3715,969.740,30.94,-0.042,-0.097,-1.19,1,0
3740,969.780,30.96,-0.386,-0.175,-1.36,1,0
3765,969.770,30.97,-0.301,-0.226,-1.42,1,0
3790,969.760,30.98,-0.214,-0.253,-1.39,1,0
3815,969.760,30.99,-0.214,-0.275,-1.35,1,0
3840,969.750,31.00,-0.129,-0.280,-1.27,1,0
3865,969.810,31.02,-0.645,-0.364,-1.41,1,0
3890,969.770,31.02,-0.301,-0.385,-1.37,1,0
3915,969.750,31.03,-0.129,-0.376,-1.27,0,0
3940,969.800,31.04,-0.560,-0.429,-1.32,0,0
3965,969.760,31.05,-0.214,-0.428,-1.24,0,0
3990,969.760,31.05,-0.214,-0.426,-1.16,0,0
4015,969.780,31.06,-0.386,-0.446,-1.14,0,0
4040,969.780,31.07,-0.386,-0.463,-1.12,0,0
4065,969.800,31.07,-0.560,-0.500,-1.14,0,0
4090,969.770,31.08,-0.301,-0.501,-1.09,0,0
4115,969.790,31.08,-0.473,-0.522,-1.07,0,0
