# altimeter jump log
# mode=BENCH sample_hz=40 osr=12 math_mode=1
# filter sigma_accel=0.050 sigma_meas=0.250 gate=2.00 inflate=500
# zones bounds=0.15,0.80,1.20,1.50,4.50 hyst_urgent=0.07 hyst_relax=0.07 dwell_urgent=300 dwell_relax=300
# qnh=1013.25 ground_p=975.565
# build=Aug  3 2026 01:30:25
t_ms,p_hpa,temp_c,alt_raw_m,alt_filt_m,vs_mps,zone,phase
3667,978.790,29.41,-27.644,-27.772,0.00,0,0
3692,978.770,29.46,-27.472,-27.671,0.08,0,0
3717,978.770,29.51,-27.472,-27.617,0.17,0,0
3742,978.780,29.56,-27.559,-27.600,0.21,0,0
3767,978.790,29.60,-27.644,-27.605,0.17,0,0
3792,978.770,29.64,-27.472,-27.574,0.29,0,0
3817,978.810,29.67,-27.816,-27.619,0.04,0,0
3842,978.810,29.70,-27.816,-27.659,-0.16,0,0
3867,978.810,29.73,-27.816,-27.696,-0.31,0,0
3892,978.840,29.75,-28.072,-27.781,-0.67,0,0
3917,978.810,29.78,-27.816,-27.802,-0.69,0,0
3942,978.810,29.80,-27.816,-27.818,-0.69,0,0
3967,978.830,29.81,-27.987,-27.866,-0.81,0,0
3992,978.830,29.83,-27.987,-27.906,-0.89,0,0
4017,978.860,29.85,-28.244,-27.989,-1.11,0,0
4042,978.870,29.86,-28.328,-28.075,-1.31,0,0
4067,978.860,29.88,-28.244,-28.132,-1.39,0,0
4092,978.850,29.89,-28.157,-28.165,-1.38,0,0
4117,978.860,29.90,-28.244,-28.207,-1.41,0,0
4142,978.850,29.91,-28.157,-28.228,-1.37,0,0
4167,978.860,29.92,-28.244,-28.260,-1.36,0,0
4192,978.860,29.93,-28.244,-28.286,-1.34,0,0
4217,978.890,29.93,-28.500,-28.346,-1.40,0,0
4242,978.900,29.94,-28.585,-28.411,-1.48,0,0
4267,978.880,29.95,-28.415,-28.443,-1.47,0,0
4292,978.850,29.96,-28.157,-28.436,-1.37,0,0
4317,978.880,29.96,-28.415,-28.463,-1.35,0,0
4342,978.880,29.97,-28.415,-28.486,-1.33,0,0
4367,978.890,29.97,-28.500,-28.517,-1.33,0,0
4392,978.860,29.98,-28.244,-28.514,-1.25,0,0
4417,978.890,29.98,-28.500,-28.540,-1.24,0,0
4442,978.900,29.99,-28.585,-28.572,-1.25,0,0
4467,978.890,29.99,-28.500,-28.592,-1.23,0,0
4492,978.860,29.99,-28.244,-28.582,-1.16,0,0
4517,978.900,30.00,-28.585,-28.608,-1.15,0,0
4542,978.870,30.00,-28.328,-28.605,-1.10,0,0
4567,978.900,30.01,-28.585,-28.628,-1.09,0,0
4592,978.870,30.01,-28.328,-28.623,-1.04,0,0
4617,978.920,30.01,-28.756,-28.659,-1.06,0,0
4642,978.910,30.02,-28.672,-28.685,-1.06,0,0
4667,978.890,30.02,-28.500,-28.692,-1.03,0,0
4692,978.890,30.02,-28.500,-28.698,-1.00,0,0
4717,978.870,30.02,-28.328,-28.689,-0.95,0,0
4742,978.890,30.02,-28.500,-28.693,-0.93,0,0
4767,978.900,30.03,-28.585,-28.703,-0.91,0,0
4792,978.900,30.03,-28.585,-28.709,-0.89,0,0
4817,978.870,30.03,-28.328,-28.662,-0.80,0,0
4842,978.900,30.03,-28.585,-28.659,-0.77,0,0
4867,978.890,30.04,-28.500,-28.623,-0.70,0,0
4892,978.880,30.04,-28.415,-28.551,-0.60,0,0
4917,978.880,30.04,-28.415,-28.496,-0.51,0,0
4942,978.860,30.04,-28.244,-28.366,-0.34,0,0
4967,978.890,30.04,-28.500,-28.440,-0.42,0,0
4992,978.870,30.05,-28.328,-28.387,-0.33,0,0
5017,978.850,30.05,-28.157,-28.265,-0.10,0,0
5042,978.890,30.05,-28.500,-28.380,-0.36,0,0
5067,978.910,30.05,-28.672,-28.491,-0.68,0,0
5092,978.900,30.05,-28.585,-28.531,-0.77,0,0
5117,978.870,30.05,-28.328,-28.490,-0.49,0,0
5142,978.890,30.06,-28.500,-28.501,-0.49,0,0
5167,978.880,30.06,-28.415,-28.489,-0.36,0,0
5192,978.870,30.06,-28.328,-28.455,-0.14,0,0
5217,978.880,30.06,-28.415,-28.448,-0.09,0,0
5242,978.920,30.06,-28.756,-28.524,-0.44,0,0
5267,978.910,30.06,-28.672,-28.566,-0.59,0,0
5292,978.920,30.06,-28.756,-28.620,-0.76,0,0
5317,978.920,30.06,-28.756,-28.665,-0.86,0,0
5342,978.870,30.07,-28.328,-28.611,-0.57,0,0
5367,978.890,30.07,-28.500,-28.600,-0.47,0,0
5392,978.920,30.07,-28.756,-28.640,-0.57,0,0
5417,978.890,30.07,-28.500,-28.625,-0.48,0,0
5442,978.870,30.07,-28.328,-28.581,-0.30,0,0
5467,978.920,30.07,-28.756,-28.618,-0.39,0,0
5492,978.890,30.07,-28.500,-28.606,-0.32,0,0
5517,978.850,30.07,-28.157,-28.539,-0.11,0,0
5542,978.920,30.08,-28.756,-28.576,-0.20,0,0
5567,978.920,30.08,-28.756,-28.608,-0.27,0,0
5592,978.890,30.08,-28.500,-28.598,-0.23,0,0
5617,978.880,30.08,-28.415,-28.577,-0.17,0,0
5642,978.860,30.08,-28.244,-28.534,-0.06,0,0
5667,978.890,30.08,-28.500,-28.531,-0.05,0,0
5692,978.890,30.08,-28.500,-28.528,-0.04,0,0
5717,978.900,30.08,-28.585,-28.536,-0.06,0,0
5742,978.890,30.08,-28.500,-28.533,-0.05,0,0
5767,978.880,30.08,-28.415,-28.520,-0.02,0,0
5792,978.910,30.09,-28.672,-28.538,-0.05,0,0
5817,978.870,30.09,-28.328,-28.516,-0.01,0,0
5842,978.920,30.09,-28.756,-28.542,-0.06,0,0
5867,978.860,30.09,-28.244,-28.512,-0.00,0,0
5892,978.900,30.09,-28.585,-28.519,-0.01,0,0
5917,978.830,30.09,-27.987,-28.465,0.07,0,0
5942,978.900,30.09,-28.585,-28.476,0.06,0,0
5967,978.900,30.09,-28.585,-28.485,0.04,0,0
5992,978.910,30.09,-28.672,-28.502,0.01,0,0
6017,978.850,30.09,-28.157,-28.470,0.06,0,0
6042,978.880,30.10,-28.415,-28.463,0.07,0,0
6067,978.890,30.09,-28.500,-28.465,0.06,0,0
6092,978.880,30.09,-28.415,-28.459,0.07,0,0
6117,978.890,30.09,-28.500,-28.461,0.06,0,0
6142,978.890,30.10,-28.500,-28.463,0.06,0,0
6167,978.890,30.10,-28.500,-28.465,0.05,0,0
6192,978.870,30.10,-28.328,-28.453,0.07,0,0
6217,978.890,30.10,-28.500,-28.455,0.06,0,0
6242,978.890,30.10,-28.500,-28.457,0.06,0,0
6267,978.870,30.10,-28.328,-28.446,0.07,0,0
6292,978.890,30.10,-28.500,-28.448,0.06,0,0
6317,978.880,30.11,-28.415,-28.444,0.07,0,0
6342,978.890,30.11,-28.500,-28.447,0.06,0,0
6367,978.890,30.11,-28.500,-28.449,0.06,0,0
6392,978.860,30.11,-28.244,-28.434,0.07,0,0
6417,978.880,30.11,-28.415,-28.431,0.07,0,0
6442,978.880,30.11,-28.415,-28.428,0.08,0,0
6467,978.880,30.11,-28.415,-28.425,0.08,0,0
6492,978.860,30.11,-28.244,-28.412,0.09,0,0
6517,978.920,30.11,-28.756,-28.432,0.07,0,0
6542,978.890,30.11,-28.500,-28.434,0.06,0,0
6567,978.900,30.11,-28.585,-28.442,0.05,0,0
6592,978.880,30.11,-28.415,-28.439,0.05,0,0
6617,978.900,30.11,-28.585,-28.447,0.05,0,0
6642,978.910,30.12,-28.672,-28.459,0.03,0,0
6667,978.900,30.12,-28.585,-28.465,0.03,0,0
6692,978.900,30.12,-28.585,-28.472,0.02,0,0
