# altimeter jump log
# mode=FLIGHT sample_hz=40 osr=12 math_mode=1
# filter sigma_accel=3.000 sigma_meas=0.600 gate=2.00 inflate=500
# zones bounds=-1000000000.00,800.00,1200.00,1500.00,4500.00 hyst_urgent=0.00 hyst_relax=8.00 dwell_urgent=50 dwell_relax=400
# qnh=1013.25 ground_p=996.155
# started=2026-08-12 07:03:36
# version=0.10.0 build=Aug 14 2026 22:10:41
t_ms,p_hpa,temp_c,alt_raw_m,alt_filt_m,vs_mps,zone,phase,ground_p
665699,988.340,23.83,66.169,64.767,4.57,1,2,996.155
665724,988.340,23.83,66.169,65.399,5.74,1,2,996.155
665749,988.490,23.83,64.895,65.284,5.12,1,2,996.155
665774,988.580,23.83,64.129,65.014,4.06,1,2,996.155
665799,988.520,23.83,64.639,64.991,3.69,1,2,996.155
665824,988.310,23.84,66.423,65.396,4.67,1,2,996.155
665849,988.260,23.84,66.848,65.921,6.02,1,2,996.155
665874,988.530,23.84,64.555,65.669,4.62,1,2,996.155
665899,988.570,23.84,64.216,65.407,3.28,1,2,996.155
665924,988.380,23.84,65.828,65.566,3.55,1,2,996.155
665949,988.130,23.84,67.953,66.145,5.35,1,2,996.155
665974,988.110,23.84,68.122,66.915,7.67,1,2,996.155
665999,988.360,23.84,66.000,66.748,6.37,1,2,996.155
666024,988.410,23.84,65.574,66.535,5.01,1,2,996.155
666049,988.170,23.84,67.614,66.902,5.88,1,2,996.155
666074,988.150,23.84,67.783,67.229,6.53,1,2,996.155
666099,988.140,23.84,67.868,67.517,6.98,1,2,996.155
666124,988.210,23.85,67.273,67.590,6.63,1,2,996.155
666149,988.180,23.85,67.527,67.703,6.45,1,2,996.155
666174,988.010,23.85,68.972,68.127,7.35,1,2,996.155
666199,987.990,23.85,69.142,68.560,8.19,1,2,996.155
666224,988.110,23.85,68.122,68.595,7.61,1,2,996.155
666249,988.200,23.85,67.358,68.441,6.50,1,2,996.155
666274,988.130,23.85,67.953,68.460,6.05,1,2,996.155
666299,988.040,23.85,68.716,68.634,6.11,1,2,996.155
666324,988.040,23.85,68.716,68.772,6.07,1,2,996.155
666349,988.110,23.85,68.122,68.775,5.63,1,2,996.155
666374,988.290,23.85,66.594,68.509,4.42,1,2,996.155
666399,988.210,23.85,67.273,68.392,3.76,1,2,996.155
666424,988.130,23.85,67.953,68.399,3.52,1,2,996.155
666449,988.090,23.85,68.293,68.455,3.44,1,2,996.155
666474,988.240,23.85,67.017,68.203,2.54,1,2,996.155
666499,988.280,23.85,66.679,67.640,0.91,1,2,996.155
666524,988.180,23.86,67.527,67.592,0.73,1,2,996.155
666549,988.120,23.85,68.037,67.836,1.32,1,2,996.155
666574,988.180,23.86,67.527,67.684,0.80,1,2,996.155
666599,988.170,23.86,67.614,67.656,0.65,1,2,996.155
666624,988.250,23.86,66.933,67.243,-1.00,1,2,996.155
666649,988.040,23.86,68.716,67.852,2.08,1,2,996.155
666674,987.990,23.86,69.142,68.345,4.62,1,2,996.155
666699,988.000,23.86,69.057,68.658,5.84,1,2,996.155
666724,988.100,23.86,68.209,68.617,4.67,1,2,996.155
666749,988.050,23.86,68.632,68.705,4.48,1,2,996.155
666774,987.980,23.86,69.229,68.934,5.19,1,2,996.155
666799,987.910,23.86,69.823,69.278,6.38,1,2,996.155
666824,987.980,23.86,69.229,69.383,6.08,1,2,996.155
666849,988.080,23.86,68.378,69.235,4.61,1,2,996.155
666874,987.910,23.86,69.823,69.466,5.15,1,2,996.155
666899,987.930,23.86,69.652,69.608,5.21,1,2,996.155
666924,988.030,23.86,68.803,69.528,4.34,1,2,996.155
666949,988.210,23.87,67.273,68.983,1.82,1,2,996.155
666974,988.150,23.87,67.783,68.518,-0.06,1,2,996.155
666999,987.940,23.87,69.567,68.907,1.32,1,2,996.155
667024,987.770,23.87,71.012,69.578,3.50,1,2,996.155
667049,988.020,23.87,68.888,69.456,2.81,1,2,996.155
667074,988.040,23.87,68.716,69.334,2.17,1,2,996.155
667099,987.870,23.87,70.162,69.558,2.72,1,2,996.155
667124,987.680,23.87,71.776,70.066,4.11,1,2,996.155
667149,987.700,23.87,71.607,70.447,4.96,1,2,996.155
667174,987.840,23.87,70.415,70.541,4.88,1,2,996.155
667199,987.900,23.87,69.905,70.532,4.49,1,2,996.155
667224,987.770,23.87,71.012,70.706,4.66,1,2,996.155
667249,987.640,23.87,72.117,71.033,5.25,1,2,996.155
667274,987.700,23.87,71.607,71.232,5.44,1,2,996.155
667299,987.890,23.87,69.992,71.159,4.89,1,2,996.155
667324,987.890,23.87,69.992,71.092,4.40,1,2,996.155
667349,987.770,23.87,71.012,71.174,4.33,1,2,996.155
667374,987.800,23.88,70.756,71.210,4.15,1,2,996.155
667399,987.910,23.88,69.823,71.111,3.68,1,2,996.155
667424,988.010,23.88,68.972,70.784,2.71,1,2,996.155
667449,987.850,23.88,70.331,70.714,2.41,1,2,996.155
667474,987.690,23.88,71.691,70.983,2.87,1,2,996.155
667499,987.710,23.88,71.520,71.149,3.07,1,2,996.155
667524,987.930,23.88,69.652,70.841,2.24,1,2,996.155
667549,987.940,23.88,69.567,70.400,1.18,1,2,996.155
667574,987.690,23.88,71.691,70.842,2.07,1,2,996.155
667599,987.660,23.88,71.945,71.175,2.69,1,2,996.155
667624,987.700,23.88,71.607,71.327,2.87,1,2,996.155
667649,987.830,23.88,70.502,71.214,2.45,1,2,996.155
667674,987.890,23.88,69.992,70.990,1.79,1,2,996.155
667699,987.580,23.88,72.627,71.354,2.55,1,2,996.155
667724,987.460,23.88,73.647,71.829,3.54,1,2,996.155
667749,987.580,23.88,72.627,72.039,3.84,1,2,996.155
667774,987.730,23.88,71.351,72.008,3.53,1,2,996.155
667799,987.720,23.89,71.438,71.993,3.27,1,2,996.155
667824,987.390,23.88,74.241,72.399,4.08,1,2,996.155
667849,987.390,23.88,74.241,72.754,4.70,1,2,996.155
667874,987.580,23.88,72.627,72.839,4.62,1,2,996.155
667899,987.660,23.88,71.945,72.815,4.28,1,2,996.155
667924,987.570,23.88,72.711,72.893,4.21,1,2,996.155
667949,987.440,23.89,73.816,73.105,4.47,1,2,996.155
667974,987.460,23.89,73.647,73.274,4.60,1,2,996.155
667999,987.580,23.89,72.627,73.292,4.38,1,2,996.155
668024,987.650,23.89,72.032,73.231,4.00,1,2,996.155
668049,987.650,23.89,72.032,73.172,3.65,1,2,996.155
668074,987.440,23.89,73.816,73.330,3.79,1,2,996.155
668099,987.410,23.89,74.072,73.500,3.95,1,2,996.155
668124,987.500,23.89,73.306,73.567,3.88,1,2,996.155
668149,987.680,23.89,71.776,73.449,3.44,1,2,996.155
668174,987.400,23.89,74.157,73.605,3.58,1,2,996.155
668199,987.340,23.89,74.667,73.800,3.79,1,2,996.155
668224,987.370,23.89,74.410,73.950,3.90,1,2,996.155
668249,987.440,23.89,73.816,74.025,3.85,1,2,996.155
668274,987.500,23.89,73.306,74.036,3.69,1,2,996.155
668299,987.360,23.89,74.495,74.166,3.76,1,2,996.155
668324,987.210,23.89,75.771,74.412,4.04,1,2,996.155
668349,987.270,23.90,75.261,74.587,4.18,1,2,996.155
668374,987.440,23.89,73.816,74.605,4.02,1,2,996.155
668399,987.270,23.89,75.261,74.762,4.12,1,2,996.155
668424,987.160,23.90,76.197,74.992,4.34,1,2,996.155
668449,987.090,23.90,76.791,75.279,4.65,1,2,996.155
668474,987.150,23.89,76.281,75.532,4.88,1,2,996.155
668499,987.270,23.90,75.261,75.588,4.77,1,2,996.155
668524,987.120,23.90,76.537,75.888,5.07,1,2,996.155
668549,986.920,23.90,78.236,76.946,6.63,1,2,996.155
668574,986.990,23.90,77.642,77.429,7.17,1,2,996.155
668599,987.170,23.90,76.112,76.807,5.69,1,2,996.155
668624,987.170,23.90,76.112,76.620,4.99,1,2,996.155
668649,987.050,23.90,77.132,76.878,5.32,1,2,996.155
668674,986.970,23.90,77.811,77.314,6.22,1,2,996.155
668699,986.950,23.90,77.983,77.695,6.98,1,2,996.155
668724,987.010,23.90,77.473,77.706,6.33,1,2,996.155
668749,987.090,23.90,76.791,77.503,4.67,1,2,996.155
668774,987.030,23.90,77.301,77.524,4.19,1,2,996.155
668799,986.820,23.90,79.087,78.058,6.42,1,2,996.155
668824,986.980,23.90,77.726,78.080,5.71,1,2,996.155
668849,987.020,23.90,77.386,78.003,4.57,1,2,996.155
668874,986.980,23.90,77.726,78.018,4.07,1,2,996.155
668899,986.840,23.90,78.918,78.315,5.01,1,2,996.155
668924,986.700,23.90,80.107,78.864,6.95,1,2,996.155
668949,986.830,23.90,79.003,79.028,6.91,1,2,996.155
668974,986.920,23.91,78.236,78.979,6.00,1,2,996.155
668999,986.800,23.90,79.259,79.161,6.11,1,2,996.155
669024,986.720,23.91,79.938,79.442,6.60,1,2,996.155
669049,986.650,23.90,80.533,79.801,7.28,1,2,996.155
669074,986.780,23.90,79.428,79.872,6.91,1,2,996.155
669099,986.730,23.91,79.854,80.006,6.79,1,2,996.155
669124,986.740,23.91,79.769,80.103,6.56,1,2,996.155
669149,986.710,23.90,80.023,80.227,6.43,1,2,996.155
669174,986.700,23.91,80.107,80.339,6.30,1,2,996.155
669199,986.600,23.91,80.958,80.573,6.51,1,2,996.155
669224,986.690,23.91,80.192,80.649,6.28,1,2,996.155
669249,986.660,23.91,80.448,80.751,6.14,1,2,996.155
669274,986.590,23.91,81.043,80.928,6.19,1,2,996.155
669299,986.770,23.91,79.513,80.860,5.66,1,2,996.155
669324,986.760,23.91,79.597,80.807,5.21,1,2,996.155
669349,986.690,23.91,80.192,80.838,4.99,1,2,996.155
669374,986.620,23.91,80.789,80.939,4.94,1,2,996.155
669399,986.600,23.91,80.958,81.050,4.91,1,2,996.155
669424,986.680,23.91,80.279,81.062,4.68,1,2,996.155
669449,986.720,23.91,79.938,80.982,4.28,1,2,996.155
669474,986.660,23.91,80.448,80.944,4.00,1,2,996.155
669499,986.740,23.91,79.769,80.568,3.07,1,2,996.155
669524,986.690,23.91,80.192,80.413,2.62,1,2,996.155
669549,986.730,23.91,79.854,80.096,1.86,1,2,996.155
669574,986.720,23.91,79.938,80.010,1.58,1,2,996.155
669599,986.740,23.91,79.769,79.864,1.08,1,2,996.155
669624,986.650,23.91,80.533,80.276,2.58,1,2,996.155
669649,986.670,23.91,80.364,80.353,2.66,1,2,996.155
669674,986.690,23.92,80.192,80.288,1.62,1,2,996.155
669699,986.750,23.91,79.682,79.913,-2.26,1,2,996.155
669724,986.710,23.92,80.023,79.963,-1.15,1,2,996.155
669749,986.620,23.91,80.789,80.391,3.90,1,2,996.155
669774,986.660,23.92,80.448,80.469,3.69,1,2,996.155
669799,986.780,23.92,79.428,79.947,-2.22,1,2,996.155
669824,986.700,23.92,80.107,80.002,-1.25,1,2,996.155
669849,986.630,23.92,80.704,80.292,1.37,1,2,996.155
669874,986.570,23.92,81.214,80.675,3.99,1,2,996.155
669899,986.630,23.92,80.704,80.749,3.82,1,2,996.155
669924,986.680,23.92,80.279,80.656,2.61,1,2,996.155
669949,986.660,23.92,80.448,80.635,2.11,1,2,996.155
669974,986.610,23.92,80.873,80.742,2.41,1,2,996.155
669999,986.620,23.92,80.789,80.798,2.39,1,2,996.155
670024,986.600,23.92,80.958,80.885,2.51,1,2,996.155
670049,986.590,23.92,81.043,80.971,2.61,1,2,996.155
670074,986.610,23.92,80.873,80.998,2.46,1,2,996.155
670099,986.560,23.92,81.299,81.112,2.66,1,2,996.155
670124,986.580,23.92,81.130,81.168,2.62,1,2,996.155
670149,986.620,23.92,80.789,81.145,2.31,1,2,996.155
670174,986.620,23.92,80.789,81.123,2.06,1,2,996.155
670199,986.580,23.92,81.130,81.166,2.03,1,2,996.155
670224,986.400,23.92,82.660,81.471,2.79,1,2,996.155
670249,986.510,23.92,81.724,81.573,2.87,1,2,996.155
670274,986.500,23.92,81.809,81.671,2.95,1,2,996.155
670299,986.400,23.92,82.660,81.889,3.32,1,2,996.155
670324,986.340,23.92,83.170,82.152,3.78,1,2,996.155
670349,986.270,23.92,83.767,82.469,4.32,1,2,996.155
670374,986.270,23.92,83.767,82.778,4.80,1,2,996.155
670399,986.460,23.92,82.150,82.781,4.52,1,2,996.155
670424,986.320,23.93,83.341,82.961,4.67,1,2,996.155
670449,986.220,23.93,84.192,83.289,5.13,1,2,996.155
670474,986.050,23.92,85.638,84.261,6.90,1,2,996.155
670499,986.180,23.93,84.530,84.485,7.01,1,2,996.155
670524,986.300,23.93,83.511,84.106,5.84,1,2,996.155
670549,986.230,23.93,84.108,84.190,5.71,1,2,996.155
670574,986.080,23.93,85.381,84.826,6.89,1,2,996.155
670599,986.080,23.93,85.381,85.194,7.41,1,2,996.155
670624,986.230,23.93,84.108,84.906,5.89,1,2,996.155
670649,986.170,23.93,84.618,84.918,5.40,1,2,996.155
670674,986.240,23.93,84.020,84.772,4.23,1,2,996.155
670699,986.170,23.93,84.618,84.812,3.94,1,2,996.155
670724,986.160,23.93,84.702,84.861,3.72,1,2,996.155
670749,986.150,23.93,84.787,84.914,3.54,1,2,996.155
670774,986.200,23.93,84.361,84.859,2.88,1,2,996.155
670799,986.090,23.93,85.297,85.011,3.24,1,2,996.155
670824,986.040,23.93,85.722,85.228,3.81,1,2,996.155
670849,986.080,23.93,85.381,85.334,3.86,1,2,996.155
670874,986.100,23.93,85.212,85.387,3.69,1,2,996.155
670899,986.080,23.93,85.381,85.460,3.61,1,2,996.155
670924,985.920,23.93,86.745,85.777,4.42,1,2,996.155
670949,985.980,23.93,86.235,85.951,4.64,1,2,996.155
670974,986.030,23.93,85.807,86.022,4.49,1,2,996.155
670999,986.060,23.93,85.553,86.032,4.18,1,2,996.155
671024,986.030,23.93,85.807,86.083,4.01,1,2,996.155
671049,985.990,23.94,86.148,86.176,3.99,1,2,996.155
671074,986.040,23.93,85.722,86.188,3.76,1,2,996.155
671099,986.160,23.93,84.702,86.042,3.12,1,2,996.155
671124,986.120,23.94,85.043,85.959,2.71,1,2,996.155
671149,986.040,23.94,85.722,85.984,2.60,1,2,996.155
671174,986.020,23.94,85.894,86.027,2.55,1,2,996.155
671199,986.060,23.94,85.553,86.018,2.38,1,2,996.155
671224,986.180,23.94,84.530,85.819,1.80,1,2,996.155
671249,986.050,23.94,85.638,85.819,1.71,1,2,996.155
671274,985.940,23.94,86.573,85.991,1.98,1,2,996.155
671299,985.920,23.94,86.745,86.158,2.22,1,2,996.155
671324,986.040,23.94,85.722,86.137,2.07,1,2,996.155
671349,986.070,23.94,85.468,86.082,1.86,1,2,996.155
671374,985.950,23.94,86.488,86.178,1.96,1,2,996.155
671399,985.810,23.94,87.680,86.423,2.33,1,2,996.155
671424,985.850,23.94,87.339,86.591,2.54,1,2,996.155
671449,985.930,23.94,86.660,86.654,2.54,1,2,996.155
671474,986.040,23.94,85.722,86.599,2.32,1,2,996.155
671499,985.920,23.94,86.745,86.667,2.34,1,2,996.155
671524,985.780,23.94,87.936,86.863,2.59,1,2,996.155
671549,985.860,23.94,87.255,86.963,2.65,1,2,996.155
671574,986.020,23.94,85.894,86.907,2.44,1,2,996.155
671599,985.820,23.94,87.596,87.034,2.55,1,2,996.155
671624,985.640,23.94,89.128,87.307,2.91,1,2,996.155
671649,985.630,23.94,89.213,87.564,3.23,1,2,996.155
671674,985.790,23.94,87.852,87.665,3.27,1,2,996.155
671699,985.910,23.94,86.829,87.657,3.12,1,2,996.155
671724,985.690,23.94,88.703,87.827,3.27,1,2,996.155
671749,985.550,23.94,89.894,88.229,3.80,1,2,996.155
671774,985.700,23.94,88.615,88.396,3.92,1,2,996.155
671799,985.890,23.94,86.998,88.178,3.40,1,2,996.155
671824,985.870,23.94,87.170,88.059,3.06,1,2,996.155
671849,985.590,23.94,89.554,88.376,3.46,1,2,996.155
671874,985.460,23.94,90.661,89.069,4.50,1,2,996.155
671899,985.530,23.94,90.063,89.567,5.16,1,2,996.155
671924,985.750,23.94,88.190,89.127,4.13,1,2,996.155
671949,985.620,23.94,89.297,89.251,4.18,1,2,996.155
671974,985.490,23.95,90.404,89.759,5.02,1,2,996.155
671999,985.470,23.95,90.576,90.206,5.76,1,2,996.155
672024,985.640,23.95,89.128,89.910,4.59,1,2,996.155
672049,985.760,23.95,88.106,89.461,2.85,1,2,996.155
672074,985.550,23.95,89.894,89.625,3.17,1,2,996.155
672099,985.380,23.95,91.340,90.089,4.60,1,2,996.155
672124,985.460,23.95,90.661,90.310,5.01,1,2,996.155
672149,985.630,23.95,89.213,90.166,3.95,1,2,996.155
672174,985.640,23.95,89.128,90.026,2.98,1,2,996.155
672199,985.430,23.95,90.914,90.268,3.64,1,2,996.155
672224,985.340,23.95,91.681,90.621,4.67,1,2,996.155
672249,985.460,23.95,90.661,90.724,4.61,1,2,996.155
672274,985.720,23.95,88.446,90.384,2.95,1,2,996.155
672299,985.550,23.95,89.894,90.354,2.59,1,2,996.155
672324,985.240,23.95,92.534,90.800,3.88,1,2,996.155
672349,985.240,23.95,92.534,91.183,4.82,1,2,996.155
672374,985.560,23.95,89.807,91.050,4.01,1,2,996.155
672399,985.620,23.95,89.297,90.842,3.08,1,2,996.155
672424,985.180,23.95,93.044,91.261,4.08,1,2,996.155
672449,985.020,23.95,94.407,92.087,6.10,1,2,996.155
672474,985.270,23.95,92.278,92.249,6.13,1,2,996.155
672499,985.520,23.95,90.148,91.835,4.63,1,2,996.155
672524,985.480,23.95,90.489,91.624,3.80,1,2,996.155
672549,985.190,23.95,92.959,91.971,4.43,1,2,996.155
672574,985.180,23.95,93.044,92.260,4.87,1,2,996.155
672599,985.370,23.95,91.427,92.216,4.47,1,2,996.155
672624,985.480,23.95,90.489,92.026,3.75,1,2,996.155
672649,985.430,23.95,90.914,91.932,3.30,1,2,996.155
672674,985.160,23.95,93.216,92.194,3.72,1,2,996.155
672699,985.200,23.95,92.872,92.371,3.91,1,2,996.155
672724,985.410,23.96,91.086,92.277,3.48,1,2,996.155
672749,985.330,23.96,91.765,92.283,3.31,1,2,996.155
672774,984.980,23.95,94.748,92.677,3.97,1,2,996.155
672799,984.910,23.96,95.343,93.100,4.66,1,2,996.155
672824,985.020,23.96,94.407,93.406,5.06,1,2,996.155
672849,985.230,23.96,92.619,93.393,4.78,1,2,996.155
672874,985.220,23.96,92.703,93.399,4.54,1,2,996.155
672899,984.870,23.96,95.684,93.884,5.29,1,2,996.155
672924,984.830,23.96,96.025,94.682,6.59,1,2,996.155
672949,985.030,23.96,94.320,94.627,6.17,1,2,996.155
672974,985.260,23.96,92.362,94.022,4.64,1,2,996.155
672999,985.100,23.96,93.726,94.031,4.42,1,2,996.155
673024,984.730,23.96,96.875,94.975,6.19,1,2,996.155
673049,984.740,23.96,96.791,95.905,7.91,1,2,996.155
673074,984.990,23.96,94.661,95.510,6.50,1,2,996.155
673099,985.010,23.96,94.492,95.298,5.50,1,2,996.155
673124,984.770,23.96,96.537,95.744,6.41,1,2,996.155
673149,984.650,23.96,97.557,96.561,8.48,1,2,996.155
673174,984.710,23.96,97.047,96.905,8.94,1,2,996.155
673199,985.060,23.96,94.067,96.001,4.50,1,2,996.155
673224,984.980,23.96,94.748,95.687,2.65,1,2,996.155
673249,984.660,23.96,97.473,96.235,4.89,1,2,996.155
673274,984.680,23.96,97.303,96.609,6.07,1,2,996.155
673299,984.960,23.96,94.917,96.297,3.87,1,2,996.155
673324,985.080,23.96,93.895,95.791,1.01,1,2,996.155
673349,984.900,23.96,95.427,95.725,0.60,1,2,996.155
673374,984.600,23.96,97.985,96.247,2.84,1,2,996.155
673399,984.610,23.96,97.898,96.664,4.30,1,2,996.155
673424,984.880,23.96,95.599,96.523,3.29,1,2,996.155
673449,985.030,23.96,94.320,96.136,1.48,1,2,996.155
673474,984.740,23.96,96.791,96.295,1.93,1,2,996.155
673499,984.510,23.96,98.751,96.806,3.55,1,2,996.155
673524,984.550,23.96,98.411,97.177,4.49,1,2,996.155
673549,984.770,23.97,96.537,97.153,4.06,1,2,996.155
673574,984.800,23.96,96.281,97.088,3.54,1,2,996.155
673599,984.600,23.97,97.985,97.312,3.94,1,2,996.155
673624,984.440,23.97,99.349,97.724,4.83,1,2,996.155
673649,984.570,23.96,98.239,97.911,5.00,1,2,996.155
673674,984.610,23.97,97.898,98.012,4.94,1,2,996.155
673699,984.660,23.97,97.473,98.035,4.69,1,2,996.155
673724,984.500,23.97,98.836,98.251,4.94,1,2,996.155
673749,984.420,23.97,99.518,98.570,5.39,1,2,996.155
673774,984.580,23.97,98.154,98.615,5.19,1,2,996.155
673799,984.650,23.97,97.557,98.567,4.79,1,2,996.155
673824,984.620,23.97,97.813,98.560,4.52,1,2,996.155
673849,984.440,23.97,99.349,98.765,4.71,1,2,996.155
673874,984.360,23.97,100.030,99.035,5.03,1,2,996.155
673899,984.480,23.97,99.008,99.144,4.99,1,2,996.155
673924,984.570,23.97,98.239,99.138,4.74,1,2,996.155
673949,984.410,23.97,99.602,99.300,4.82,1,2,996.155
673974,984.450,23.97,99.261,99.401,4.78,1,2,996.155
673999,984.500,23.97,98.836,99.442,4.64,1,2,996.155
674024,984.630,23.97,97.729,99.356,4.26,1,2,996.155
674049,984.690,23.97,97.216,99.217,3.82,1,2,996.155
674074,984.540,23.97,98.495,99.218,3.65,1,2,996.155
674099,984.460,23.97,99.177,99.293,3.62,1,2,996.155
674124,984.550,23.97,98.411,99.225,3.35,1,2,996.155
674149,984.690,23.97,97.216,98.588,2.10,1,2,996.155
674174,984.590,23.97,98.070,98.330,1.57,1,2,996.155
674199,984.410,23.97,99.602,99.018,2.73,1,2,996.155
674224,984.220,23.97,101.222,99.869,4.26,1,2,996.155
674249,984.360,23.97,100.030,99.992,4.30,1,2,996.155
674274,984.540,23.97,98.495,99.661,3.23,1,2,996.155
674299,984.540,23.97,98.495,99.293,2.04,1,2,996.155
674324,984.450,23.97,99.261,99.310,1.94,1,2,996.155
674349,984.310,23.97,100.456,99.715,3.12,1,2,996.155
674374,984.390,23.98,99.774,99.787,3.10,1,2,996.155
674399,984.520,23.97,98.664,99.483,1.61,1,2,996.155
674424,984.390,23.97,99.774,99.600,1.92,1,2,996.155
674449,984.150,23.97,101.819,100.237,4.44,1,2,996.155
674474,984.240,23.97,101.053,100.525,5.21,1,2,996.155
674499,984.300,23.97,100.540,100.628,5.10,1,2,996.155
674524,984.370,23.98,99.943,100.569,4.31,1,2,996.155
674549,984.180,23.98,101.563,100.874,5.12,1,2,996.155
674574,984.130,23.98,101.988,101.208,5.96,1,2,996.155
674599,984.200,23.98,101.394,101.367,5.98,1,2,996.155
674624,984.310,23.98,100.456,101.305,5.20,1,2,996.155
674649,984.270,23.98,100.797,101.311,4.76,1,2,996.155
674674,984.280,23.98,100.709,101.296,4.30,1,2,996.155
674699,984.070,23.98,102.501,101.602,4.95,1,2,996.155
674724,984.320,23.98,100.371,101.490,4.21,1,2,996.155
674749,984.370,23.98,99.943,101.313,3.36,1,2,996.155
674774,984.300,23.98,100.540,101.225,2.86,1,2,996.155
674799,984.140,23.98,101.904,101.411,3.18,1,2,996.155
674824,984.060,23.98,102.585,101.686,3.71,1,2,996.155
674849,984.170,23.98,101.647,101.755,3.65,1,2,996.155
674874,984.260,23.98,100.881,101.691,3.26,1,2,996.155
674899,984.190,23.98,101.478,101.727,3.14,1,2,996.155
674924,984.050,23.98,102.673,101.937,3.45,1,2,996.155
674949,984.100,23.98,102.245,102.054,3.53,1,2,996.155
674974,984.190,23.98,101.478,102.050,3.32,1,2,996.155
674999,984.210,23.98,101.307,102.022,3.08,1,2,996.155
675024,984.140,23.98,101.904,102.074,3.02,1,2,996.155
675049,984.130,23.98,101.988,102.128,2.98,1,2,996.155
675074,984.170,23.98,101.647,102.136,2.84,1,2,996.155
675099,984.240,23.98,101.053,102.019,2.47,1,2,996.155
675124,984.150,23.98,101.819,102.028,2.36,1,2,996.155
675149,983.970,23.98,103.354,102.320,2.81,1,2,996.155
675174,983.890,23.98,104.033,102.667,3.34,1,2,996.155
675199,983.940,23.98,103.608,102.884,3.59,1,2,996.155
675224,984.010,23.98,103.011,102.979,3.60,1,2,996.155
675249,983.920,23.98,103.780,103.167,3.79,1,2,996.155
675274,983.880,23.98,104.121,103.377,3.99,1,2,996.155
675299,983.970,23.98,103.354,103.461,3.97,1,2,996.155
675324,983.960,23.98,103.439,103.545,3.94,1,2,996.155
675349,984.100,23.99,102.245,103.478,3.64,1,2,996.155
675374,984.020,23.98,102.926,103.497,3.51,1,2,996.155
675399,983.900,23.99,103.949,103.625,3.59,1,2,996.155
675424,983.870,23.98,104.205,103.769,3.68,1,2,996.155
675449,983.890,23.99,104.033,103.878,3.71,1,2,996.155
675474,983.970,23.98,103.354,103.907,3.60,1,2,996.155
675499,983.910,23.99,103.864,103.983,3.58,1,2,996.155
675524,983.880,23.99,104.121,104.077,3.58,1,2,996.155
