# altimeter jump log
# mode=FLIGHT sample_hz=40 osr=12 math_mode=1
# filter sigma_accel=3.000 sigma_meas=0.600 gate=2.00 inflate=500
# zones bounds=-1000000000.00,800.00,1200.00,1500.00,4500.00 hyst_urgent=0.00 hyst_relax=8.00 dwell_urgent=50 dwell_relax=400
# qnh=1013.25 ground_p=995.434
# started=2026-08-15 14:53:55
# version=0.10.0 build=Aug 14 2026 22:10:41
t_ms,p_hpa,temp_c,alt_raw_m,alt_filt_m,vs_mps,zone,phase,ground_p
502845,985.590,29.65,83.468,83.684,6.51,1,2,995.434
502870,985.760,29.65,82.020,83.128,6.58,1,2,995.434
502895,985.630,29.65,83.127,83.240,6.65,1,2,995.434
502920,985.380,29.65,85.254,84.210,6.77,1,2,995.434
502945,985.490,29.66,84.319,84.413,6.93,1,2,995.434
502970,985.640,29.66,83.043,84.049,7.05,1,2,995.434
502995,985.620,29.66,83.212,83.861,7.11,1,2,995.434
503020,985.580,29.66,83.553,83.832,7.16,1,2,995.434
503045,985.270,29.66,86.192,84.625,7.26,1,2,995.434
503070,985.360,29.66,85.426,84.997,7.38,1,2,995.434
503095,985.590,29.66,83.468,84.723,7.45,1,2,995.434
503120,985.490,29.66,84.319,84.728,7.49,1,2,995.434
503145,985.370,29.66,85.342,84.984,7.55,1,2,995.434
503170,985.180,29.66,86.959,85.581,7.65,1,2,995.434
503195,985.270,29.66,86.192,85.874,7.75,1,2,995.434
503220,985.340,29.66,85.595,85.973,7.82,1,2,995.434
503245,985.330,29.66,85.680,86.066,7.87,1,2,995.434
503270,985.090,29.66,87.725,86.553,7.96,1,2,995.434
503295,985.080,29.66,87.810,87.026,8.07,1,2,995.434
503320,985.170,29.66,87.043,87.212,8.18,1,2,995.434
503345,985.320,29.66,85.767,87.071,8.24,1,2,995.434
503370,985.220,29.66,86.618,87.139,8.30,1,2,995.434
503395,985.030,29.66,88.235,87.507,8.38,1,2,995.434
503420,985.060,29.66,87.981,87.759,8.48,1,2,995.434
503445,985.210,29.66,86.702,87.751,8.54,1,2,995.434
503470,985.270,29.67,86.192,87.658,8.57,1,2,995.434
503495,985.140,29.67,87.300,87.750,8.60,1,2,995.434
503520,985.060,29.66,87.981,87.932,8.64,1,2,995.434
503545,985.140,29.67,87.300,87.989,8.66,1,2,995.434
503570,985.300,29.67,85.936,87.814,8.64,1,2,995.434
503595,985.200,29.66,86.787,87.695,8.58,1,2,995.434
503620,984.950,29.67,88.917,88.043,8.54,1,2,995.434
503645,984.930,29.67,89.088,88.352,8.51,1,2,995.434
503670,985.110,29.67,87.553,88.342,8.45,1,2,995.434
503695,985.280,29.67,86.108,87.806,8.33,1,2,995.434
503720,985.110,29.67,87.553,87.765,8.20,1,2,995.434
503745,984.800,29.67,90.196,88.594,8.12,1,2,995.434
503770,984.930,29.67,89.088,88.822,8.04,1,2,995.434
503795,985.220,29.67,86.618,88.244,7.89,1,2,995.434
503820,985.040,29.67,88.150,88.281,7.72,1,2,995.434
503845,984.810,29.67,90.111,88.862,7.58,1,2,995.434
503870,984.740,29.67,90.706,89.397,7.48,1,2,995.434
503895,985.020,29.67,88.322,89.289,7.36,1,2,995.434
503920,985.200,29.67,86.787,88.738,7.18,1,2,995.434
503945,985.010,29.67,88.407,88.696,6.99,1,2,995.434
503970,984.700,29.67,91.046,89.385,6.84,1,2,995.434
503995,984.650,29.67,91.472,89.976,6.74,1,2,995.434
504020,984.880,29.68,89.514,90.002,6.62,1,2,995.434
504045,984.960,29.68,88.832,89.885,6.47,1,2,995.434
504070,984.800,29.68,90.196,90.048,6.32,1,2,995.434
504095,984.440,29.68,93.263,90.738,6.25,1,2,995.434
504120,984.580,29.68,92.069,91.118,6.20,1,2,995.434
504145,984.830,29.68,89.939,91.075,6.10,1,2,995.434
504170,984.790,29.68,90.280,91.089,5.97,1,2,995.434
504195,984.750,29.68,90.621,91.148,5.85,1,2,995.434
504220,984.510,29.68,92.666,91.516,5.80,1,2,995.434
504245,984.660,29.68,91.387,91.639,5.74,1,2,995.434
504270,984.850,29.68,89.770,91.499,5.63,1,2,995.434
504295,984.630,29.68,91.644,91.644,5.50,1,2,995.434
504320,984.460,29.68,93.092,91.975,5.47,1,2,995.434
504345,984.430,29.68,93.348,92.301,5.50,1,2,995.434
504370,984.720,29.68,90.877,92.255,5.51,1,2,995.434
504395,984.780,29.68,90.365,92.135,5.46,1,2,995.434
504420,984.370,29.68,93.858,92.480,5.42,1,2,995.434
504445,984.230,29.68,95.052,92.939,5.45,1,2,995.434
504470,984.370,29.68,93.858,93.200,5.49,1,2,995.434
504495,984.510,29.68,92.666,93.286,5.50,1,2,995.434
504520,984.530,29.68,92.494,93.340,5.48,1,2,995.434
504545,984.210,29.68,95.221,93.704,5.45,1,2,995.434
504570,984.240,29.68,94.968,93.999,5.48,1,2,995.434
504595,984.370,29.68,93.858,94.145,5.52,1,2,995.434
504620,984.470,29.68,93.007,94.175,5.53,1,2,995.434
504645,984.300,29.68,94.455,94.356,5.53,1,2,995.434
504670,984.150,29.69,95.734,94.657,5.54,1,2,995.434
504695,984.240,29.69,94.968,94.844,5.59,1,2,995.434
504720,984.460,29.69,93.092,94.825,5.63,1,2,995.434
504745,984.340,29.69,94.114,94.904,5.67,1,2,995.434
504770,984.060,29.69,96.500,95.209,5.71,1,2,995.434
504795,984.170,29.69,95.562,95.399,5.77,1,2,995.434
504820,984.290,29.69,94.540,95.473,5.86,1,2,995.434
504845,984.310,29.69,94.370,95.518,5.94,1,2,995.434
504870,984.120,29.69,95.990,95.709,6.01,1,2,995.434
504895,983.910,29.69,97.779,96.048,6.08,1,2,995.434
504920,984.130,29.69,95.903,96.187,6.17,1,2,995.434
504945,984.300,29.69,94.455,96.188,6.25,1,2,995.434
504970,984.150,29.69,95.734,96.295,6.33,1,2,995.434
504995,984.000,29.69,97.013,96.505,6.39,1,2,995.434
505020,984.050,29.69,96.587,96.658,6.45,1,2,995.434
505045,984.230,29.69,95.052,96.667,6.51,1,2,995.434
505070,984.190,29.69,95.393,96.679,6.55,1,2,995.434
505095,983.980,29.69,97.182,96.863,6.57,1,2,995.434
505120,983.880,29.69,98.035,97.112,6.58,1,2,995.434
505145,983.990,29.69,97.097,97.251,6.60,1,2,995.434
505170,984.060,29.69,96.500,97.322,6.63,1,2,995.434
505195,983.920,29.69,97.694,97.497,6.65,1,2,995.434
505220,983.730,29.69,99.314,97.796,6.64,1,2,995.434
505245,983.710,29.69,99.483,98.090,6.62,1,2,995.434
505270,984.000,29.69,97.013,98.144,6.63,1,2,995.434
505295,983.940,29.69,97.523,98.235,6.65,1,2,995.434
505320,983.740,29.69,99.230,98.465,6.62,1,2,995.434
505345,983.680,29.69,99.740,98.715,6.59,1,2,995.434
505370,983.720,29.70,99.399,98.922,6.59,1,2,995.434
505395,983.930,29.69,97.610,98.964,6.60,1,2,995.434
505420,983.810,29.69,98.633,99.082,6.59,1,2,995.434
505445,983.510,29.69,101.190,99.404,6.55,1,2,995.434
505470,983.490,29.69,101.359,99.711,6.51,1,2,995.434
505495,983.610,29.70,100.337,99.917,6.49,1,2,995.434
505520,983.700,29.69,99.571,100.050,6.51,1,2,995.434
505545,983.510,29.70,101.190,100.295,6.51,1,2,995.434
505570,983.340,29.70,102.638,100.775,6.52,1,2,995.434
505595,983.440,29.69,101.787,101.175,6.55,1,2,995.434
505620,983.610,29.70,100.337,101.078,6.58,1,2,995.434
505645,983.570,29.70,100.678,101.124,6.63,1,2,995.434
505670,983.430,29.70,101.872,101.429,6.67,1,2,995.434
505695,983.360,29.70,102.469,101.843,6.71,1,2,995.434
505720,983.420,29.70,101.957,102.015,6.75,1,2,995.434
505745,983.530,29.70,101.019,101.924,6.78,1,2,995.434
505770,983.410,29.70,102.044,102.087,6.81,1,2,995.434
505795,983.220,29.70,103.663,102.550,6.83,1,2,995.434
505820,983.340,29.70,102.638,102.725,6.86,1,2,995.434
505845,983.390,29.70,102.213,102.795,6.88,1,2,995.434
505870,983.430,29.70,101.872,102.803,6.91,1,2,995.434
505895,983.170,29.70,104.089,103.145,6.93,1,2,995.434
505920,983.100,29.70,104.686,103.530,6.95,1,2,995.434
505945,983.230,29.70,103.576,103.703,6.97,1,2,995.434
505970,983.320,29.70,102.810,103.746,7.01,1,2,995.434
505995,983.200,29.70,103.833,103.920,7.04,1,2,995.434
506020,983.150,29.70,104.261,104.122,7.08,1,2,995.434
506045,983.100,29.70,104.686,104.362,7.11,1,2,995.434
506070,983.250,29.70,103.407,104.404,7.14,1,2,995.434
506095,983.300,29.70,102.982,104.381,7.17,1,2,995.434
506120,983.110,29.70,104.602,104.558,7.20,1,2,995.434
506145,983.000,29.70,105.540,104.825,7.23,1,2,995.434
506170,982.990,29.70,105.624,105.075,7.26,1,2,995.434
506195,983.110,29.70,104.602,105.178,7.29,1,2,995.434
506220,983.060,29.70,105.027,105.312,7.32,1,2,995.434
506245,982.830,29.70,106.990,105.655,7.35,1,2,995.434
506270,982.770,29.70,107.503,106.024,7.39,1,2,995.434
506295,982.940,29.70,106.052,106.197,7.43,1,2,995.434
506320,982.980,29.71,105.711,106.311,7.47,1,2,995.434
506345,982.880,29.70,106.562,106.509,7.51,1,2,995.434
506370,982.580,29.70,109.123,106.999,7.55,1,2,995.434
506395,982.680,29.70,108.269,107.407,7.61,1,2,995.434
506420,982.880,29.70,106.562,107.434,7.67,1,2,995.434
506445,982.750,29.71,107.672,107.641,7.73,1,2,995.434
506470,982.670,29.70,108.356,107.924,7.78,1,2,995.434
506495,982.610,29.71,108.866,108.270,7.84,1,2,995.434
506520,982.610,29.71,108.866,108.572,7.90,1,2,995.434
506545,982.860,29.71,106.734,108.373,7.93,1,2,995.434
506570,982.770,29.71,107.503,108.372,7.94,1,2,995.434
506595,982.440,29.71,110.320,108.857,7.96,1,2,995.434
506620,982.380,29.71,110.829,109.412,8.00,1,2,995.434
506645,982.490,29.71,109.891,109.691,8.04,1,2,995.434
506670,982.560,29.71,109.294,109.789,8.08,1,2,995.434
506695,982.330,29.71,111.258,110.325,8.12,1,2,995.434
506720,982.130,29.71,112.964,111.709,8.24,1,2,995.434
506745,982.190,29.71,112.452,112.287,8.39,1,2,995.434
506770,982.470,29.71,110.063,111.437,8.47,1,2,995.434
506795,982.310,29.71,111.427,111.587,8.53,1,2,995.434
506820,981.950,29.71,114.502,113.190,8.68,1,2,995.434
506845,982.000,29.71,114.074,113.880,8.85,1,2,995.434
506870,982.180,29.71,112.536,113.371,8.97,1,2,995.434
506895,982.310,29.71,111.427,112.713,9.03,1,2,995.434
506920,982.100,29.71,113.221,112.964,9.08,1,2,995.434
506945,981.940,29.71,114.587,113.621,9.16,1,2,995.434
506970,981.970,29.71,114.331,114.019,9.24,1,2,995.434
506995,982.130,29.71,112.964,113.838,9.31,1,2,995.434
507020,982.110,29.71,113.136,113.739,9.35,1,2,995.434
507045,981.820,29.71,115.612,114.405,9.42,1,2,995.434
507070,981.750,29.71,116.209,115.192,9.52,1,2,995.434
507095,981.920,29.71,114.759,115.255,9.62,1,2,995.434
507120,982.010,29.71,113.990,115.074,9.71,1,2,995.434
507145,981.960,29.71,114.415,115.052,9.76,1,2,995.434
507170,981.740,29.71,116.294,115.504,9.82,1,2,995.434
507195,981.730,29.71,116.381,115.873,9.88,1,2,995.434
507220,981.980,29.71,114.246,115.687,9.93,1,2,995.434
507245,981.990,29.71,114.159,115.513,9.96,1,2,995.434
507270,981.770,29.71,116.037,115.746,9.96,1,2,995.434
507295,981.650,29.71,117.063,116.131,9.97,1,2,995.434
507320,981.650,29.71,117.063,116.454,10.00,1,2,995.434
507345,981.920,29.71,114.759,116.310,10.00,1,2,995.434
507370,981.780,29.71,115.953,116.388,9.98,1,2,995.434
507395,981.600,29.71,117.491,116.700,9.96,1,2,995.434
507420,981.580,29.71,117.660,116.998,9.95,1,2,995.434
507445,981.730,29.71,116.381,117.056,9.93,1,2,995.434
507470,981.720,29.71,116.466,117.115,9.90,1,2,995.434
507495,981.510,29.71,118.260,117.422,9.87,1,2,995.434
507520,981.340,29.71,119.710,117.886,9.85,1,2,995.434
507545,981.430,29.71,118.941,118.197,9.83,1,2,995.434
507570,981.650,29.71,117.063,118.219,9.80,1,2,995.434
507595,981.590,29.71,117.575,118.301,9.75,1,2,995.434
507620,981.320,29.71,119.882,118.654,9.69,1,2,995.434
507645,981.300,29.72,120.054,118.992,9.63,1,2,995.434
507670,981.520,29.72,118.172,119.068,9.57,1,2,995.434
507695,981.530,29.72,118.088,119.126,9.49,1,2,995.434
507720,981.360,29.71,119.541,119.340,9.41,1,2,995.434
507745,981.230,29.72,120.651,119.647,9.32,1,2,995.434
507770,981.340,29.72,119.710,119.826,9.24,1,2,995.434
507795,981.460,29.72,118.685,119.882,9.15,1,2,995.434
507820,981.360,29.71,119.541,120.013,9.06,1,2,995.434
507845,981.110,29.72,121.676,120.345,8.96,1,2,995.434
507870,981.200,29.72,120.907,120.570,8.86,1,2,995.434
507895,981.220,29.72,120.736,120.763,8.78,1,2,995.434
507920,981.310,29.72,119.967,120.857,8.70,1,2,995.434
507945,981.200,29.72,120.907,121.031,8.60,1,2,995.434
507970,980.970,29.72,122.873,121.375,8.51,1,2,995.434
507995,981.090,29.72,121.845,121.592,8.43,1,2,995.434
508020,981.280,29.72,120.223,121.643,8.34,1,2,995.434
508045,981.200,29.72,120.907,121.749,8.25,1,2,995.434
508070,980.980,29.72,122.786,122.009,8.13,1,2,995.434
508095,980.880,29.72,123.642,122.325,8.01,1,2,995.434
508120,980.960,29.72,122.958,122.558,7.90,1,2,995.434
508145,981.090,29.72,121.845,122.674,7.81,1,2,995.434
508170,981.030,29.72,122.361,122.823,7.72,1,2,995.434
508195,980.860,29.72,123.811,123.082,7.62,1,2,995.434
508220,980.940,29.72,123.129,123.259,7.54,1,2,995.434
508245,980.950,29.72,123.042,123.417,7.54,1,2,995.434
508270,981.020,29.72,122.445,123.514,7.55,1,2,995.434
508295,980.880,29.72,123.642,123.697,7.50,1,2,995.434
508320,980.690,29.72,125.264,123.995,7.45,1,2,995.434
508345,980.960,29.72,122.958,124.087,7.48,1,2,995.434
508370,980.950,29.72,123.042,124.177,7.54,1,2,995.434
508395,980.810,29.72,124.239,124.350,7.56,1,2,995.434
508420,980.570,29.72,126.290,124.674,7.53,1,2,995.434
508445,980.530,29.72,126.633,125.001,7.51,1,2,995.434
508470,980.800,29.72,124.326,125.125,7.52,1,2,995.434
508495,980.720,29.72,125.008,125.296,7.54,1,2,995.434
508520,980.410,29.72,127.658,125.658,7.55,1,2,995.434
508545,980.450,29.72,127.315,125.973,7.55,1,2,995.434
508570,980.580,29.72,126.205,126.179,7.58,1,2,995.434
508595,980.570,29.72,126.290,126.373,7.65,1,2,995.434
508620,980.510,29.72,126.802,126.598,7.71,1,2,995.434
508645,980.350,29.72,128.171,126.969,7.76,1,2,995.434
508670,980.560,29.72,126.377,127.079,7.79,1,2,995.434
508695,980.650,29.72,125.608,127.099,7.82,1,2,995.434
508720,980.350,29.72,128.171,127.391,7.88,1,2,995.434
508745,980.330,29.72,128.343,127.671,7.91,1,2,995.434
508770,980.400,29.72,127.743,127.863,7.92,1,2,995.434
508795,980.580,29.72,126.205,127.883,7.92,1,2,995.434
508820,980.530,29.72,126.633,127.936,7.93,1,2,995.434
508845,980.240,29.73,129.112,128.221,7.94,1,2,995.434
508870,980.200,29.73,129.455,128.514,7.95,1,2,995.434
508895,980.400,29.72,127.743,128.625,7.93,1,2,995.434
508920,980.500,29.72,126.889,128.643,7.92,1,2,995.434
508945,980.310,29.73,128.515,128.802,7.91,1,2,995.434
508970,980.150,29.73,129.881,129.069,7.89,1,2,995.434
508995,980.230,29.73,129.199,129.254,7.87,1,2,995.434
509020,980.390,29.72,127.830,129.302,7.84,1,2,995.434
509045,980.480,29.73,127.061,129.194,7.81,1,2,995.434
509070,980.220,29.73,129.283,129.354,7.79,1,2,995.434
509095,980.150,29.72,129.881,129.578,7.75,1,2,995.434
509120,980.280,29.73,128.771,129.561,7.70,1,2,995.434
509145,980.340,29.73,128.258,129.237,7.63,1,2,995.434
509170,980.170,29.73,129.711,129.518,7.58,1,2,995.434
509195,979.890,29.73,132.105,130.422,7.56,1,2,995.434
509221,980.010,29.73,131.078,130.731,7.54,1,2,995.434
509245,980.250,29.73,129.027,130.506,7.51,1,2,995.434
509270,980.190,29.72,129.540,130.370,7.46,1,2,995.434
509295,979.970,29.73,131.421,130.730,7.42,1,2,995.434
509320,979.980,29.73,131.337,130.984,7.37,1,2,995.434
509345,980.100,29.73,130.309,130.997,7.32,1,2,995.434
509370,980.220,29.73,129.283,130.607,7.23,1,2,995.434
509395,980.010,29.73,131.078,130.850,7.16,1,2,995.434
509420,979.780,29.73,133.046,131.564,7.12,1,2,995.434
509445,979.840,29.73,132.533,131.932,7.09,1,2,995.434
509470,980.120,29.73,130.140,131.681,7.03,1,2,995.434
509495,980.080,29.73,130.480,131.469,6.96,1,2,995.434
509520,979.820,29.73,132.703,131.862,6.90,1,2,995.434
509545,979.690,29.73,133.815,132.409,6.86,1,2,995.434
509570,979.910,29.73,131.934,132.454,6.81,1,2,995.434
509595,980.040,29.73,130.824,132.271,6.74,1,2,995.434
509620,979.930,29.73,131.762,132.276,6.67,1,2,995.434
509645,979.630,29.73,134.330,132.784,6.63,1,2,995.434
509670,979.660,29.73,134.074,133.154,6.59,1,2,995.434
509695,979.760,29.73,133.218,133.309,6.56,1,2,995.434
509720,979.790,29.73,132.962,133.396,6.52,1,2,995.434
509745,979.600,29.73,134.587,133.734,6.49,1,2,995.434
509770,979.370,29.73,136.552,134.339,6.50,1,2,995.434
509795,979.630,29.73,134.330,134.514,6.49,1,2,995.434
509820,979.690,29.73,133.815,134.587,6.48,1,2,995.434
509845,979.520,29.73,135.271,134.857,6.48,1,2,995.434
509870,979.330,29.73,136.896,135.327,6.50,1,2,995.434
509895,979.350,29.73,136.724,135.749,6.52,1,2,995.434
509920,979.580,29.73,134.756,135.782,6.54,1,2,995.434
509945,979.550,29.73,135.015,135.851,6.55,1,2,995.434
509970,979.340,29.73,136.809,136.173,6.59,1,2,995.434
509995,979.330,29.73,136.896,136.466,6.62,1,2,995.434
510020,979.440,29.73,135.955,136.585,6.65,1,2,995.434
510045,979.570,29.73,134.843,136.543,6.68,1,2,995.434
510070,979.500,29.73,135.443,136.579,6.71,1,2,995.434
510095,979.150,29.73,138.436,136.984,6.76,1,2,995.434
510120,979.240,29.73,137.667,137.244,6.81,1,2,995.434
510145,979.460,29.73,135.784,137.255,6.85,1,2,995.434
510170,979.270,29.73,137.409,137.448,6.91,1,2,995.434
510195,979.120,29.73,138.693,137.765,6.97,1,2,995.434
510220,979.120,29.73,138.693,138.052,7.03,1,2,995.434
510245,979.120,29.73,138.693,138.305,7.11,1,2,995.434
510270,979.290,29.73,137.239,138.381,7.18,1,2,995.434
510295,979.090,29.73,138.949,138.618,7.25,1,2,995.434
510320,978.940,29.73,140.233,138.968,7.33,1,2,995.434
510345,979.100,29.73,138.864,139.147,7.40,1,2,995.434
510370,979.090,29.73,138.949,139.318,7.48,1,2,995.434
510395,979.060,29.73,139.205,139.495,7.56,1,2,995.434
510420,978.980,29.73,139.892,139.720,7.64,1,2,995.434
510445,978.840,29.73,141.089,140.037,7.72,1,2,995.434
510470,978.930,29.73,140.320,140.256,7.80,1,2,995.434
510495,979.030,29.74,139.462,140.378,7.88,1,2,995.434
510520,978.880,29.73,140.746,140.602,7.96,1,2,995.434
510545,978.740,29.73,141.945,140.914,8.04,1,2,995.434
510570,978.760,29.73,141.774,141.185,8.10,1,2,995.434
510595,978.860,29.73,140.918,141.359,8.17,1,2,995.434
510620,978.900,29.74,140.577,141.484,8.23,1,2,995.434
510645,978.710,29.73,142.202,141.740,8.28,1,2,995.434
510670,978.670,29.74,142.545,142.000,8.30,1,2,995.434
510695,978.820,29.74,141.261,142.136,8.32,1,2,995.434
510720,978.710,29.73,142.202,142.338,8.38,1,2,995.434
510745,978.730,29.73,142.030,142.505,8.45,1,2,995.434
510770,978.580,29.74,143.317,142.764,8.50,1,2,995.434
510795,978.650,29.74,142.717,142.949,8.52,1,2,995.434
510820,978.790,29.74,141.517,143.029,8.55,1,2,995.434
510845,978.630,29.74,142.889,143.205,8.58,1,2,995.434
510870,978.510,29.74,143.914,143.450,8.59,1,2,995.434
510895,978.530,29.74,143.742,143.662,8.57,1,2,995.434
510920,978.540,29.74,143.658,143.851,8.55,1,2,995.434
510945,978.590,29.74,143.230,143.990,8.56,1,2,995.434
510970,978.610,29.74,143.058,144.103,8.58,1,2,995.434
510995,978.470,29.74,144.257,144.298,8.56,1,2,995.434
511020,978.590,29.74,143.230,144.398,8.51,1,2,995.434
511045,978.670,29.74,142.545,144.249,8.45,1,2,995.434
511070,978.610,29.74,143.058,143.928,8.37,1,2,995.434
511095,978.640,29.74,142.802,143.290,8.24,1,2,995.434
511120,978.410,29.74,144.773,144.268,8.13,1,2,995.434
511145,978.330,29.74,145.457,144.958,8.05,1,2,995.434
511170,978.560,29.74,143.486,144.154,7.91,1,2,995.434
511195,978.490,29.74,144.086,144.156,7.78,1,2,995.434
511220,978.370,29.74,145.114,144.757,7.67,1,2,995.434
511245,978.360,29.74,145.201,145.073,7.57,1,2,995.434
511270,978.330,29.74,145.457,145.367,7.48,1,2,995.434
511295,978.410,29.74,144.773,145.167,7.39,1,2,995.434
511320,978.290,29.74,145.798,145.532,7.31,1,2,995.434
511345,978.190,29.74,146.654,146.106,7.26,1,2,995.434
511370,978.430,29.74,144.601,145.569,7.16,1,2,995.434
511395,978.330,29.74,145.457,145.576,7.07,1,2,995.434
511420,978.330,29.74,145.457,145.568,6.98,1,2,995.434
511445,978.310,29.74,145.626,145.635,6.88,1,2,995.434
511470,978.280,29.74,145.885,145.774,6.78,1,2,995.434
511495,978.360,29.74,145.201,145.605,6.66,1,2,995.434
511520,978.410,29.74,144.773,145.251,6.52,1,2,995.434
511545,978.070,29.74,147.682,146.158,6.43,1,2,995.434
511570,978.010,29.74,148.197,146.901,6.36,1,2,995.434
511595,978.110,29.74,147.341,147.169,6.29,1,2,995.434
511620,978.150,29.74,146.998,147.271,6.22,1,2,995.434
511645,978.120,29.74,147.254,147.405,6.17,1,2,995.434
511670,977.950,29.74,148.710,147.865,6.12,1,2,995.434
511695,977.910,29.74,149.053,148.306,6.09,1,2,995.434
511720,978.050,29.74,147.854,148.389,6.06,1,2,995.434
511745,978.080,29.74,147.597,148.401,6.03,1,2,995.434
511770,977.980,29.74,148.453,148.570,6.00,1,2,995.434
511795,977.820,29.74,149.825,148.975,5.99,1,2,995.434
511820,977.840,29.74,149.653,149.280,5.98,1,2,995.434
511845,978.040,29.74,147.941,149.222,5.98,1,2,995.434
511870,978.050,29.74,147.854,149.152,5.96,1,2,995.434
511895,977.820,29.74,149.825,149.416,5.94,1,2,995.434
511920,977.720,29.74,150.681,149.779,5.94,1,2,995.434
511945,977.810,29.74,149.909,149.972,5.94,1,2,995.434
511970,977.960,29.74,148.625,149.937,5.94,1,2,995.434
511995,977.940,29.74,148.797,149.926,5.94,1,2,995.434
512020,977.620,29.74,151.540,150.305,5.94,1,2,995.434
512045,977.580,29.74,151.881,150.680,5.97,1,2,995.434
512070,977.760,29.74,150.340,150.805,6.00,1,2,995.434
512095,977.870,29.74,149.397,150.787,6.02,1,2,995.434
512120,977.640,29.74,151.368,151.018,6.05,1,2,995.434
512145,977.440,29.74,153.080,151.430,6.10,1,2,995.434
512170,977.560,29.74,152.052,151.677,6.15,1,2,995.434
512195,977.740,29.74,150.512,151.714,6.21,1,2,995.434
