# altimeter jump log
# mode=FLIGHT sample_hz=40 osr=12 math_mode=1
# filter sigma_accel=3.000 sigma_meas=0.600 gate=2.00 inflate=500
# zones bounds=-1000000000.00,800.00,1200.00,1500.00,4500.00 hyst_urgent=0.00 hyst_relax=8.00 dwell_urgent=50 dwell_relax=400
# qnh=1013.25 ground_p=996.824
# started=2026-08-15 10:17:13
# version=0.10.0 build=Aug 14 2026 22:10:41
t_ms,p_hpa,temp_c,alt_raw_m,alt_filt_m,vs_mps,zone,phase,ground_p
454789,989.490,25.70,62.052,61.785,6.25,1,2,996.824
454909,989.300,25.52,63.664,63.264,7.73,1,2,996.824
454934,989.320,25.54,63.495,63.481,7.78,1,2,996.824
454959,989.270,25.55,63.920,63.836,8.13,1,2,996.824
454984,989.120,25.57,65.191,64.861,10.39,1,2,996.824
455009,989.230,25.58,64.259,64.550,8.04,1,2,996.824
455034,989.210,25.59,64.428,64.552,6.71,1,2,996.824
455059,989.180,25.60,64.684,64.700,6.49,1,2,996.824
455084,989.140,25.62,65.022,64.960,7.56,1,2,996.824
455109,989.180,25.63,64.684,64.891,4.65,1,2,996.824
455134,989.160,25.63,64.853,64.931,3.83,1,2,996.824
455159,989.220,25.64,64.343,64.716,0.77,1,2,996.824
455184,989.120,25.65,65.191,64.927,2.47,1,2,996.824
455209,989.160,25.66,64.853,64.936,2.05,1,2,996.824
455234,989.070,25.66,65.617,65.215,3.67,1,2,996.824
455259,988.990,25.67,66.296,65.682,6.09,1,2,996.824
455284,989.020,25.67,66.042,65.913,6.56,1,2,996.824
455309,989.000,25.68,66.211,66.129,6.82,1,2,996.824
455334,988.870,25.68,67.316,66.747,9.11,1,2,996.824
455359,989.030,25.68,65.955,66.607,7.33,1,2,996.824
455384,989.010,25.69,66.127,66.581,6.37,1,2,996.824
455409,988.950,25.69,66.637,66.711,6.24,1,2,996.824
455434,988.880,25.69,67.229,66.963,6.64,1,2,996.824
455459,988.770,25.70,68.164,67.378,7.65,1,2,996.824
455484,988.800,25.70,67.910,67.648,7.95,1,2,996.824
455509,988.860,25.70,67.400,67.749,7.59,1,2,996.824
455534,988.730,25.71,68.505,68.054,8.01,1,2,996.824
455559,988.710,25.71,68.674,68.337,8.30,1,2,996.824
455584,988.660,25.71,69.097,68.668,8.70,1,2,996.824
455609,988.750,25.71,68.333,68.772,8.34,1,2,996.824
455634,988.720,25.71,68.589,68.907,8.10,1,2,996.824
455659,988.670,25.71,69.012,69.090,8.05,1,2,996.824
455684,988.600,25.71,69.607,69.348,8.21,1,2,996.824
455709,988.740,25.72,68.418,69.361,7.69,1,2,996.824
455734,988.680,25.72,68.928,69.451,7.43,1,2,996.824
455759,988.580,25.72,69.776,69.658,7.48,1,2,996.824
455784,988.610,25.72,69.522,69.801,7.36,1,2,996.824
455809,988.670,25.72,69.012,69.842,7.02,1,2,996.824
455834,988.590,25.72,69.691,69.974,6.92,1,2,996.824
455859,988.490,25.72,70.542,70.199,7.04,1,2,996.824
455884,988.490,25.72,70.542,70.396,7.09,1,2,996.824
455909,988.540,25.72,70.117,70.516,6.96,1,2,996.824
455934,988.500,25.73,70.457,70.658,6.90,1,2,996.824
455959,988.430,25.73,71.052,70.862,6.95,1,2,996.824
455984,988.530,25.73,70.201,70.936,6.75,1,2,996.824
456009,988.450,25.73,70.880,71.080,6.70,1,2,996.824
456034,988.330,25.73,71.900,71.318,6.85,1,2,996.824
456059,988.370,25.73,71.562,71.498,6.86,1,2,996.824
456084,988.570,25.73,69.863,71.472,6.50,1,2,996.824
456109,988.480,25.73,70.627,71.527,6.30,1,2,996.824
456134,988.450,25.73,70.880,71.600,6.14,1,2,996.824
456159,988.520,25.73,70.286,71.488,5.67,1,2,996.824
456184,988.460,25.74,70.796,71.372,5.22,1,2,996.824
456209,988.630,25.74,69.353,70.274,3.06,1,2,996.824
456234,988.550,25.74,70.032,70.125,2.65,1,2,996.824
456259,988.470,25.74,70.711,70.557,3.43,1,2,996.824
456284,988.390,25.74,71.390,71.113,4.87,1,2,996.824
456309,988.450,25.74,70.880,71.012,3.81,1,2,996.824
456334,988.430,25.74,71.052,71.073,3.54,1,2,996.824
456359,988.270,25.74,72.410,71.792,9.73,1,2,996.824
456384,988.210,25.74,72.920,72.449,14.01,1,2,996.824
456409,988.400,25.74,71.306,72.078,6.80,1,2,996.824
456434,988.390,25.74,71.390,71.772,2.42,1,2,996.824
456459,988.200,25.74,73.005,72.380,7.11,1,2,996.824
456484,988.170,25.74,73.261,72.845,9.42,1,2,996.824
456509,988.210,25.74,72.920,73.019,8.98,1,2,996.824
456534,988.340,25.74,71.816,72.740,5.58,1,2,996.824
456559,988.450,25.75,70.880,71.844,-0.80,1,2,996.824
456584,988.150,25.75,73.430,72.486,3.05,1,2,996.824
456609,988.200,25.75,73.005,72.718,3.92,1,2,996.824
456634,988.310,25.75,72.069,72.579,2.67,1,2,996.824
456659,988.320,25.75,71.985,72.427,1.58,1,2,996.824
456684,988.210,25.75,72.920,72.602,2.22,1,2,996.824
456709,988.000,25.75,74.704,73.217,4.77,1,2,996.824
456734,988.260,25.75,72.495,73.122,3.84,1,2,996.824
456759,988.180,25.75,73.174,73.207,3.80,1,2,996.824
456784,987.980,25.75,74.875,73.659,5.20,1,2,996.824
456809,987.840,25.75,76.062,74.277,7.05,1,2,996.824
456834,987.970,25.75,74.960,74.560,7.42,1,2,996.824
456859,987.940,25.75,75.214,74.839,7.74,1,2,996.824
456884,987.860,25.75,75.893,75.194,8.27,1,2,996.824
456909,987.800,25.75,76.403,75.611,8.94,1,2,996.824
456934,987.940,25.75,75.214,75.714,8.57,1,2,996.824
456959,987.960,25.75,75.045,75.759,8.09,1,2,996.824
456984,987.960,25.75,75.045,75.798,7.63,1,2,996.824
457009,987.900,25.75,75.552,75.920,7.43,1,2,996.824
457034,988.050,25.75,74.278,75.807,6.66,1,2,996.824
457059,987.980,25.75,74.875,75.803,6.22,1,2,996.824
457084,987.860,25.75,75.893,75.948,6.20,1,2,996.824
457109,987.930,25.75,75.298,75.986,5.92,1,2,996.824
457134,987.990,25.76,74.788,75.935,5.46,1,2,996.824
457159,988.010,25.76,74.619,75.732,4.69,1,2,996.824
457184,987.870,25.76,75.808,75.835,4.67,1,2,996.824
457209,987.740,25.76,76.913,76.198,5.20,1,2,996.824
457234,987.990,25.76,74.788,75.808,4.08,1,2,996.824
457259,988.150,25.76,73.430,74.472,1.00,1,2,996.824
457284,987.920,25.76,75.383,75.047,2.24,1,2,996.824
457309,987.800,25.76,76.403,75.742,3.89,1,2,996.824
457334,987.830,25.76,76.149,75.956,4.25,1,2,996.824
457359,987.830,25.76,76.149,76.089,4.34,1,2,996.824
457384,987.940,25.76,75.214,75.865,2.98,1,2,996.824
457409,987.790,25.76,76.487,76.101,3.71,1,2,996.824
457434,987.660,25.76,77.592,76.571,5.50,1,2,996.824
457459,987.840,25.76,76.062,76.543,4.70,1,2,996.824
457484,987.930,25.76,75.298,76.318,3.06,1,2,996.824
457509,987.800,25.76,76.403,76.398,3.07,1,2,996.824
457534,987.710,25.76,77.166,76.636,3.80,1,2,996.824
457559,987.780,25.76,76.572,76.696,3.64,1,2,996.824
457584,987.890,25.76,75.639,76.536,2.60,1,2,996.824
457609,987.960,25.76,75.045,76.088,0.57,1,2,996.824
457634,987.710,25.76,77.166,76.410,1.74,1,2,996.824
457659,987.700,25.76,77.254,76.662,2.51,1,2,996.824
457684,987.790,25.77,76.487,76.667,2.31,1,2,996.824
457709,987.840,25.76,76.062,76.580,1.80,1,2,996.824
457734,987.820,25.77,76.234,76.543,1.53,1,2,996.824
457759,987.660,25.77,77.592,76.779,2.17,1,2,996.824
457784,987.720,25.77,77.084,76.881,2.32,1,2,996.824
457809,987.720,25.77,77.084,76.964,2.39,1,2,996.824
457834,987.550,25.76,78.527,77.284,3.15,1,2,996.824
457859,987.510,25.77,78.868,77.611,3.85,1,2,996.824
457884,987.550,25.77,78.527,77.837,4.20,1,2,996.824
457909,987.670,25.77,77.507,77.874,4.03,1,2,996.824
457934,987.620,25.77,77.933,77.970,4.01,1,2,996.824
457959,987.460,25.77,79.293,78.247,4.45,1,2,996.824
457984,987.430,25.77,79.547,78.526,4.86,1,2,996.824
458009,987.490,25.77,79.037,78.702,4.98,1,2,996.824
458034,987.470,25.77,79.209,78.879,5.10,1,2,996.824
458059,987.380,25.77,79.972,79.193,5.52,1,2,996.824
458084,987.440,25.77,79.462,79.362,5.58,1,2,996.824
458109,987.430,25.77,79.547,79.513,5.61,1,2,996.824
458134,987.410,25.77,79.719,79.670,5.65,1,2,996.824
458159,987.400,25.77,79.803,79.812,5.64,1,2,996.824
458184,987.430,25.77,79.547,79.865,5.46,1,2,996.824
458209,987.410,25.77,79.719,79.945,5.35,1,2,996.824
458234,987.280,25.77,80.823,80.212,5.62,1,2,996.824
458259,987.260,25.77,80.992,80.465,5.86,1,2,996.824
458284,987.320,25.77,80.482,80.589,5.81,1,2,996.824
458309,987.460,25.77,79.293,80.511,5.35,1,2,996.824
458334,987.330,25.77,80.398,80.611,5.27,1,2,996.824
458359,987.120,25.77,82.184,80.942,5.69,1,2,996.824
458384,987.150,25.78,81.928,81.198,5.93,1,2,996.824
458409,987.370,25.77,80.057,81.181,5.58,1,2,996.824
458434,987.310,25.77,80.567,81.226,5.38,1,2,996.824
458459,987.220,25.77,81.333,81.357,5.38,1,2,996.824
458484,987.230,25.78,81.249,81.460,5.32,1,2,996.824
458509,987.280,25.78,80.823,81.503,5.14,1,2,996.824
458534,987.380,25.77,79.972,81.444,4.76,1,2,996.824
458559,987.360,25.78,80.142,81.404,4.45,1,2,996.824
458584,987.120,25.78,82.184,81.588,4.59,1,2,996.824
458609,987.120,25.78,82.184,81.754,4.69,1,2,996.824
458634,987.250,25.78,81.077,81.787,4.53,1,2,996.824
458659,987.160,25.78,81.843,81.894,4.52,1,2,996.824
458684,987.030,25.78,82.948,82.105,4.70,1,2,996.824
458709,986.890,25.78,84.139,82.417,5.06,1,2,996.824
458734,986.960,25.78,83.542,82.642,5.24,1,2,996.824
458759,987.060,25.78,82.694,82.769,5.23,1,2,996.824
458784,986.960,25.78,83.542,82.960,5.34,1,2,996.824
458809,986.840,25.78,84.565,83.235,5.59,1,2,996.824
458834,986.990,25.78,83.289,83.366,5.58,1,2,996.824
458859,987.090,25.78,82.438,83.405,5.40,1,2,996.824
458884,987.040,25.78,82.863,83.478,5.29,1,2,996.824
458909,986.900,25.78,84.052,83.651,5.36,1,2,996.824
458934,986.870,25.78,84.309,83.835,5.44,1,2,996.824
458959,986.960,25.78,83.542,83.932,5.38,1,2,996.824
458984,986.900,25.78,84.052,84.065,5.38,1,2,996.824
459009,986.900,25.78,84.052,84.187,5.36,1,2,996.824
459034,986.940,25.78,83.714,84.266,5.27,1,2,996.824
459059,986.830,25.78,84.649,84.420,5.30,1,2,996.824
459084,986.800,25.78,84.906,84.584,5.35,1,2,996.824
459109,986.860,25.78,84.393,84.689,5.31,1,2,996.824
459134,986.820,25.78,84.734,84.813,5.30,1,2,996.824
459159,986.900,25.78,84.052,84.870,5.18,1,2,996.824
459184,986.640,25.78,86.264,85.105,5.34,1,2,996.824
459209,986.580,25.78,86.776,85.369,5.55,1,2,996.824
459234,986.660,25.78,86.095,85.554,5.63,1,2,996.824
459259,986.750,25.78,85.328,85.664,5.58,1,2,996.824
459284,986.630,25.78,86.351,85.848,5.65,1,2,996.824
459309,986.640,25.78,86.264,86.012,5.68,1,2,996.824
459334,986.620,25.78,86.436,86.179,5.72,1,2,996.824
459359,986.740,25.78,85.416,86.249,5.60,1,2,996.824
459384,986.710,25.79,85.669,86.331,5.51,1,2,996.824
459410,986.460,25.79,87.796,86.577,5.68,1,2,996.824
459434,986.500,25.79,87.456,86.773,5.77,1,2,996.824
459459,986.630,25.79,86.351,86.872,5.70,1,2,996.824
459484,986.710,25.79,85.669,86.909,5.54,1,2,996.824
459509,986.770,25.79,85.159,86.902,5.30,1,2,996.824
459534,986.460,25.79,87.796,87.094,5.40,1,2,996.824
459559,986.460,25.79,87.796,87.272,5.47,1,2,996.824
459584,986.690,25.79,85.838,87.286,5.27,1,2,996.824
459609,986.610,25.79,86.520,87.348,5.17,1,2,996.824
459634,986.530,25.79,87.199,87.458,5.13,1,2,996.824
459659,986.430,25.79,88.050,87.621,5.19,1,2,996.824
459684,986.470,25.79,87.712,87.748,5.18,1,2,996.824
459709,986.710,25.79,85.669,87.707,4.92,1,2,996.824
459734,986.620,25.79,86.436,87.660,4.65,1,2,996.824
459759,986.300,25.79,89.157,87.936,4.90,1,2,996.824
459784,986.390,25.79,88.391,88.095,4.96,1,2,996.824
459809,986.550,25.79,87.030,88.090,4.76,1,2,996.824
459834,986.580,25.79,86.776,87.966,4.37,1,2,996.824
459859,986.450,25.79,87.881,88.029,4.29,1,2,996.824
459884,986.310,25.79,89.073,88.331,4.61,1,2,996.824
459909,986.310,25.79,89.073,88.561,4.80,1,2,996.824
459934,986.570,25.79,86.861,88.261,4.10,1,2,996.824
459959,986.520,25.79,87.286,87.997,3.47,1,2,996.824
459984,986.270,25.79,89.413,88.457,4.13,1,2,996.824
460009,986.140,25.79,90.518,89.021,4.98,1,2,996.824
460034,986.300,25.79,89.157,89.146,4.99,1,2,996.824
460059,986.500,25.79,87.456,88.937,4.31,1,2,996.824
460084,986.340,25.79,88.816,89.006,4.23,1,2,996.824
460109,986.110,25.79,90.774,89.377,4.80,1,2,996.824
460134,986.320,25.79,88.988,89.419,4.63,1,2,996.824
460159,986.390,25.79,88.391,89.369,4.26,1,2,996.824
460184,986.410,25.79,88.222,89.272,3.79,1,2,996.824
460209,986.240,25.79,89.667,89.414,3.89,1,2,996.824
460234,986.100,25.79,90.859,89.712,4.36,1,2,996.824
460259,986.250,25.79,89.583,89.786,4.28,1,2,996.824
460284,986.240,25.79,89.667,89.862,4.21,1,2,996.824
460309,986.240,25.79,89.667,89.926,4.11,1,2,996.824
460334,986.270,25.79,89.413,89.949,3.93,1,2,996.824
460359,986.100,25.80,90.859,90.151,4.17,1,2,996.824
460384,986.200,25.80,90.008,90.224,4.10,1,2,996.824
460409,986.270,25.79,89.413,90.213,3.84,1,2,996.824
460434,986.100,25.80,90.859,90.376,3.99,1,2,996.824
460459,986.030,25.80,91.453,90.591,4.24,1,2,996.824
460484,986.170,25.80,90.264,90.647,4.13,1,2,996.824
460509,986.250,25.80,89.583,90.618,3.85,1,2,996.824
460534,986.300,25.80,89.157,90.514,3.44,1,2,996.824
460559,986.140,25.80,90.518,90.589,3.42,1,2,996.824
460584,986.210,25.80,89.923,90.545,3.16,1,2,996.824
460609,986.270,25.80,89.413,90.283,2.49,1,2,996.824
460634,986.250,25.80,89.583,90.015,1.84,1,2,996.824
460659,986.170,25.80,90.264,90.162,2.04,1,2,996.824
460684,986.270,25.80,89.413,89.753,1.08,1,2,996.824
460709,986.130,25.80,90.603,90.201,2.07,1,2,996.824
460734,986.110,25.80,90.774,90.463,2.66,1,2,996.824
460759,986.070,25.80,91.115,90.718,3.29,1,2,996.824
460784,986.090,25.80,90.943,90.840,3.44,1,2,996.824
460809,986.120,25.80,90.690,90.866,3.19,1,2,996.824
460834,986.110,25.80,90.774,90.906,3.01,1,2,996.824
460859,986.020,25.80,91.541,91.109,3.59,1,2,996.824
460884,986.100,25.80,90.859,91.123,3.25,1,2,996.824
460909,985.980,25.80,91.881,91.352,3.90,1,2,996.824
460934,986.020,25.80,91.541,91.470,3.98,1,2,996.824
460959,986.040,25.80,91.369,91.527,3.81,1,2,996.824
460984,986.040,25.80,91.369,91.570,3.61,1,2,996.824
461009,985.850,25.80,92.986,91.925,4.60,1,2,996.824
461034,986.010,25.80,91.625,91.959,4.31,1,2,996.824
461059,985.960,25.80,92.051,92.063,4.30,1,2,996.824
461084,985.970,25.80,91.966,92.134,4.18,1,2,996.824
461109,985.990,25.80,91.794,92.160,3.94,1,2,996.824
461134,985.920,25.80,92.391,92.282,4.00,1,2,996.824
461159,985.910,25.80,92.476,92.397,4.05,1,2,996.824
461184,985.860,25.80,92.901,92.564,4.23,1,2,996.824
461209,985.910,25.80,92.476,92.640,4.15,1,2,996.824
461234,986.060,25.80,91.200,92.511,3.55,1,2,996.824
461259,985.880,25.80,92.732,92.619,3.60,1,2,996.824
461284,985.780,25.80,93.583,92.833,3.89,1,2,996.824
461309,986.000,25.80,91.710,92.762,3.50,1,2,996.824
461334,986.000,25.80,91.710,92.699,3.16,1,2,996.824
461359,985.900,25.80,92.560,92.749,3.10,1,2,996.824
461385,985.930,25.80,92.307,92.763,2.96,1,2,996.824
461409,985.880,25.80,92.732,92.822,2.93,1,2,996.824
461434,985.900,25.80,92.560,92.855,2.85,1,2,996.824
461459,985.930,25.80,92.307,92.842,2.68,1,2,996.824
461484,985.730,25.80,94.008,93.052,2.96,1,2,996.824
461509,985.790,25.81,93.498,93.173,3.05,1,2,996.824
461534,985.870,25.80,92.817,93.198,2.95,1,2,996.824
461559,985.870,25.80,92.817,93.218,2.85,1,2,996.824
461584,985.680,25.80,94.434,93.420,3.09,1,2,996.824
461609,985.810,25.81,93.327,93.477,3.06,1,2,996.824
461634,985.720,25.80,94.093,93.612,3.16,1,2,996.824
461659,985.890,25.81,92.645,93.581,2.97,1,2,996.824
461684,985.810,25.80,93.327,93.622,2.91,1,2,996.824
461709,985.770,25.80,93.668,93.692,2.90,1,2,996.824
461734,985.780,25.81,93.583,93.746,2.87,1,2,996.824
461759,985.750,25.81,93.837,93.820,2.88,1,2,996.824
461784,985.760,25.81,93.752,93.878,2.86,1,2,996.824
461809,985.800,25.81,93.411,93.899,2.77,1,2,996.824
461834,985.680,25.81,94.434,94.011,2.84,1,2,996.824
461859,985.680,25.81,94.434,94.114,2.89,1,2,996.824
461884,985.710,25.81,94.178,94.186,2.89,1,2,996.824
461909,985.680,25.81,94.434,94.274,2.92,1,2,996.824
461934,985.660,25.81,94.603,94.371,2.95,1,2,996.824
461959,985.550,25.81,95.541,94.537,3.10,1,2,996.824
461984,985.550,25.81,95.541,94.694,3.23,1,2,996.824
462009,985.650,25.81,94.688,94.767,3.22,1,2,996.824
462034,985.660,25.81,94.603,94.828,3.19,1,2,996.824
462059,985.470,25.81,96.223,95.016,3.36,1,2,996.824
462084,985.580,25.81,95.285,95.116,3.38,1,2,996.824
462109,985.420,25.81,96.648,95.319,3.57,1,2,996.824
462134,985.500,25.81,95.966,95.455,3.64,1,2,996.824
462159,985.540,25.81,95.626,95.553,3.65,1,2,996.824
462184,985.480,25.81,96.136,95.686,3.71,1,2,996.824
462209,985.570,25.81,95.369,95.744,3.66,1,2,996.824
462234,985.450,25.81,96.392,95.881,3.73,1,2,996.824
462259,985.530,25.81,95.710,95.952,3.70,1,2,996.824
462284,985.510,25.81,95.882,96.031,3.68,1,2,996.824
462309,985.440,25.81,96.476,96.154,3.72,1,2,996.824
462334,985.430,25.81,96.561,96.271,3.76,1,2,996.824
462359,985.500,25.81,95.966,96.333,3.71,1,2,996.824
462384,985.470,25.81,96.223,96.409,3.69,1,2,996.824
462409,985.460,25.81,96.307,96.486,3.66,1,2,996.824
462434,985.330,25.81,97.412,96.644,3.77,1,2,996.824
462459,985.320,25.81,97.499,96.799,3.86,1,2,996.824
462484,985.370,25.81,97.074,96.909,3.88,1,2,996.824
462509,985.280,25.81,97.840,97.081,4.00,1,2,996.824
462534,985.280,25.81,97.840,97.261,4.13,1,2,996.824
462559,985.340,25.81,97.327,97.358,4.12,1,2,996.824
462584,985.290,25.81,97.753,97.510,4.20,1,2,996.824
462609,985.230,25.81,98.265,97.758,4.42,1,2,996.824
462634,985.250,25.81,98.093,97.930,4.52,1,2,996.824
462659,985.180,25.81,98.691,98.270,4.89,1,2,996.824
462684,985.330,25.81,97.412,98.109,4.41,1,2,996.824
462709,985.140,25.81,99.032,98.470,4.86,1,2,996.824
462734,985.060,25.81,99.713,99.048,5.71,1,2,996.824
462759,985.130,25.81,99.116,99.157,5.64,1,2,996.824
462784,985.220,25.81,98.350,98.977,4.90,1,2,996.824
462809,985.150,25.81,98.944,99.057,4.79,1,2,996.824
462834,984.990,25.81,100.308,99.522,5.79,1,2,996.824
462859,985.040,25.81,99.882,99.737,6.02,1,2,996.824
462884,985.230,25.81,98.265,99.433,4.43,1,2,996.824
462909,985.270,25.81,97.924,99.136,2.91,1,2,996.824
462934,984.960,25.81,100.564,99.527,4.14,1,2,996.824
462959,984.880,25.81,101.246,99.988,5.56,1,2,996.824
462984,985.030,25.81,99.967,100.091,5.43,1,2,996.824
463009,985.220,25.82,98.350,99.841,3.92,1,2,996.824
463034,985.070,25.81,99.626,99.878,3.68,1,2,996.824
463059,984.790,25.81,102.012,100.366,5.16,1,2,996.824
463084,985.010,25.81,100.139,100.428,4.91,1,2,996.824
463109,985.240,25.81,98.181,100.113,3.39,1,2,996.824
463134,985.020,25.81,100.054,100.171,3.30,1,2,996.824
463159,984.930,25.81,100.820,100.355,3.62,1,2,996.824
463184,984.960,25.81,100.564,100.464,3.69,1,2,996.824
463209,985.060,25.81,99.713,100.417,3.27,1,2,996.824
463234,985.030,25.82,99.967,100.413,3.02,1,2,996.824
463259,984.820,25.81,101.756,100.688,3.57,1,2,996.824
463284,984.790,25.82,102.012,100.964,4.08,1,2,996.824
463309,984.940,25.82,100.733,101.016,3.95,1,2,996.824
463334,985.040,25.81,99.882,100.939,3.51,1,2,996.824
463359,984.890,25.82,101.161,101.046,3.55,1,2,996.824
463384,984.900,25.82,101.074,101.126,3.53,1,2,996.824
463409,984.820,25.82,101.756,101.286,3.69,1,2,996.824
463434,984.960,25.81,100.564,101.272,3.46,1,2,996.824
463459,984.950,25.81,100.649,101.271,3.27,1,2,996.824
463484,984.870,25.82,101.330,101.348,3.26,1,2,996.824
463509,984.840,25.82,101.587,101.449,3.30,1,2,996.824
463534,984.910,25.82,100.989,101.469,3.17,1,2,996.824
463559,984.930,25.82,100.820,101.465,3.01,1,2,996.824
463584,984.810,25.82,101.843,101.574,3.08,1,2,996.824
463609,984.670,25.81,103.035,101.804,3.36,1,2,996.824
463634,984.690,25.82,102.863,101.991,3.56,1,2,996.824
463659,984.900,25.82,101.074,101.974,3.36,1,2,996.824
463684,984.730,25.82,102.522,102.106,3.45,1,2,996.824
463709,984.750,25.82,102.353,102.209,3.48,1,2,996.824
463734,984.730,25.82,102.522,102.320,3.52,1,2,996.824
463759,984.710,25.82,102.694,102.435,3.57,1,2,996.824
463784,984.830,25.82,101.671,102.442,3.43,1,2,996.824
463809,984.920,25.82,100.905,102.372,3.17,1,2,996.824
463834,984.810,25.82,101.843,102.396,3.07,1,2,996.824
463859,984.840,25.82,101.587,102.390,2.94,1,2,996.824
463884,984.860,25.82,101.415,102.369,2.78,1,2,996.824
463909,984.910,25.82,100.989,102.226,2.44,1,2,996.824
463934,984.970,25.82,100.480,101.708,1.51,1,2,996.824
463959,984.830,25.82,101.671,101.710,1.45,1,2,996.824
463984,984.900,25.82,101.074,101.330,0.75,1,2,996.824
464009,984.970,25.82,100.480,100.735,-0.40,1,2,996.824
464034,984.910,25.82,100.989,100.910,0.07,1,2,996.824
464059,984.890,25.82,101.161,101.080,0.77,1,2,996.824
464084,984.870,25.82,101.330,101.249,1.85,1,2,996.824
464109,984.760,25.82,102.268,101.840,7.46,1,2,996.824
464134,984.880,25.82,101.246,101.552,2.05,1,2,996.824
464159,984.930,25.82,100.820,101.068,-4.07,1,2,996.824
464184,984.750,25.82,102.353,101.727,4.55,1,2,996.824
464209,984.790,25.82,102.012,101.925,5.43,1,2,996.824
464234,984.780,25.82,102.097,102.077,5.59,1,2,996.824
464259,984.840,25.82,101.587,101.955,3.35,1,2,996.824
464284,984.780,25.82,102.097,102.061,3.52,1,2,996.824
464309,984.660,25.82,103.119,102.496,5.92,1,2,996.824
464334,984.720,25.82,102.609,102.632,5.85,1,2,996.824
464359,984.710,25.82,102.694,102.751,5.70,1,2,996.824
464384,984.780,25.82,102.097,102.664,4.48,1,2,996.824
464409,984.760,25.82,102.268,102.638,3.81,1,2,996.824
464434,984.760,25.82,102.268,102.614,3.27,1,2,996.824
464459,984.700,25.82,102.778,102.715,3.36,1,2,996.824
464484,984.830,25.82,101.671,102.503,2.18,1,2,996.824
464509,984.860,25.82,101.415,102.142,0.64,1,2,996.824
464535,984.760,25.82,102.268,102.203,0.79,1,2,996.824
464559,984.740,25.82,102.437,102.303,1.07,1,2,996.824
464584,984.770,25.82,102.184,102.278,0.90,1,2,996.824
464609,984.910,25.82,100.989,101.713,-1.04,1,2,996.824
464634,984.750,25.82,102.353,101.962,-0.13,1,2,996.824
464659,984.590,25.82,103.716,102.535,1.84,1,2,996.824
464684,984.650,25.82,103.204,102.756,2.45,1,2,996.824
464709,984.710,25.82,102.694,102.786,2.34,1,2,996.824
464734,984.680,25.82,102.950,102.870,2.43,1,2,996.824
464759,984.680,25.82,102.950,102.934,2.44,1,2,996.824
464784,984.640,25.82,103.291,103.056,2.66,1,2,996.824
464809,984.620,25.82,103.460,103.189,2.89,1,2,996.824
464834,984.630,25.82,103.375,103.282,2.97,1,2,996.824
464859,984.550,25.82,104.057,103.486,3.40,1,2,996.824
464884,984.550,25.82,104.057,103.658,3.68,1,2,996.824
464909,984.700,25.82,102.778,103.581,3.15,1,2,996.824
464934,984.640,25.82,103.291,103.599,2.96,1,2,996.824
464959,984.580,25.82,103.801,103.694,3.02,1,2,996.824
464984,984.540,25.82,104.142,103.829,3.19,1,2,996.824
465009,984.660,25.82,103.119,103.786,2.85,1,2,996.824
465034,984.800,25.83,101.927,103.566,2.08,1,2,996.824
465059,984.660,25.83,103.119,103.545,1.89,1,2,996.824
465084,984.540,25.82,104.142,103.671,2.08,1,2,996.824
465109,984.510,25.83,104.398,103.818,2.31,1,2,996.824
465134,984.610,25.82,103.545,103.830,2.21,1,2,996.824
465159,984.590,25.82,103.716,103.863,2.16,1,2,996.824
465184,984.510,25.82,104.398,103.979,2.29,1,2,996.824
465209,984.520,25.83,104.311,104.071,2.37,1,2,996.824
465234,984.620,25.82,103.460,104.048,2.19,1,2,996.824
465259,984.720,25.82,102.609,103.923,1.82,1,2,996.824
465284,984.490,25.82,104.567,104.039,1.97,1,2,996.824
465309,984.430,25.82,105.080,104.202,2.19,1,2,996.824
465334,984.380,25.82,105.505,104.396,2.46,1,2,996.824
465359,984.590,25.83,103.716,104.378,2.31,1,2,996.824
465384,984.670,25.83,103.035,104.283,2.03,1,2,996.824
465409,984.380,25.83,105.505,104.457,2.25,1,2,996.824
465434,984.270,25.83,106.443,104.715,2.62,1,2,996.824
465459,984.430,25.83,105.080,104.811,2.67,1,2,996.824
465484,984.470,25.83,104.739,104.865,2.65,1,2,996.824
465509,984.410,25.83,105.249,104.962,2.70,1,2,996.824
465534,984.260,25.83,106.528,105.174,2.95,1,2,996.824
465559,984.360,25.83,105.677,105.288,3.02,1,2,996.824
465584,984.650,25.83,103.204,105.161,2.68,1,2,996.824
465609,984.600,25.83,103.632,105.079,2.43,1,2,996.824
465634,984.380,25.83,105.505,105.174,2.49,1,2,996.824
465659,984.220,25.82,106.869,105.384,2.73,1,2,996.824
465684,984.400,25.83,105.333,105.442,2.71,1,2,996.824
465709,984.530,25.82,104.226,105.397,2.53,1,2,996.824
465734,984.300,25.83,106.187,105.523,2.63,1,2,996.824
465759,984.150,25.83,107.466,105.750,2.89,1,2,996.824
465784,984.300,25.83,106.187,105.854,2.94,1,2,996.824
465809,984.440,25.83,104.995,105.849,2.81,1,2,996.824
465834,984.470,25.83,104.739,105.819,2.66,1,2,996.824
465859,984.330,25.83,105.931,105.890,2.66,1,2,996.824
465884,984.210,25.83,106.953,106.039,2.79,1,2,996.824
465909,984.390,25.83,105.421,106.051,2.70,1,2,996.824
