# altimeter jump log
# mode=FLIGHT sample_hz=40 osr=12 math_mode=1
# filter sigma_accel=3.000 sigma_meas=0.600 gate=2.00 inflate=500
# zones bounds=-1000000000.00,800.00,1200.00,1500.00,4500.00 hyst_urgent=0.00 hyst_relax=8.00 dwell_urgent=50 dwell_relax=400
# qnh=1013.25 ground_p=995.980
# started=2026-08-15 13:09:21
# version=0.10.0 build=Aug 14 2026 22:10:41
t_ms,p_hpa,temp_c,alt_raw_m,alt_filt_m,vs_mps,zone,phase,ground_p
1272355,988.410,29.20,64.095,65.281,4.92,1,2,995.980
1272380,988.200,29.20,65.878,65.467,4.74,1,2,995.980
1272405,988.120,29.20,66.557,65.754,4.58,1,2,995.980
1272430,988.270,29.20,65.284,65.716,4.40,1,2,995.980
1272455,988.450,29.20,63.754,65.394,4.20,1,2,995.980
1272480,988.290,29.20,65.115,65.373,4.00,1,2,995.980
1272505,988.040,29.20,67.236,65.725,3.81,1,2,995.980
1272530,988.110,29.20,66.642,65.927,3.62,1,2,995.980
1272555,988.280,29.20,65.199,65.864,3.42,1,2,995.980
1272580,988.310,29.20,64.943,65.765,3.23,1,2,995.980
1272605,988.000,29.20,67.577,66.088,3.04,1,2,995.980
1272630,987.960,29.20,67.918,66.456,2.86,1,2,995.980
1272655,988.210,29.20,65.794,66.421,2.67,1,2,995.980
1272680,988.300,29.20,65.030,66.266,2.54,1,2,995.980
1272705,988.010,29.20,67.493,66.509,2.51,1,2,995.980
1272730,987.890,29.21,68.513,66.942,2.45,1,2,995.980
1272755,988.130,29.20,66.473,66.943,2.35,1,2,995.980
1272780,988.260,29.20,65.368,66.758,2.30,1,2,995.980
1272805,988.110,29.20,66.642,66.803,2.40,1,2,995.980
1272830,987.920,29.21,68.256,67.084,2.46,1,2,995.980
1272855,987.920,29.20,68.256,67.327,2.43,1,2,995.980
1272880,988.150,29.21,66.304,67.265,2.43,1,2,995.980
1272905,988.230,29.21,65.625,67.117,2.56,1,2,995.980
1272930,987.880,29.21,68.597,67.375,2.71,1,2,995.980
1272955,987.770,29.21,69.533,67.734,2.79,1,2,995.980
1272980,987.970,29.21,67.834,67.832,2.77,1,2,995.980
1273005,988.130,29.21,66.473,67.747,2.76,1,2,995.980
1273030,987.940,29.21,68.087,67.865,2.93,1,2,995.980
1273055,987.720,29.21,69.958,68.225,3.05,1,2,995.980
1273080,987.650,29.21,70.553,68.948,3.14,1,2,995.980
1273105,988.030,29.21,67.324,68.627,3.18,1,2,995.980
1273130,987.870,29.21,68.682,68.726,3.27,1,2,995.980
1273155,987.650,29.21,70.553,69.387,3.46,1,2,995.980
1273180,987.720,29.21,69.958,69.707,3.62,1,2,995.980
1273205,987.790,29.21,69.361,69.648,3.70,1,2,995.980
1273230,987.930,29.21,68.172,69.274,3.78,1,2,995.980
1273255,987.820,29.21,69.107,69.311,3.90,1,2,995.980
1273280,987.610,29.21,70.891,69.750,4.01,1,2,995.980
1273305,987.570,29.21,71.232,70.286,4.11,1,2,995.980
1273330,987.830,29.21,69.023,70.073,4.16,1,2,995.980
1273355,987.780,29.21,69.445,70.029,4.24,1,2,995.980
1273380,987.430,29.21,72.421,70.765,4.38,1,2,995.980
1273405,987.530,29.21,71.573,71.151,4.51,1,2,995.980
1273430,987.640,29.21,70.637,71.113,4.58,1,2,995.980
1273455,987.810,29.22,69.192,70.712,4.63,1,2,995.980
1273480,987.670,29.22,70.381,70.718,4.69,1,2,995.980
1273505,987.420,29.22,72.505,71.198,4.76,1,2,995.980
1273530,987.560,29.22,71.316,71.332,4.80,1,2,995.980
1273555,987.730,29.22,69.871,71.147,4.82,1,2,995.980
1273580,987.790,29.22,69.361,70.888,4.83,1,2,995.980
1273605,987.540,29.22,71.485,71.064,4.85,1,2,995.980
1273630,987.390,29.22,72.762,71.443,4.85,1,2,995.980
1273655,987.670,29.22,70.381,71.344,4.83,1,2,995.980
1273680,987.680,29.22,70.296,71.241,4.81,1,2,995.980
1273705,987.460,29.22,72.167,71.459,4.84,1,2,995.980
1273730,987.310,29.22,73.441,71.856,4.89,1,2,995.980
1273755,987.380,29.22,72.846,72.105,4.91,1,2,995.980
1273780,987.510,29.22,71.742,72.152,4.92,1,2,995.980
1273805,987.550,29.22,71.401,72.138,4.97,1,2,995.980
1273830,987.320,29.22,73.356,72.407,5.07,1,2,995.980
1273855,987.290,29.22,73.612,72.681,5.13,1,2,995.980
1273880,987.460,29.22,72.167,72.718,5.16,1,2,995.980
1273905,987.570,29.22,71.232,72.621,5.17,1,2,995.980
1273930,987.420,29.22,72.505,72.699,5.20,1,2,995.980
1273955,987.180,29.22,74.548,73.030,5.22,1,2,995.980
1273980,987.150,29.22,74.801,73.360,5.23,1,2,995.980
1274005,987.290,29.22,73.612,73.506,5.24,1,2,995.980
1274030,987.430,29.23,72.421,73.490,5.24,1,2,995.980
1274055,987.290,29.22,73.612,73.614,5.26,1,2,995.980
1274080,987.190,29.22,74.461,73.824,5.26,1,2,995.980
1274105,987.160,29.23,74.717,74.038,5.26,1,2,995.980
1274130,987.250,29.23,73.951,74.144,5.26,1,2,995.980
1274155,987.340,29.23,73.187,74.157,5.28,1,2,995.980
1274180,987.190,29.23,74.461,74.304,5.28,1,2,995.980
1274205,987.110,29.23,75.142,74.505,5.27,1,2,995.980
1274230,987.170,29.23,74.632,74.636,5.27,1,2,995.980
1274255,987.290,29.23,73.612,74.649,5.28,1,2,995.980
1274280,987.260,29.23,73.866,74.684,5.27,1,2,995.980
1274305,986.860,29.23,77.267,75.043,5.26,1,2,995.980
1274330,986.820,29.23,77.608,75.515,5.27,1,2,995.980
1274355,987.120,29.23,75.058,75.578,5.28,1,2,995.980
1274380,987.250,29.23,73.951,75.493,5.28,1,2,995.980
1274405,986.880,29.23,77.098,75.806,5.28,1,2,995.980
1274430,986.690,29.23,78.712,76.611,5.30,1,2,995.980
1274455,987.040,29.23,75.737,76.497,5.31,1,2,995.980
1274480,987.140,29.23,74.886,76.251,5.31,1,2,995.980
1274505,987.030,29.23,75.821,76.277,5.31,1,2,995.980
1274530,986.720,29.23,78.458,76.774,5.31,1,2,995.980
1274555,986.810,29.23,77.692,77.083,5.31,1,2,995.980
1274580,987.090,29.23,75.311,76.889,5.31,1,2,995.980
1274605,987.080,29.23,75.396,76.760,5.33,1,2,995.980
1274630,986.890,29.23,77.013,76.910,5.33,1,2,995.980
1274655,986.760,29.23,78.118,77.194,5.33,1,2,995.980
1274680,986.960,29.23,76.416,77.205,5.35,1,2,995.980
1274705,987.130,29.23,74.971,77.027,5.37,1,2,995.980
1274730,986.980,29.23,76.247,77.032,5.37,1,2,995.980
1274755,986.690,29.24,78.712,77.333,5.35,1,2,995.980
1274780,986.660,29.24,78.968,77.631,5.33,1,2,995.980
1274805,986.870,29.23,77.182,77.696,5.33,1,2,995.980
1274830,986.890,29.24,77.013,77.731,5.35,1,2,995.980
1274855,986.730,29.24,78.374,77.909,5.35,1,2,995.980
1274880,986.510,29.24,80.245,78.272,5.35,1,2,995.980
1274905,986.650,29.24,79.053,78.478,5.40,1,2,995.980
1274930,986.970,29.24,76.331,78.378,5.45,1,2,995.980
1274955,986.730,29.24,78.374,78.492,5.49,1,2,995.980
1274980,986.410,29.24,81.095,78.871,5.51,1,2,995.980
1275005,986.510,29.24,80.245,79.136,5.54,1,2,995.980
1275030,986.750,29.24,78.202,79.173,5.57,1,2,995.980
1275055,986.910,29.24,76.844,79.068,5.60,1,2,995.980
1275080,986.720,29.24,78.458,79.127,5.60,1,2,995.980
1275105,986.490,29.24,80.414,79.362,5.58,1,2,995.980
1275130,986.690,29.24,78.712,79.417,5.55,1,2,995.980
1275155,986.930,29.24,76.672,79.275,5.53,1,2,995.980
1275180,986.780,29.24,77.948,79.199,5.47,1,2,995.980
1275205,986.560,29.24,79.819,79.372,5.41,1,2,995.980
1275230,986.450,29.24,80.755,79.639,5.36,1,2,995.980
1275255,986.640,29.24,79.137,79.682,5.32,1,2,995.980
1275280,986.840,29.24,77.438,79.350,5.26,1,2,995.980
1275305,986.510,29.24,80.245,79.596,5.20,1,2,995.980
1275330,986.260,29.24,82.372,80.152,5.16,1,2,995.980
1275355,986.560,29.24,79.819,80.201,5.12,1,2,995.980
1275380,986.700,29.24,78.628,80.073,5.08,1,2,995.980
1275405,986.580,29.25,79.650,80.105,5.03,1,2,995.980
1275430,986.270,29.25,82.287,80.478,4.98,1,2,995.980
1275455,986.390,29.24,81.265,80.680,4.93,1,2,995.980
1275480,986.640,29.24,79.137,80.599,4.88,1,2,995.980
1275505,986.790,29.24,77.864,80.203,4.81,1,2,995.980
1275530,986.530,29.25,80.073,80.239,4.73,1,2,995.980
1275555,986.320,29.24,81.862,80.645,4.67,1,2,995.980
1275580,986.450,29.25,80.755,80.745,4.61,1,2,995.980
1275605,986.690,29.25,78.712,80.307,4.52,1,2,995.980
1275630,986.620,29.25,79.309,79.969,4.40,1,2,995.980
1275655,986.170,29.25,83.138,80.951,4.35,1,2,995.980
1275680,986.140,29.25,83.392,81.633,4.32,1,2,995.980
1275705,986.490,29.25,80.414,81.470,4.28,1,2,995.980
1275730,986.600,29.25,79.478,81.177,4.22,1,2,995.980
1275755,986.370,29.25,81.436,81.299,4.15,1,2,995.980
1275780,986.190,29.25,82.966,81.658,4.10,1,2,995.980
1275805,986.260,29.25,82.372,81.863,4.05,1,2,995.980
1275830,986.570,29.25,79.735,81.635,3.99,1,2,995.980
1275855,986.480,29.25,80.498,81.545,3.95,1,2,995.980
1275880,986.160,29.25,83.223,81.859,3.91,1,2,995.980
1275905,986.200,29.25,82.882,82.088,3.87,1,2,995.980
1275930,986.380,29.25,81.349,82.077,3.84,1,2,995.980
1275955,986.510,29.25,80.245,81.913,3.83,1,2,995.980
1275980,986.320,29.25,81.862,81.976,3.82,1,2,995.980
1276005,986.140,29.25,83.392,82.232,3.79,1,2,995.980
1276030,986.260,29.25,82.372,82.330,3.75,1,2,995.980
1276055,986.560,29.25,79.819,81.993,3.71,1,2,995.980
1276080,986.440,29.25,80.839,81.726,3.67,1,2,995.980
1276105,986.010,29.25,84.499,82.413,3.65,1,2,995.980
1276130,986.050,29.25,84.158,82.842,3.63,1,2,995.980
1276155,986.260,29.25,82.372,82.836,3.61,1,2,995.980
1276180,986.430,29.25,80.924,82.584,3.58,1,2,995.980
1276205,986.200,29.25,82.882,82.698,3.55,1,2,995.980
1276230,985.940,29.25,85.093,83.132,3.52,1,2,995.980
1276255,986.070,29.26,83.989,83.343,3.49,1,2,995.980
1276280,986.290,29.26,82.115,83.260,3.46,1,2,995.980
1276305,986.280,29.25,82.200,83.201,3.44,1,2,995.980
1276330,986.060,29.25,84.073,83.391,3.42,1,2,995.980
1276355,985.850,29.25,85.860,83.782,3.42,1,2,995.980
1276380,985.880,29.26,85.606,84.104,3.43,1,2,995.980
1276405,986.170,29.26,83.138,84.092,3.46,1,2,995.980
1276430,986.090,29.25,83.817,84.159,3.49,1,2,995.980
1276455,985.780,29.26,86.457,84.522,3.52,1,2,995.980
1276480,985.850,29.26,85.860,84.818,3.57,1,2,995.980
1276505,986.050,29.26,84.158,84.840,3.63,1,2,995.980
1276530,986.200,29.26,82.882,84.694,3.69,1,2,995.980
1276555,985.930,29.26,85.180,84.854,3.75,1,2,995.980
1276580,985.700,29.26,87.136,85.235,3.81,1,2,995.980
1276605,985.830,29.26,86.031,85.448,3.88,1,2,995.980
1276630,986.030,29.26,84.327,85.424,3.94,1,2,995.980
1276655,986.040,29.26,84.242,85.393,4.00,1,2,995.980
1276680,985.760,29.26,86.626,85.638,4.05,1,2,995.980
1276705,985.710,29.26,87.051,85.910,4.10,1,2,995.980
1276730,985.990,29.26,84.668,85.889,4.14,1,2,995.980
1276755,985.930,29.26,85.180,85.920,4.19,1,2,995.980
1276780,985.750,29.26,86.710,86.111,4.25,1,2,995.980
1276805,985.610,29.26,87.902,86.404,4.28,1,2,995.980
1276830,985.700,29.26,87.136,86.593,4.33,1,2,995.980
1276855,985.950,29.26,85.009,86.556,4.40,1,2,995.980
1276880,985.900,29.26,85.434,86.562,4.46,1,2,995.980
1276905,985.540,29.26,88.499,86.855,4.51,1,2,995.980
1276930,985.670,29.26,87.392,87.019,4.56,1,2,995.980
1276955,985.930,29.26,85.180,86.965,4.62,1,2,995.980
1276980,985.820,29.26,86.116,86.998,4.68,1,2,995.980
1277005,985.760,29.26,86.626,87.071,4.73,1,2,995.980
1277030,985.680,29.26,87.308,87.197,4.74,1,2,995.980
1277055,985.750,29.26,86.710,87.260,4.75,1,2,995.980
1277080,985.940,29.26,85.093,87.172,4.76,1,2,995.980
1277105,985.760,29.26,86.626,87.212,4.77,1,2,995.980
1277130,985.470,29.26,89.096,87.489,4.76,1,2,995.980
1277155,985.590,29.26,88.074,87.644,4.71,1,2,995.980
1277180,985.740,29.26,86.798,87.668,4.72,1,2,995.980
1277205,985.690,29.26,87.223,87.724,4.76,1,2,995.980
1277230,985.670,29.26,87.392,87.790,4.78,1,2,995.980
1277255,985.480,29.26,89.009,87.993,4.78,1,2,995.980
1277280,985.560,29.26,88.327,88.123,4.78,1,2,995.980
1277305,985.810,29.26,86.200,88.054,4.79,1,2,995.980
1277330,985.590,29.27,88.074,88.149,4.80,1,2,995.980
1277355,985.340,29.27,90.201,88.419,4.80,1,2,995.980
1277380,985.500,29.27,88.840,88.552,4.79,1,2,995.980
1277405,985.670,29.26,87.392,88.557,4.79,1,2,995.980
1277430,985.620,29.27,87.818,88.590,4.79,1,2,995.980
1277455,985.380,29.27,89.860,88.790,4.78,1,2,995.980
1277480,985.150,29.27,91.818,89.139,4.78,1,2,995.980
1277505,985.390,29.27,89.775,89.297,4.77,1,2,995.980
1277530,985.610,29.27,87.902,89.291,4.76,1,2,995.980
1277555,985.290,29.27,90.626,89.504,4.76,1,2,995.980
1277580,985.050,29.27,92.671,89.940,4.75,1,2,995.980
1277605,985.290,29.27,90.626,90.152,4.72,1,2,995.980
1277630,985.450,29.27,89.265,90.143,4.72,1,2,995.980
1277655,985.510,29.27,88.756,90.072,4.72,1,2,995.980
1277680,985.310,29.27,90.457,90.226,4.72,1,2,995.980
1277705,985.180,29.27,91.564,90.490,4.70,1,2,995.980
1277730,985.480,29.27,89.009,90.433,4.67,1,2,995.980
1277755,985.540,29.27,88.499,90.327,4.64,1,2,995.980
1277780,985.300,29.27,90.542,90.446,4.62,1,2,995.980
1277805,985.200,29.27,91.393,90.643,4.59,1,2,995.980
1277830,985.280,29.27,90.713,90.754,4.55,1,2,995.980
1277855,985.480,29.27,89.009,90.681,4.50,1,2,995.980
1277880,985.500,29.27,88.840,90.600,4.46,1,2,995.980
1277905,985.190,29.27,91.480,90.773,4.43,1,2,995.980
1277930,985.030,29.27,92.841,91.057,4.41,1,2,995.980
1277955,985.260,29.27,90.883,91.139,4.38,1,2,995.980
1277980,985.330,29.27,90.285,91.161,4.37,1,2,995.980
1278005,985.340,29.27,90.201,91.169,4.36,1,2,995.980
1278030,985.120,29.27,92.074,91.340,4.34,1,2,995.980
1278055,985.080,29.27,92.415,91.531,4.32,1,2,995.980
1278080,985.290,29.27,90.626,91.548,4.29,1,2,995.980
1278105,985.380,29.27,89.860,91.496,4.27,1,2,995.980
1278130,985.140,29.27,91.905,91.621,4.26,1,2,995.980
1278155,985.050,29.27,92.671,91.799,4.25,1,2,995.980
1278180,985.150,29.27,91.818,91.892,4.23,1,2,995.980
1278205,985.150,29.28,91.818,91.978,4.21,1,2,995.980
1278230,985.150,29.27,91.818,92.057,4.20,1,2,995.980
1278255,984.970,29.28,93.353,92.256,4.20,1,2,995.980
1278280,984.850,29.27,94.376,92.528,4.19,1,2,995.980
1278305,985.040,29.27,92.756,92.648,4.20,1,2,995.980
1278330,985.000,29.28,93.097,92.784,4.22,1,2,995.980
1278355,984.930,29.27,93.694,92.964,4.24,1,2,995.980
1278380,984.860,29.28,94.289,93.175,4.27,1,2,995.980
1278405,984.840,29.28,94.460,93.417,4.30,1,2,995.980
1278430,985.060,29.28,92.587,93.444,4.33,1,2,995.980
1278455,985.010,29.28,93.012,93.507,4.37,1,2,995.980
1278480,984.690,29.28,95.737,93.903,4.41,1,2,995.980
1278505,984.760,29.28,95.142,94.278,4.46,1,2,995.980
1278530,985.030,29.28,92.841,94.111,4.49,1,2,995.980
1278555,984.960,29.28,93.438,94.097,4.52,1,2,995.980
1278580,984.980,29.28,93.269,94.065,4.53,1,2,995.980
1278605,984.830,29.28,94.545,94.233,4.54,1,2,995.980
1278630,984.810,29.28,94.717,94.401,4.54,1,2,995.980
1278655,985.090,29.28,92.331,94.233,4.53,1,2,995.980
1278680,985.020,29.28,92.928,94.165,4.52,1,2,995.980
1278705,984.780,29.28,94.970,94.348,4.50,1,2,995.980
1278730,984.790,29.28,94.886,94.499,4.49,1,2,995.980
1278755,984.860,29.28,94.289,94.570,4.46,1,2,995.980
1278780,984.940,29.28,93.607,94.556,4.44,1,2,995.980
1278805,984.840,29.28,94.460,94.633,4.42,1,2,995.980
1278830,984.520,29.28,97.185,94.987,4.40,1,2,995.980
1278855,984.600,29.28,96.505,95.237,4.38,1,2,995.980
1278880,984.810,29.28,94.717,95.288,4.38,1,2,995.980
1278905,984.690,29.28,95.737,95.436,4.38,1,2,995.980
1278930,984.560,29.28,96.846,95.674,4.37,1,2,995.980
1278955,984.550,29.28,96.931,95.903,4.37,1,2,995.980
1278980,984.680,29.28,95.824,96.007,4.38,1,2,995.980
1279005,984.900,29.28,93.948,95.922,4.38,1,2,995.980
1279030,984.780,29.28,94.970,95.936,4.39,1,2,995.980
1279055,984.600,29.28,96.505,96.091,4.38,1,2,995.980
1279080,984.630,29.28,96.249,96.207,4.39,1,2,995.980
1279105,984.700,29.28,95.652,96.257,4.41,1,2,995.980
1279130,984.820,29.28,94.629,96.209,4.43,1,2,995.980
1279155,984.710,29.28,95.567,96.244,4.44,1,2,995.980
1279180,984.440,29.28,97.869,96.479,4.45,1,2,995.980
1279205,984.470,29.29,97.613,96.674,4.47,1,2,995.980
1279230,984.720,29.28,95.483,96.669,4.48,1,2,995.980
1279255,984.720,29.28,95.483,96.661,4.49,1,2,995.980
1279280,984.460,29.28,97.697,96.844,4.48,1,2,995.980
1279305,984.410,29.28,98.123,97.047,4.48,1,2,995.980
1279330,984.580,29.28,96.675,97.113,4.48,1,2,995.980
1279355,984.710,29.29,95.567,97.078,4.48,1,2,995.980
1279380,984.590,29.29,96.590,97.128,4.46,1,2,995.980
1279405,984.320,29.28,98.891,97.364,4.43,1,2,995.980
1279430,984.360,29.29,98.551,97.558,4.42,1,2,995.980
1279455,984.610,29.29,96.418,97.561,4.41,1,2,995.980
1279480,984.550,29.29,96.931,97.604,4.39,1,2,995.980
1279505,984.350,29.29,98.635,97.782,4.37,1,2,995.980
1279530,984.130,29.29,100.509,98.100,4.36,1,2,995.980
1279555,984.320,29.29,98.891,98.266,4.36,1,2,995.980
1279580,984.400,29.29,98.207,98.366,4.36,1,2,995.980
1279605,984.360,29.29,98.551,98.485,4.35,1,2,995.980
1279630,984.190,29.29,99.999,98.711,4.35,1,2,995.980
1279655,984.120,29.29,100.596,99.064,4.35,1,2,995.980
1279680,984.280,29.29,99.230,99.198,4.36,1,2,995.980
1279705,984.530,29.29,97.100,98.950,4.35,1,2,995.980
1279730,984.200,29.29,99.914,99.195,4.34,1,2,995.980
1279755,984.030,29.29,101.362,99.770,4.36,1,2,995.980
1279780,984.110,29.29,100.680,100.166,4.40,1,2,995.980
1279805,984.200,29.29,99.914,100.166,4.44,1,2,995.980
1279830,984.400,29.29,98.207,99.702,4.45,1,2,995.980
1279855,984.050,29.29,101.193,100.148,4.47,1,2,995.980
1279880,983.830,29.29,103.066,101.453,4.58,1,2,995.980
1279905,984.130,29.29,100.509,101.147,4.66,1,2,995.980
1279930,984.220,29.29,99.742,100.795,4.72,1,2,995.980
1279955,984.130,29.29,100.509,100.812,4.76,1,2,995.980
1279980,983.760,29.29,103.663,101.917,4.87,1,2,995.980
1280005,983.770,29.29,103.579,102.898,5.04,1,2,995.980
1280030,984.050,29.29,101.193,102.336,5.18,1,2,995.980
1280055,984.170,29.29,100.168,101.716,5.26,1,2,995.980
1280080,983.920,29.29,102.300,101.956,5.34,1,2,995.980
1280105,983.690,29.29,104.261,102.723,5.44,1,2,995.980
1280130,983.940,29.29,102.128,102.698,5.54,1,2,995.980
