# altimeter jump log
# mode=FLIGHT sample_hz=40 osr=12 math_mode=1
# filter sigma_accel=3.000 sigma_meas=0.600 gate=2.00 inflate=500
# zones bounds=-1000000000.00,800.00,1200.00,1500.00,4500.00 hyst_urgent=0.00 hyst_relax=8.00 dwell_urgent=50 dwell_relax=400
# qnh=1013.25 ground_p=995.980
# started=2026-08-15 13:09:21
# version=0.10.0 build=Aug 14 2026 22:10:41
t_ms,p_hpa,temp_c,alt_raw_m,alt_filt_m,vs_mps,zone,phase,ground_p
1703130,787.150,29.78,1934.601,1934.806,3.97,4,2,995.980
1703155,787.110,29.78,1935.008,1934.907,3.95,4,2,995.980
1703180,787.270,29.78,1933.375,1934.847,3.92,4,2,995.980
1703205,787.230,29.78,1933.784,1934.826,3.90,4,2,995.980
1703230,787.030,29.78,1935.827,1934.988,3.89,4,2,995.980
1703255,786.950,29.78,1936.643,1935.208,3.87,4,2,995.980
1703280,787.090,29.78,1935.214,1935.290,3.85,4,2,995.980
1703305,787.170,29.78,1934.395,1935.292,3.83,4,2,995.980
1703330,787.100,29.78,1935.111,1935.354,3.80,4,2,995.980
1703355,786.940,29.78,1936.744,1935.547,3.77,4,2,995.980
1703380,787.030,29.78,1935.827,1935.652,3.73,4,2,995.980
1703405,787.130,29.78,1934.804,1935.661,3.70,4,2,995.980
1703430,786.970,29.78,1936.440,1935.803,3.67,4,2,995.980
1703455,786.900,29.78,1937.153,1935.996,3.65,4,2,995.980
1703480,786.930,29.78,1936.847,1936.150,3.62,4,2,995.980
1703505,787.090,29.78,1935.214,1936.160,3.60,4,2,995.980
1703530,787.130,29.78,1934.804,1936.133,3.57,4,2,995.980
1703555,786.920,29.78,1936.950,1936.278,3.54,4,2,995.980
1703580,786.850,29.78,1937.666,1936.471,3.51,4,2,995.980
1703605,787.080,29.78,1935.314,1936.463,3.49,4,2,995.980
1703630,787.100,29.78,1935.111,1936.436,3.48,4,2,995.980
1703655,786.950,29.78,1936.643,1936.530,3.46,4,2,995.980
1703680,786.900,29.78,1937.153,1936.657,3.44,4,2,995.980
1703705,786.960,29.78,1936.540,1936.727,3.44,4,2,995.980
1703730,787.180,29.78,1934.294,1936.614,3.44,4,2,995.980
1703755,786.960,29.78,1936.540,1936.679,3.44,4,2,995.980
1703781,786.700,29.78,1939.196,1936.950,3.44,4,2,995.980
1703805,786.840,29.78,1937.766,1937.089,3.44,4,2,995.980
1703830,786.980,29.78,1936.337,1937.110,3.45,4,2,995.980
1703855,787.000,29.78,1936.133,1937.115,3.44,4,2,995.980
1703880,786.810,29.78,1938.073,1937.263,3.43,4,2,995.980
1703905,786.790,29.78,1938.276,1937.418,3.42,4,2,995.980
1703930,787.000,29.78,1936.133,1937.400,3.42,4,2,995.980
1703955,786.940,29.78,1936.744,1937.425,3.41,4,2,995.980
1703980,786.850,29.78,1937.666,1937.517,3.40,4,2,995.980
1704005,786.780,29.78,1938.380,1937.658,3.38,4,2,995.980
1704030,786.930,29.78,1936.847,1937.672,3.38,4,2,995.980
1704055,786.980,29.78,1936.337,1937.643,3.36,4,2,995.980
1704080,786.850,29.78,1937.666,1937.715,3.33,4,2,995.980
1704105,786.690,29.78,1939.299,1937.906,3.30,4,2,995.980
1704130,786.840,29.78,1937.766,1937.970,3.27,4,2,995.980
1704155,786.960,29.78,1936.540,1937.933,3.25,4,2,995.980
1704180,786.800,29.78,1938.176,1938.024,3.23,4,2,995.980
1704205,786.690,29.78,1939.299,1938.188,3.20,4,2,995.980
1704230,786.770,29.78,1938.483,1938.284,3.17,4,2,995.980
1704255,786.870,29.78,1937.460,1938.297,3.15,4,2,995.980
1704280,786.830,29.78,1937.870,1938.335,3.13,4,2,995.980
1704305,786.630,29.78,1939.912,1938.525,3.10,4,2,995.980
1704330,786.610,29.78,1940.118,1938.721,3.09,4,2,995.980
1704355,786.780,29.78,1938.380,1938.773,3.09,4,2,995.980
1704380,786.720,29.78,1938.992,1938.869,3.09,4,2,995.980
1704405,786.570,29.78,1940.525,1939.070,3.09,4,2,995.980
1704430,786.550,29.78,1940.731,1939.279,3.11,4,2,995.980
1704455,786.730,29.78,1938.892,1939.337,3.13,4,2,995.980
1704480,786.830,29.78,1937.870,1939.310,3.16,4,2,995.980
1704505,786.680,29.78,1939.402,1939.397,3.19,4,2,995.980
1704530,786.600,29.78,1940.218,1939.540,3.21,4,2,995.980
1704555,786.710,29.78,1939.096,1939.589,3.24,4,2,995.980
1704580,786.800,29.78,1938.176,1939.562,3.26,4,2,995.980
1704605,786.660,29.78,1939.605,1939.642,3.28,4,2,995.980
1704630,786.420,29.78,1942.057,1939.903,3.29,4,2,995.980
1704655,786.630,29.78,1939.912,1939.986,3.31,4,2,995.980
1704680,786.720,29.78,1938.992,1939.996,3.32,4,2,995.980
1704705,786.650,29.78,1939.708,1940.054,3.32,4,2,995.980
1704730,786.560,29.78,1940.628,1940.177,3.31,4,2,995.980
1704755,786.500,29.78,1941.241,1940.338,3.32,4,2,995.980
1704780,786.650,29.78,1939.708,1940.373,3.33,4,2,995.980
1704805,786.730,29.78,1938.892,1940.341,3.33,4,2,995.980
1704830,786.460,29.78,1941.651,1940.518,3.33,4,2,995.980
1704855,786.450,29.78,1941.751,1940.692,3.34,4,2,995.980
1704880,786.620,29.78,1940.015,1940.724,3.35,4,2,995.980
1704905,786.630,29.78,1939.912,1940.743,3.36,4,2,995.980
1704930,786.530,29.78,1940.934,1940.835,3.36,4,2,995.980
1704955,786.420,29.78,1942.057,1941.009,3.37,4,2,995.980
1704980,786.500,29.78,1941.241,1941.110,3.39,4,2,995.980
1705005,786.630,29.78,1939.912,1941.101,3.41,4,2,995.980
1705030,786.430,29.78,1941.957,1941.243,3.43,4,2,995.980
1705055,786.410,29.78,1942.161,1941.394,3.45,4,2,995.980
1705081,786.590,29.78,1940.321,1941.399,3.48,4,2,995.980
1705105,786.550,29.78,1940.731,1941.426,3.48,4,2,995.980
1705130,786.470,29.78,1941.547,1941.514,3.49,4,2,995.980
1705155,786.290,29.77,1943.387,1941.734,3.50,4,2,995.980
1705180,786.480,29.78,1941.444,1941.795,3.52,4,2,995.980
1705205,786.570,29.78,1940.525,1941.781,3.52,4,2,995.980
1705230,786.440,29.78,1941.854,1941.865,3.53,4,2,995.980
1705255,786.300,29.78,1943.286,1942.051,3.53,4,2,995.980
1705280,786.410,29.78,1942.161,1942.143,3.53,4,2,995.980
1705305,786.510,29.78,1941.138,1942.148,3.54,4,2,995.980
1705330,786.410,29.78,1942.161,1942.228,3.55,4,2,995.980
1705355,786.220,29.78,1944.103,1942.449,3.56,4,2,995.980
1705380,786.230,29.78,1944.000,1942.651,3.58,4,2,995.980
1705405,786.460,29.78,1941.651,1942.662,3.60,4,2,995.980
1705430,786.330,29.78,1942.977,1942.771,3.62,4,2,995.980
1705455,786.110,29.78,1945.228,1943.057,3.64,4,2,995.980
1705480,786.050,29.78,1945.841,1943.695,3.70,4,2,995.980
1705505,786.220,29.78,1944.103,1943.924,3.76,4,2,995.980
1705530,786.430,29.78,1941.957,1943.400,3.79,4,2,995.980
1705555,786.270,29.78,1943.593,1943.524,3.81,4,2,995.980
1705580,785.950,29.78,1946.864,1945.185,3.92,4,2,995.980
1705605,786.210,29.78,1944.206,1944.759,4.00,4,2,995.980
1705630,786.390,29.78,1942.364,1943.978,4.02,4,2,995.980
1705655,786.140,29.78,1944.919,1944.316,4.06,4,2,995.980
1705680,785.870,29.78,1947.680,1946.006,4.19,4,2,995.980
1705705,785.960,29.78,1946.761,1946.564,4.34,4,2,995.980
1705730,786.160,29.78,1944.716,1945.795,4.44,4,2,995.980
1705755,786.200,29.78,1944.306,1945.302,4.49,4,2,995.980
1705780,785.950,29.78,1946.864,1945.868,4.57,4,2,995.980
1705805,785.880,29.78,1947.580,1946.737,4.69,4,2,995.980
1705830,786.240,29.78,1943.899,1945.763,4.74,4,2,995.980
1705855,786.230,29.78,1944.000,1945.156,4.75,4,2,995.980
1705880,785.990,29.78,1946.454,1945.547,4.77,4,2,995.980
1705905,785.930,29.78,1947.067,1946.028,4.82,4,2,995.980
1705930,786.050,29.78,1945.841,1946.030,4.87,4,2,995.980
1705955,786.210,29.78,1944.206,1945.562,4.88,4,2,995.980
1705981,786.040,29.78,1945.944,1945.663,4.93,4,2,995.980
1706005,785.850,29.78,1947.886,1946.238,4.93,4,2,995.980
1706030,785.990,29.78,1946.454,1946.349,4.96,4,2,995.980
1706055,786.240,29.78,1943.899,1945.841,4.95,4,2,995.980
1706080,786.140,29.78,1944.919,1945.651,4.92,4,2,995.980
1706105,785.940,29.78,1946.964,1945.928,4.90,4,2,995.980
1706130,785.910,29.78,1947.274,1946.221,4.88,4,2,995.980
1706155,786.120,29.78,1945.125,1946.046,4.86,4,2,995.980
1706180,786.180,29.78,1944.512,1945.785,4.81,4,2,995.980
1706205,786.070,29.78,1945.635,1945.763,4.75,4,2,995.980
1706230,786.020,29.78,1946.148,1945.832,4.69,4,2,995.980
1706255,786.100,29.77,1945.329,1945.756,4.62,4,2,995.980
1706280,786.230,29.77,1944.000,1945.478,4.52,4,2,995.980
1706305,786.040,29.78,1945.944,1945.536,4.43,4,2,995.980
1706330,785.860,29.78,1947.783,1945.860,4.34,4,2,995.980
1706355,786.120,29.78,1945.125,1945.763,4.24,4,2,995.980
1706380,786.120,29.78,1945.125,1945.677,4.14,4,2,995.980
1706405,785.950,29.78,1946.864,1945.836,4.04,4,2,995.980
1706430,785.910,29.78,1947.274,1946.030,3.95,4,2,995.980
1706455,785.970,29.78,1946.658,1946.125,3.85,4,2,995.980
1706480,786.080,29.77,1945.535,1946.071,3.75,4,2,995.980
1706505,786.010,29.78,1946.248,1946.107,3.65,4,2,995.980
1706530,785.840,29.78,1947.987,1946.345,3.55,4,2,995.980
1706555,785.890,29.78,1947.477,1946.519,3.47,4,2,995.980
1706580,786.020,29.77,1946.148,1946.505,3.38,4,2,995.980
1706605,785.980,29.77,1946.557,1946.540,3.28,4,2,995.980
1706630,785.830,29.77,1948.090,1946.829,3.19,4,2,995.980
1706655,785.890,29.77,1947.477,1947.021,3.11,4,2,995.980
1706680,786.010,29.77,1946.248,1946.888,3.02,4,2,995.980
1706705,785.930,29.78,1947.067,1946.959,2.93,4,2,995.980
1706730,785.850,29.77,1947.886,1947.221,2.85,4,2,995.980
1706755,785.830,29.77,1948.090,1947.544,2.78,4,2,995.980
1706780,786.000,29.77,1946.351,1947.277,2.69,4,2,995.980
1706805,785.940,29.78,1946.964,1947.246,2.59,4,2,995.980
1706830,785.810,29.78,1948.296,1947.504,2.51,4,2,995.980
1706855,785.810,29.78,1948.296,1947.740,2.43,4,2,995.980
1706880,786.000,29.77,1946.351,1947.499,2.33,4,2,995.980
1706905,785.950,29.77,1946.864,1947.420,2.24,4,2,995.980
1706930,785.830,29.77,1948.090,1947.573,2.15,4,2,995.980
1706955,785.740,29.77,1949.012,1947.848,2.07,4,2,995.980
1706980,785.940,29.77,1946.964,1947.766,1.99,4,2,995.980
1707005,786.010,29.77,1946.248,1947.589,1.93,4,2,995.980
1707030,785.800,29.77,1948.396,1947.739,1.89,4,2,995.980
1707055,785.640,29.77,1950.032,1948.092,1.83,4,2,995.980
1707080,785.720,29.77,1949.215,1948.354,1.79,4,2,995.980
1707105,785.870,29.78,1947.680,1948.300,1.84,4,2,995.980
1707130,785.880,29.78,1947.580,1948.241,1.85,4,2,995.980
1707155,785.780,29.77,1948.600,1948.349,1.81,4,2,995.980
1707180,785.850,29.77,1947.886,1948.336,1.78,4,2,995.980
1707205,785.960,29.78,1946.761,1948.164,1.84,4,2,995.980
1707230,785.960,29.77,1946.761,1948.013,1.93,4,2,995.980
1707255,785.750,29.77,1948.909,1948.163,1.97,4,2,995.980
1707281,785.690,29.77,1949.522,1948.375,2.03,4,2,995.980
1707305,785.810,29.78,1948.296,1948.409,2.04,4,2,995.980
1707330,785.810,29.77,1948.296,1948.438,2.14,4,2,995.980
1707355,785.640,29.77,1950.032,1948.674,2.19,4,2,995.980
1707380,785.540,29.77,1951.057,1949.097,2.23,4,2,995.980
1707405,785.600,29.77,1950.442,1949.516,2.30,4,2,995.980
1707430,785.810,29.77,1948.296,1949.290,2.39,4,2,995.980
1707455,785.740,29.77,1949.012,1949.295,2.47,4,2,995.980
1707480,785.590,29.77,1950.545,1949.651,2.53,4,2,995.980
1707505,785.550,29.78,1950.954,1950.157,2.63,4,2,995.980
1707530,785.780,29.77,1948.600,1949.807,2.72,4,2,995.980
1707555,785.710,29.77,1949.316,1949.759,2.82,4,2,995.980
1707580,785.610,29.77,1950.341,1949.942,2.89,4,2,995.980
1707605,785.480,29.77,1951.670,1950.437,2.97,4,2,995.980
1707630,785.640,29.77,1950.032,1950.433,3.05,4,2,995.980
1707655,785.710,29.77,1949.316,1950.294,3.14,4,2,995.980
1707680,785.440,29.77,1952.080,1950.715,3.23,4,2,995.980
1707705,785.390,29.77,1952.590,1951.380,3.34,4,2,995.980
1707730,785.500,29.77,1951.467,1951.500,3.44,4,2,995.980
1707755,785.540,29.77,1951.057,1951.422,3.53,4,2,995.980
1707780,785.460,29.77,1951.874,1951.670,3.62,4,2,995.980
1707805,785.290,29.77,1953.615,1952.743,3.75,4,2,995.980
1707830,785.340,29.77,1953.102,1953.040,3.88,4,2,995.980
1707855,785.570,29.77,1950.748,1952.206,3.97,4,2,995.980
1707880,785.450,29.77,1951.977,1952.193,4.03,4,2,995.980
1707905,785.300,29.77,1953.512,1952.664,4.11,4,2,995.980
1707930,785.370,29.77,1952.796,1952.801,4.19,4,2,995.980
1707955,785.530,29.78,1951.158,1952.445,4.25,4,2,995.980
1707980,785.550,29.77,1950.954,1952.096,4.27,4,2,995.980
1708005,785.250,29.78,1954.022,1952.606,4.32,4,2,995.980
1708030,785.330,29.77,1953.205,1952.815,4.36,4,2,995.980
1708055,785.590,29.77,1950.545,1952.333,4.38,4,2,995.980
1708080,785.540,29.77,1951.057,1952.053,4.37,4,2,995.980
1708105,785.340,29.77,1953.102,1952.285,4.37,4,2,995.980
1708130,785.330,29.77,1953.205,1952.498,4.37,4,2,995.980
1708155,785.590,29.77,1950.545,1952.119,4.36,4,2,995.980
1708180,785.510,29.77,1951.364,1951.965,4.33,4,2,995.980
1708205,785.340,29.77,1953.102,1952.172,4.30,4,2,995.980
1708230,785.330,29.77,1953.205,1952.366,4.28,4,2,995.980
1708255,785.520,29.77,1951.261,1952.184,4.25,4,2,995.980
1708280,785.460,29.77,1951.874,1952.133,4.23,4,2,995.980
1708305,785.220,29.77,1954.331,1952.496,4.20,4,2,995.980
1708330,785.220,29.77,1954.331,1952.810,4.18,4,2,995.980
1708355,785.420,29.77,1952.283,1952.767,4.16,4,2,995.980
1708380,785.480,29.77,1951.670,1952.635,4.14,4,2,995.980
1708405,785.170,29.77,1954.841,1952.979,4.11,4,2,995.980
1708430,785.170,29.77,1954.841,1953.379,4.10,4,2,995.980
1708455,785.400,29.77,1952.489,1953.275,4.07,4,2,995.980
1708480,785.470,29.77,1951.773,1953.073,4.04,4,2,995.980
1708505,785.450,29.77,1951.977,1952.938,3.98,4,2,995.980
1708530,785.190,29.77,1954.638,1953.220,3.91,4,2,995.980
1708555,785.310,29.77,1953.409,1953.286,3.85,4,2,995.980
1708580,785.450,29.77,1951.977,1953.151,3.80,4,2,995.980
1708605,785.410,29.77,1952.386,1953.084,3.74,4,2,995.980
1708630,785.220,29.77,1954.331,1953.270,3.68,4,2,995.980
1708655,785.180,29.77,1954.741,1953.485,3.62,4,2,995.980
1708680,785.400,29.77,1952.489,1953.411,3.56,4,2,995.980
1708705,785.410,29.77,1952.386,1953.333,3.47,4,2,995.980
1708730,785.220,29.77,1954.331,1953.478,3.38,4,2,995.980
1708755,785.100,29.77,1955.560,1953.743,3.28,4,2,995.980
1708780,785.350,29.77,1953.002,1953.711,3.17,4,2,995.980
1708805,785.430,29.77,1952.183,1953.595,3.06,4,2,995.980
1708830,785.120,29.77,1955.354,1953.812,2.96,4,2,995.980
1708855,785.130,29.77,1955.251,1954.000,2.85,4,2,995.980
1708880,785.160,29.77,1954.944,1954.157,2.76,4,2,995.980
1708905,785.300,29.77,1953.512,1954.140,2.69,4,2,995.980
1708930,785.290,29.77,1953.615,1954.133,2.63,4,2,995.980
1708955,785.030,29.77,1956.273,1954.472,2.57,4,2,995.980
1708980,785.170,29.77,1954.841,1954.588,2.51,4,2,995.980
1709005,785.310,29.77,1953.409,1954.461,2.45,4,2,995.980
1709030,785.170,29.77,1954.841,1954.567,2.42,4,2,995.980
1709055,785.000,29.77,1956.582,1955.045,2.39,4,2,995.980
1709080,785.030,29.77,1956.273,1955.534,2.37,4,2,995.980
1709105,785.130,29.77,1955.251,1955.469,2.35,4,2,995.980
1709130,785.140,29.77,1955.148,1955.397,2.35,4,2,995.980
1709155,785.060,29.77,1955.967,1955.677,2.35,4,2,995.980
1709180,784.960,29.77,1956.992,1956.391,2.38,4,2,995.980
1709205,785.080,29.77,1955.763,1956.161,2.41,4,2,995.980
1709230,785.160,29.77,1954.944,1955.804,2.45,4,2,995.980
1709255,785.080,29.77,1955.763,1955.840,2.49,4,2,995.980
1709280,784.970,29.77,1956.889,1956.164,2.53,4,2,995.980
1709305,785.060,29.77,1955.967,1956.183,2.58,4,2,995.980
1709330,785.160,29.77,1954.944,1955.961,2.68,4,2,995.980
1709355,785.080,29.77,1955.763,1955.956,2.80,4,2,995.980
1709381,785.000,29.77,1956.582,1956.129,2.90,4,2,995.980
1709405,784.940,29.77,1957.195,1956.401,2.93,4,2,995.980
1709430,785.140,29.77,1955.148,1956.203,3.01,4,2,995.980
1709455,785.080,29.77,1955.763,1956.156,3.09,4,2,995.980
1709481,784.820,29.77,1958.424,1956.643,3.20,4,2,995.980
1709505,784.860,29.77,1958.015,1957.007,3.23,4,2,995.980
1709530,784.970,29.77,1956.889,1957.071,3.33,4,2,995.980
1709555,784.930,29.77,1957.298,1957.201,3.44,4,2,995.980
1709580,784.800,29.77,1958.630,1957.666,3.54,4,2,995.980
1709605,784.800,29.77,1958.630,1958.119,3.64,4,2,995.980
1709630,784.930,29.77,1957.298,1957.944,3.72,4,2,995.980
1709655,785.040,29.77,1956.173,1957.537,3.79,4,2,995.980
1709680,784.760,29.77,1959.037,1957.983,3.85,4,2,995.980
1709705,784.710,29.77,1959.550,1958.524,3.92,4,2,995.980
1709730,784.950,29.77,1957.092,1958.276,3.97,4,2,995.980
1709755,784.890,29.77,1957.708,1958.244,4.02,4,2,995.980
1709780,784.700,29.77,1959.653,1958.624,4.07,4,2,995.980
1709805,784.590,29.77,1960.778,1959.346,4.15,4,2,995.980
1709830,784.730,29.77,1959.346,1959.463,4.24,4,2,995.980
1709855,784.870,29.77,1957.911,1959.161,4.33,4,2,995.980
1709880,784.670,29.77,1959.959,1959.458,4.41,4,2,995.980
1709905,784.480,29.77,1961.907,1960.404,4.53,4,2,995.980
1709930,784.660,29.77,1960.062,1960.416,4.66,4,2,995.980
1709955,784.820,29.77,1958.424,1959.965,4.77,4,2,995.980
1709980,784.670,29.77,1959.959,1960.071,4.87,4,2,995.980
1710005,784.530,29.77,1961.394,1960.480,4.97,4,2,995.980
1710030,784.600,29.77,1960.678,1960.649,5.05,4,2,995.980
1710055,784.760,29.77,1959.037,1960.455,5.12,4,2,995.980
1710080,784.730,29.77,1959.346,1960.352,5.17,4,2,995.980
1710105,784.550,29.77,1961.188,1960.596,5.22,4,2,995.980
1710130,784.520,29.77,1961.497,1960.857,5.26,4,2,995.980
1710155,784.700,29.77,1959.653,1960.765,5.29,4,2,995.980
1710180,784.750,29.77,1959.140,1960.590,5.31,4,2,995.980
1710205,784.520,29.77,1961.497,1960.818,5.32,4,2,995.980
1710230,784.510,29.77,1961.598,1961.029,5.33,4,2,995.980
1710255,784.680,29.77,1959.859,1960.944,5.32,4,2,995.980
1710280,784.770,29.77,1958.937,1960.727,5.30,4,2,995.980
1710305,784.590,29.77,1960.778,1960.799,5.27,4,2,995.980
1710330,784.350,29.77,1963.238,1961.214,5.25,4,2,995.980
1710355,784.510,29.77,1961.598,1961.352,5.23,4,2,995.980
1710380,784.750,29.77,1959.140,1961.139,5.19,4,2,995.980
1710405,784.600,29.77,1960.678,1961.149,5.15,4,2,995.980
1710430,784.400,29.77,1962.726,1961.422,5.11,4,2,995.980
1710455,784.550,29.77,1961.188,1961.470,5.06,4,2,995.980
1710480,784.700,29.77,1959.653,1961.319,5.00,4,2,995.980
1710505,784.540,29.77,1961.291,1961.381,4.94,4,2,995.980
1710530,784.380,29.77,1962.929,1961.630,4.88,4,2,995.980
1710555,784.510,29.77,1961.598,1961.697,4.81,4,2,995.980
1710580,784.660,29.77,1960.062,1961.584,4.75,4,2,995.980
1710605,784.660,29.77,1960.062,1961.377,4.69,4,2,995.980
1710630,784.400,29.77,1962.726,1961.644,4.64,4,2,995.980
1710655,784.340,29.77,1963.339,1961.958,4.58,4,2,995.980
1710680,784.560,29.77,1961.088,1961.904,4.53,4,2,995.980
1710705,784.580,29.77,1960.881,1961.827,4.51,4,2,995.980
1710730,784.340,29.77,1963.339,1962.080,4.48,4,2,995.980
1710755,784.350,29.77,1963.238,1962.289,4.42,4,2,995.980
1710780,784.470,29.77,1962.010,1962.329,4.35,4,2,995.980
1710805,784.440,29.77,1962.316,1962.397,4.30,4,2,995.980
1710830,784.410,29.77,1962.623,1962.492,4.24,4,2,995.980
1710855,784.270,29.77,1964.055,1962.733,4.17,4,2,995.980
1710881,784.340,29.77,1963.339,1962.876,4.09,4,2,995.980
1710905,784.530,29.77,1961.394,1962.800,4.01,4,2,995.980
1710930,784.420,29.77,1962.520,1962.846,3.93,4,2,995.980
1710955,784.280,29.77,1963.954,1963.029,3.84,4,2,995.980
1710981,784.330,29.77,1963.442,1963.147,3.73,4,2,995.980
1711005,784.420,29.77,1962.520,1963.162,3.65,4,2,995.980
1711030,784.410,29.77,1962.623,1963.187,3.57,4,2,995.980
1711055,784.320,29.77,1963.545,1963.294,3.50,4,2,995.980
1711080,784.330,29.76,1963.442,1963.383,3.42,4,2,995.980
1711105,784.480,29.77,1961.907,1963.324,3.36,4,2,995.980
1711130,784.400,29.77,1962.726,1963.340,3.32,4,2,995.980
1711155,784.280,29.77,1963.954,1963.462,3.26,4,2,995.980
1711180,784.160,29.77,1965.183,1963.680,3.18,4,2,995.980
1711205,784.220,29.77,1964.570,1963.831,3.12,4,2,995.980
1711230,784.390,29.77,1962.826,1963.823,3.09,4,2,995.980
1711255,784.370,29.77,1963.032,1963.830,3.03,4,2,995.980
1711280,784.260,29.77,1964.158,1963.930,2.96,4,2,995.980
1711305,784.250,29.77,1964.261,1964.029,2.91,4,2,995.980
1711330,784.470,29.77,1962.010,1963.934,2.89,4,2,995.980
1711355,784.410,29.77,1962.623,1963.884,2.87,4,2,995.980
1711380,784.260,29.77,1964.158,1963.970,2.82,4,2,995.980
1711405,784.300,29.77,1963.748,1964.014,2.78,4,2,995.980
1711430,784.370,29.77,1963.032,1963.961,2.80,4,2,995.980
1711455,784.420,29.76,1962.520,1963.692,2.79,4,2,995.980
1711480,784.330,29.76,1963.442,1963.636,2.74,4,2,995.980
1711505,784.170,29.77,1965.080,1964.110,2.72,4,2,995.980
1711530,784.340,29.76,1963.339,1963.891,2.70,4,2,995.980
1711555,784.330,29.77,1963.442,1963.748,2.68,4,2,995.980
1711580,784.150,29.77,1965.286,1964.237,2.67,4,2,995.980
1711605,784.060,29.77,1966.208,1964.769,2.67,4,2,995.980
1711630,784.130,29.77,1965.490,1964.993,2.70,4,2,995.980
1711655,784.300,29.77,1963.748,1964.828,2.73,4,2,995.980
1711680,784.190,29.77,1964.877,1964.903,2.75,4,2,995.980
1711705,784.050,29.77,1966.311,1965.206,2.76,4,2,995.980
1711730,784.080,29.77,1966.002,1965.414,2.80,4,2,995.980
1711755,784.140,29.77,1965.389,1965.496,2.84,4,2,995.980
1711780,784.170,29.77,1965.080,1965.517,2.87,4,2,995.980
1711805,784.010,29.77,1966.721,1965.776,2.90,4,2,995.980
1711830,783.910,29.77,1967.746,1966.153,2.94,4,2,995.980
1711855,784.080,29.77,1966.002,1966.239,3.00,4,2,995.980
1711880,784.260,29.76,1964.158,1966.051,3.05,4,2,995.980
1711905,784.170,29.77,1965.080,1966.004,3.07,4,2,995.980
1711930,784.000,29.77,1966.821,1966.193,3.09,4,2,995.980
1711955,784.040,29.77,1966.412,1966.309,3.13,4,2,995.980
1711980,784.230,29.77,1964.467,1966.152,3.15,4,2,995.980
1712005,784.120,29.77,1965.593,1966.152,3.15,4,2,995.980
1712030,784.040,29.77,1966.412,1966.253,3.16,4,2,995.980
1712055,784.020,29.77,1966.618,1966.368,3.17,4,2,995.980
1712080,784.060,29.77,1966.208,1966.420,3.18,4,2,995.980
1712105,784.160,29.77,1965.183,1966.341,3.17,4,2,995.980
1712130,784.020,29.77,1966.618,1966.436,3.15,4,2,995.980
1712155,783.860,29.77,1968.256,1966.711,3.14,4,2,995.980
1712180,784.040,29.77,1966.412,1966.753,3.15,4,2,995.980
1712205,784.150,29.76,1965.286,1966.659,3.14,4,2,995.980
1712230,783.880,29.76,1968.053,1966.877,3.13,4,2,995.980
1712255,783.680,29.76,1970.103,1967.297,3.15,4,2,995.980
1712280,783.890,29.77,1967.950,1967.452,3.19,4,2,995.980
1712305,783.890,29.76,1967.950,1967.592,3.22,4,2,995.980
1712330,783.970,29.77,1967.130,1967.635,3.25,4,2,995.980
1712355,783.720,29.77,1969.691,1967.931,3.30,4,2,995.980
1712380,783.760,29.77,1969.281,1968.224,3.36,4,2,995.980
1712405,783.990,29.76,1966.924,1968.142,3.42,4,2,995.980
1712430,783.900,29.77,1967.847,1968.196,3.47,4,2,995.980
1712455,783.750,29.76,1969.384,1968.435,3.52,4,2,995.980
1712480,783.740,29.77,1969.487,1968.683,3.59,4,2,995.980
1712505,783.840,29.77,1968.462,1968.752,3.66,4,2,995.980
1712530,783.920,29.77,1967.643,1968.705,3.72,4,2,995.980
1712555,783.760,29.77,1969.281,1968.871,3.78,4,2,995.980
1712580,783.700,29.76,1969.897,1969.092,3.84,4,2,995.980
1712605,783.890,29.77,1967.950,1969.062,3.90,4,2,995.980
1712630,783.860,29.76,1968.256,1969.070,3.94,4,2,995.980
1712655,783.680,29.76,1970.103,1969.273,3.98,4,2,995.980
1712680,783.650,29.76,1970.410,1969.488,4.04,4,2,995.980
1712705,783.740,29.76,1969.487,1969.588,4.10,4,2,995.980
1712730,783.870,29.77,1968.156,1969.548,4.15,4,2,995.980
1712755,783.730,29.77,1969.590,1969.647,4.20,4,2,995.980
1712780,783.640,29.76,1970.513,1969.827,4.25,4,2,995.980
1712805,783.840,29.76,1968.462,1969.793,4.29,4,2,995.980
1712830,783.800,29.77,1968.872,1969.802,4.33,4,2,995.980
1712855,783.710,29.76,1969.794,1969.891,4.35,4,2,995.980
1712880,783.580,29.76,1971.126,1970.094,4.37,4,2,995.980
1712905,783.630,29.76,1970.613,1970.233,4.39,4,2,995.980
1712930,783.740,29.76,1969.487,1970.261,4.40,4,2,995.980
1712955,783.620,29.76,1970.716,1970.393,4.40,4,2,995.980
1712980,783.530,29.76,1971.638,1970.596,4.39,4,2,995.980
1713005,783.630,29.76,1970.613,1970.694,4.36,4,2,995.980
1713030,783.690,29.76,1970.000,1970.733,4.36,4,2,995.980
1713055,783.610,29.76,1970.819,1970.835,4.33,4,2,995.980
1713080,783.420,29.76,1972.766,1971.093,4.29,4,2,995.980
1713105,783.380,29.77,1973.176,1971.363,4.28,4,2,995.980
1713130,783.580,29.76,1971.126,1971.451,4.30,4,2,995.980
1713155,783.610,29.76,1970.819,1971.504,4.33,4,2,995.980
1713180,783.480,29.76,1972.151,1971.662,4.34,4,2,995.980
1713205,783.350,29.76,1973.485,1971.950,4.36,4,2,995.980
